@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___5_min                                numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___30_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___60_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___90_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___120_min                              numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___5_min                          numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___15_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___30_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___60_min                         numeric
@ATTRIBUTE dun1__Plus_0point02%_MMS___90_min                                numeric
@ATTRIBUTE wt_plus_gamma_10_min                                             numeric
@ATTRIBUTE wt_plus_gamma_20_min                                             numeric
@ATTRIBUTE wt_plus_gamma_90_min                                             numeric
@ATTRIBUTE wt_plus_gamma_120_min                                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___5_min                             numeric
@ATTRIBUTE mec1_plus_gamma_30_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_45_min                                           numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___5_min                           numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___30_min                          numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1_Plus_heat_20_min                                     numeric
@ATTRIBUTE MHY1_dun1_Plus_heat_20_min                                       numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison                    numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type                                      numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type___log_phase                          numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
-0.295,-0.339,?,-0.179,-0.561,-0.189,-0.816,-0.762,-0.979,-0.678,-0.194,0.418,0.615,0.635,-0.081,0.01,0.298,0.617,0.531,0.291,0.055,-0.284,-0.065,-0.21,0.624,?,16/01@34/11/03/07@41/01/01
?,-0.248,-0.386,-0.487,-0.704,0.087,-0.115,-0.169,0.044,0.128,-0.177,0.037,-0.12,-0.392,-0.618,-0.05,0.575,0.425,-0.041,0.444,-0.167,-0.595,-0.943,-0.072,0.5,-0.015,01/04@16/19/03@20/01/09@20/03/25@20/09/16@34/11/03/07
0.088,0.109,0.258,0.437,0.334,?,-0.113,0.065,0.135,0.134,0.329,0.064,-0.015,0.188,0.027,0.055,-0.362,-0.63,0.528,0.476,-0.301,-1.059,-0.676,-0.07,0.399,-0.17,14/07/11@14/13@16/17/09@30/01@34/11/03/07
-0.216,-0.142,0.464,?,0.171,-0.705,-0.225,0.473,0.017,-0.166,-0.134,0.697,?,0.543,5.464,0.343,-0.091,0.518,0.208,0.227,-0.223,0.578,0.965,-0.194,0.538,-0.141,18/01/07@30/05/02/24@34/11/03/07
-0.001,0.195,0.006,0.05,-0.205,-0.386,-0.235,-0.11,?,0.028,-0.205,?,-0.241,-0.06,-0.192,0.186,0.204,0.377,0.547,-0.064,-0.879,-1.2,-0.164,-0.07,0.151,0.123,30/05@34/11/03/07
-0.16,-0.179,0.27,0.321,0.421,-0.65,-0.318,0.03,-0.388,-0.447,0.24,-0.014,0.19,0.292,0.174,0.023,-0.469,-0.39,0.745,0.159,0.098,0.152,0.205,-0.118,0.084,-0.287,16/01@34/11/03/07@41/01/01
0.09,-0.093,-0.848,-1.239,-1.421,-0.078,0.068,-0.25,-0.178,-0.322,-0.89,0.434,-0.093,-0.183,-0.799,0.133,0.984,1.025,-0.866,0.891,-0.236,-0.023,-0.452,-0.015,0.807,0.438,14/13/01@34/11/03/07
-0.084,0.094,0.123,0.174,0.207,0.089,0.089,0.017,0.238,0.243,0.194,0.372,0.119,0.355,-0.179,-0.268,0.774,0.863,0.139,0.571,-0.279,0.055,-0.58,0.003,0.122,-0.046,18/01/07@30/05/02/24@34/11/03/07@40/01/03
0.078,0.551,0.6,0.63,1.069,-0.143,-0.034,-0.058,0.305,-0.106,0.18,1.433,0.719,0.99,0.947,0.123,-0.032,-0.063,0.888,0.339,1.627,2.006,1.115,0.897,?,0.72,30/05/02/24@34/11/03/07@43/01/03/05
-0.163,-0.441,0.21,-0.19,-0.569,-1.368,-0.627,0.14,-1.04,-1.258,-0.671,-1.54,-0.26,-0.21,-0.48,0.402,-0.232,0.075,-0.131,?,-2.182,-0.77,0.21,-0.15,-0.19,-0.23,34/11/03/07@40/01@41/01/01
-0.278,0.117,0.031,0.073,-0.181,0.063,-0.025,1.027,-0.069,0.046,0.024,-0.029,-0.126,-0.185,0.146,0.116,0.04,-0.239,0.675,0.461,0.399,-0.018,0.204,-0.006,0.463,0.008,01/03/16/01@11/02/03/04/03@11/04@34/11/03/07@41/01/01
0.145,-0.024,0.013,-0.377,0.008,0.055,-0.034,-0.11,0.353,0.289,-0.215,0.999,0.356,-0.004,-0.083,0.346,0.299,-0.435,0.517,0.18,0.043,0.148,0.288,-0.017,0.157,-0.061,99
?,0.206,0.24,0.422,0.328,?,0.102,-0.258,0.238,0.419,?,-0.728,0.196,0.239,-0.066,0.166,0.438,0.486,-0.213,0.389,0.527,0.699,0.429,-0.161,?,0.257,01/04@20/09/16@34/11/03/07@40/01@41/01/01
?,-0.214,-0.058,0.304,0.343,?,-0.003,-0.107,-0.062,0.127,?,0.384,0.202,0.752,0.285,?,-0.363,0.125,?,?,0.857,0.408,0.359,-0.166,?,0.038,10/03/01@30/05/01@30/05/02/24@34/11/03/07@40/01@41/01/01@42/01
-0.163,-0.223,-0.202,-0.762,-0.187,-0.3,-0.145,-0.044,-0.077,0.146,-0.265,0.184,-0.101,0.129,0.436,0.499,0.18,0.196,0.509,0.768,0.143,0.14,0.108,-0.217,0.856,-0.187,99
-0.122,-0.047,0.038,0.288,-0.01,-0.292,-0.407,0.114,-0.439,-0.444,-0.117,0.25,0.02,0.114,-0.018,-0.076,-0.147,-0.54,0.613,0.222,0.185,0.457,0.259,-0.166,0.121,0,34/11/03/07
-0.51,0.44,0.6,0.54,0.19,-0.31,-0.2,0.2,0,0.2,0.09,0.71,0.5,-0.02,-0.25,0.28,0.88,0.53,-0.01,0.4,0.06,0.4,0.07,0.03,0.46,0.04,34/11/03/07@41/01/01
-0.1,0.04,-0.09,-0.05,-0.07,0.1,-0.1,-0.15,-0.11,0.26,-0.15,-0.13,-0.08,-0.02,-0.16,0.21,0.128,-0.513,0.018,0,-0.59,-0.45,-0.3,0.22,-0.26,-0.08,10/03/01/01/11@10/03/05/01@16/01@34/11/03/07
-0.255,-0.083,0.11,-0.071,-0.114,0.132,0.275,0.172,0.317,0.197,-0.222,-0.09,0.092,0.15,0.154,0.471,0.254,-0.03,-0.077,0.566,-0.151,-0.56,-0.568,-0.153,0.134,-0.263,02/45/11@10/03/01/01/11@10/03/02@10/03/04/07@14/10@20/09/14@32/01@34/11/03/07@41/01/01@42/10
-0.03,0.37,0.271,0.131,0.324,?,-0.491,-0.301,-0.331,-0.033,-0.424,0.112,-0.028,0.026,0.077,0.487,-0.184,-0.405,0.471,0.208,0.195,0.516,0.045,0.146,0.185,-0.028,43/01/03/09
0.109,0.45,0.22,0.43,0.27,0.311,0.14,-0.03,0.55,0.38,0.132,0.32,0.33,0.31,0.44,-0.245,0.17,-0.25,0.428,0.753,-0.24,-0.72,-0.66,0.01,-0.163,-0.03,10/01/02@10/01/05/01@10/01/05/03/01@10/03/02@16/03/01@32/01/09@34/11/03/07@41/01/01
-0.237,0.443,0.183,-0.363,0.189,?,?,-0.09,-0.3,?,-1,-0.274,0.35,0.76,0.6,0.28,?,?,0,0.14,?,?,?,0.67,0.04,0.331,10/01/09/05@10/03/02@10/03/04/03@16/01
-0.326,0.17,0.19,-0.07,0.04,-0.17,-0.12,-0.06,-0.069,-0.26,-0.47,0.21,0.3,0.32,0.04,0.29,-0.2,-0.32,0.69,0.36,-0.44,-0.59,-0.41,0.23,0.31,0.16,01/04@10/03/02@14/07/03@32/01
-0.02,0.596,0.866,1.015,?,0.041,0.148,0.311,0.237,0.4,0.487,-0.102,0.202,-0.056,-0.257,0.315,0.073,-0.185,0.442,0.01,1.507,1.55,1.183,-0.138,-0.291,-0.362,01/04@01/05/03@10/01/05/01@10/03/01/01/11@10/03/02@11/02/03/04@14/07/03@14/13@16/01@16/19/03@18/01/01@18/02/01@30/01/05/01/06@30/05/02/20@32/01@34/11/03/07@40/01/03@40/10/02/01@43/01/03/09
0.081,-0.018,0.066,0.055,0.031,0.189,0.17,0.35,0.334,0.225,0.004,0.225,-0.104,0.234,0.124,-0.326,-0.184,0.064,0.532,0.149,0.051,-0.393,-0.279,-0.139,0.077,-0.285,01/04@01/05/03@10/03/02@11/02/03/04@14/07/03@14/13@16/01@16/19/03@18/01/01@18/02/01@30/01/05/01/06@30/05/02/20@32/01@40/01/03@40/10/02/01@43/01/03/09
-0.12,-0.34,-0.104,-0.152,-0.24,?,0.09,0.03,0.12,0.28,0.07,0.26,0.29,-0.56,-0.37,0.13,0.07,-0.04,-0.46,-0.07,0.75,0.77,0.25,0.66,-0.098,-0.24,10/03/01@10/03/02
-0.149,0.02,-0.04,-0.19,-0.02,-0.02,-0.02,-0.05,0.15,0.31,0,-0.16,-0.2,-0.17,-0.44,0.27,0.16,-0.24,0.23,0.09,-0.29,0.18,-0.72,0.34,-0.005,-0.22,01/01/13@01/02/07@01/06/10@10/03/01@10/03/02/01@11/02/03/04@16/03/01
-0.168,-0.414,-0.297,-0.578,-0.421,-0.542,-0.422,-0.06,-0.281,-0.153,-0.654,-0.188,-0.226,-0.283,-0.043,0.211,-0.63,-0.41,0.53,0.517,0.093,0.151,-0.046,-0.133,0.35,-0.497,10/03/02@11/02/03/04@11/06/03@43/01/03/09
0.285,0.607,0.069,-0.097,-0.056,0.128,0.205,0.534,0.519,0.262,-0.653,-0.219,-0.894,-0.982,-0.86,0.077,-0.455,-0.48,-0.349,-1.118,0.529,0.781,0.689,0.062,-0.392,-0.202,10/03/01@10/03/02@11/02/03/04/03
-0.16,-0.399,-0.039,?,-0.203,-0.1,-0.185,0.126,0.073,0.115,-0.02,?,-0.044,0.225,0.064,?,-0.45,-0.354,-1.322,-0.016,-0.316,-0.339,-0.333,-0.076,0.173,-0.035,10/03/02@11/02/03/04
-0.18,-0.167,0.411,0.219,?,-0.71,-0.437,0.246,-0.43,-0.354,-0.1,-0.935,-0.313,-0.332,-0.191,-0.42,-0.247,-0.009,0.275,-0.238,0.2,0.312,0.417,-0.14,0.282,-0.157,10/03/02@11/02/03/04@43/01/03/09
0.033,0.32,0.17,0.01,0.28,-0.027,0.06,-0.06,0.23,-0.03,-0.04,0.35,0.4,0.22,0.24,0.34,0.09,0.03,0.27,-0.462,-0.77,-0.94,-0.55,-0.33,0.1,-0.11,10/03/02@42/10@43/01/03/09
-0.313,-0.45,-0.55,-0.87,-0.58,0.267,0.38,-0.39,0.11,-0.14,-0.291,-0.46,-0.36,-0.51,-0.53,0.367,0.79,0.41,-0.076,0.132,-0.149,0.342,-0.389,-0.15,-0.27,-0.01,99
-0.071,0.032,0.482,0.589,0.647,-0.26,-0.309,0.143,-0.222,-0.185,0.205,0.296,0.421,0.224,0.323,-0.007,-0.022,-0.198,-0.718,-0.182,1.517,1.429,1.046,-0.165,-0.696,-0.331,01/06/02/01@10/03/01@10/03/02@11/02/03/04@43/01/03/09
-0.121,-0.58,-0.27,-0.303,-0.69,-0.79,-0.63,-0.06,-0.75,-0.67,-0.408,-0.405,-0.25,-0.456,0.044,-0.168,-0.176,-0.087,-0.238,0.052,-1.032,-0.307,0.117,-0.001,-0.238,-0.164,99
?,-0.097,-0.363,-0.511,-0.417,-0.233,-0.053,-0.438,-0.283,-0.404,-0.123,0.416,0.239,-0.225,-0.26,0.226,0.391,0.582,0.244,0.115,0.05,0.161,-0.043,0.037,?,0.335,10/03/02/01@16/03/01
-0.24,0.056,0.159,0.098,0.292,-0.67,-0.036,-0.039,?,0.187,-0.15,0.389,0.6,0.134,0.471,0.449,?,-0.239,-0.22,-0.033,-0.791,-0.319,-0.1,0.062,0.294,0.404,01/03/16/03@10/01/05/03/01@10/03/02/01
-0.08,-0.01,0.036,0.142,-0.058,-0.6,-0.207,-0.007,0.082,-0.057,-0.12,-0.448,-0.096,0.045,0.337,0.009,0.26,-0.216,0.175,-0.123,-0.246,-0.411,0.174,0.037,0.172,0.077,10/01/05/03/01@10/03/02/01
-0.56,0.079,0.263,0.423,-0.186,-0.77,-0.461,0.082,-0.15,-0.376,-0.415,0.079,0.474,-0.021,0.101,-0.207,0.909,0.591,0.798,-0.264,-5.778,-0.713,0.051,-0.089,-0.105,-0.291,10/01/05/03/01@10/03/02
-0.269,0.186,0.236,0,0.271,-0.325,-0.259,0.026,-0.033,-0.4,0.039,0.268,0.237,-0.063,0.131,?,0.043,-0.368,0.978,0.832,-0.184,-0.163,-0.298,-0.288,?,0.404,01/03/16@10/01/05/01@10/01/05/03/01@10/01/09/03@10/03/01/03@10/03/02/01@16/01@16/03/01@32/01/09@42/01
0.165,-0.129,-0.164,0.09,-0.302,0.386,0.578,0.48,0.398,0.517,0.285,-0.08,-0.502,-0.536,-0.679,-0.286,0.224,0.311,-0.629,-0.409,-0.125,-0.363,-0.221,-0.153,-0.181,0.173,10/03/01@11/04/03/01@11/04/03/03@16/01@16/03/03@16/19@20/01/21@20/09/01
-0.108,-0.162,-0.573,-0.447,-0.486,0.276,-0.083,-0.065,-0.105,-0.05,-0.179,0.078,-0.291,-0.378,-0.374,-0.278,0.137,-0.227,-0.083,0.336,-0.097,-0.603,-0.661,0.075,-0.22,-0.008,10/03/02@43/01/03/09
-0.369,-0.42,0.107,?,0,-0.625,-0.51,-0.251,-0.59,-0.447,-0.12,?,0.267,0.373,0.008,-0.051,0.085,-0.022,-0.396,0.115,0.328,0.149,-0.279,-0.162,-0.062,-0.072,10/01/05@10/03/02
-0.22,-0.31,-0.015,-0.075,-0.285,-0.65,-0.239,0.23,-0.382,-0.536,-0.41,-0.374,-0.243,-0.516,-0.645,-0.053,0.268,-0.02,-0.127,-0.172,-0.237,-0.651,0.168,-0.12,0.004,-0.326,10/03/02@14/10@43/01/03/09
-0.15,-0.234,-0.485,-0.363,-0.102,0.31,0.641,0.445,0.535,0.209,0.13,0.264,0.278,0.023,-0.025,0.276,0.779,0.656,-0.402,0.136,-0.045,-0.073,-0.176,-0.176,0.107,0.189,10/03/01/01@10/03/02/01@43/01/03/09
0.15,0.733,0.633,0.724,0.875,0.47,0.133,-0.016,0.63,0.276,0.42,0.438,0.372,-0.036,0.171,0.292,0.07,-0.408,0.356,-0.145,0.659,0.227,-0.167,0.064,-0.75,0.912,14/04@20/09/07/03@20/09/16
0.075,0.716,0.746,0.248,0.188,0.187,0.558,0.607,0.921,0.667,0.739,0.462,-0.269,-0.761,-0.889,-0.058,0.942,0.655,0.378,-0.458,-0.057,0.073,-0.258,-0.157,0.415,0.259,01/01/06/05/01@01/02/03/01@01/03/01@32/01/03
0.202,0.305,0.194,-0.159,0.303,0.415,-0.168,-0.283,-0.18,0.025,0.152,?,-0.189,-0.218,0.017,0.729,0.067,-0.641,0.793,?,-1.443,?,?,-0.077,?,0.239,01/01/06/05@01/05/13/03@01/07/01@16/21/07
-0.03,0.597,1.115,0.532,0.057,0.04,-0.017,0.305,0.344,0.408,1.09,0.746,0.385,0.476,-0.24,0.175,0.416,0.549,0.528,-0.595,0.983,0.394,0.278,-0.031,0.702,0.177,01/01/06/05@01/02/03/01@01/02/03/04@01/03/10
0.313,0.483,-0.158,-0.334,-0.564,-0.322,-0.211,0.167,-0.149,-0.261,?,0.033,-0.516,-0.773,-0.422,0.416,-0.37,-0.518,0.588,?,-0.098,-0.444,-0.396,-0.041,0.348,-0.814,01/01/06/05/01@01/02@01/05/13/03@01/07/01@12/01/01@16/01@16/21/07@34/11/13/07
0.077,-0.714,-0.69,-0.693,-1.015,0.1,-0.496,-0.505,-0.76,-0.884,-0.946,-0.561,-0.419,-0.135,-0.495,-0.247,0.47,0.472,0.644,0.016,-0.435,-0.087,-0.432,0.201,0.2,0.032,01/01/06/05/02@01/03/01@01/04@01/05/05/04@01/05/13/01@01/07/01@01/20/21@16/17/03@16/17/07@16/19/03
-0.386,-0.022,0.106,0.02,0.185,-0.069,0.032,0.034,0.022,0.12,-0.114,-0.428,-0.299,-0.502,-0.091,0.036,-0.133,-0.103,-2.065,-0.174,1.382,0.935,0,0.741,-0.384,-0.122,01/01/06/05@01/01/09/03@01/01/13@01/02/07@11/02/03/01@11/02/03/04@16/03/01
-0.196,0.072,0.152,0.181,0,0.451,0.509,-0.061,0.872,-0.208,0.17,0.558,0.275,1.041,0.282,0.228,0.242,0.021,-7.019,-0.003,-0.21,0.39,-0.126,-0.086,?,-0.28,01/01@01/05@01/20/37/01@16/17/09
-0.1,-0.452,-0.535,-0.299,-0.281,-0.415,-0.874,0.135,-1.074,-1.094,-0.4,-0.028,0.3,0.486,0.217,-0.053,-1.395,-0.929,-0.006,0.285,-1.719,-1.309,-0.972,-0.21,-0.093,-0.082,01/05/11/07/01@01/06/06/11@01/20/35/01@16/21/05@16/21/07@20/01/15@32/07/01
?,0.18,0.21,0.12,0.26,?,0.16,0.13,0.52,0.45,?,-0.069,-0.039,-0.005,0.213,0.238,0.337,0.183,0.19,0.646,0.48,0.41,-0.03,-0.154,-0.029,-0.033,42/16
0.125,0.255,0.133,0.207,0.267,-0.572,-0.139,0.356,-0.082,-0.308,-0.161,0.249,0.613,0.258,0.387,0.242,-0.1,0.021,0.694,0.269,0.163,1.15,1.233,-0.125,0.141,0.925,02/13/03@11/02/03/04@42/16
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10/01/03@16/03/01
0.015,0.18,0,-0.1,0.07,0.007,0.03,0.06,0.13,-0.2,-0.045,0.348,0.094,-0.179,0.076,-0.069,0.009,-0.243,-0.064,-0.137,0.06,-0.12,-0.22,0.045,-0.504,-0.15,12/01/01@42/16
-0.153,-0.303,-0.543,-0.401,-0.859,0.288,0.013,0.064,0.083,0.12,0.164,-0.286,-0.448,-0.714,-0.444,-0.449,0.479,0.303,0.147,0.575,-0.132,-0.546,-0.747,-0.24,0.228,0.021,10/03/01@14/07/04@42/04
0.19,0.392,0.544,0.403,0.333,-0.02,0.238,-0.927,0.438,0.449,0.482,0.363,0.124,0.037,-0.374,0.273,0.098,0.106,0.296,-0.073,0.512,0.675,0.345,-0.112,-0.082,0.091,20/01/01/01@20/09/04@34/01/01/01
0.149,0.794,0.559,0.664,0.666,0.384,0.476,0.593,0.831,0.24,0.627,0.878,0.246,-0.109,0.055,0.115,-0.071,0.068,0.442,-0.528,0.502,0.72,0.377,0,-0.436,-0.325,01/04@14/04@16/19/03@20/09/04
0.37,0.373,-0.158,0.077,-0.209,0.18,0.192,-1.251,0.208,0.08,0.18,-0.059,-0.11,0.06,-0.134,-0.025,-0.207,-0.137,0.114,0.523,1.217,1.248,0.46,-0.052,-0.431,-0.618,01/04@10/01/03@10/03/01@10/03/02@14/01@14/04@14/07@14/10@16/01@16/19/03@20/01/10@20/03@20/09/01@20/09/04@20/09/05@20/09/07@32/01/05@32/01/07@34/01/01/01@34/11/09@40/10/02/01@41/01/01@42/01@42/10@43/03
0.075,-0.45,-0.34,-0.43,-0.265,-0.364,-0.34,-0.22,-0.34,-0.32,-0.06,-0.31,-0.12,-0.01,-0.25,0.163,0.49,0.17,0.338,-0.209,-0.679,?,0.076,-0.05,0.08,0.03,14/04@20/01/10@20/09/04@42/16
