@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___5_min                                numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___30_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___60_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___90_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___120_min                              numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___5_min                          numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___15_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___30_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___60_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___90_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___120_min                        numeric
@ATTRIBUTE dun1__Plus_0point02%_MMS___90_min                                numeric
@ATTRIBUTE wt_plus_gamma_10_min                                             numeric
@ATTRIBUTE wt_plus_gamma_20_min                                             numeric
@ATTRIBUTE wt_plus_gamma_30_min                                             numeric
@ATTRIBUTE wt_plus_gamma_45_min                                             numeric
@ATTRIBUTE wt_plus_gamma_60_min                                             numeric
@ATTRIBUTE wt_plus_gamma_90_min                                             numeric
@ATTRIBUTE wt_plus_gamma_120_min                                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___5_min                             numeric
@ATTRIBUTE DES460_wt___mock_irradiation___30_min                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___90_min                            numeric
@ATTRIBUTE mec1_plus_gamma_5_min                                            numeric
@ATTRIBUTE mec1_plus_gamma_30_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_45_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_60_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_120_min                                          numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___5_min                           numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___30_min                          numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___60_min                          numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1_Plus_heat_20_min                                     numeric
@ATTRIBUTE MHY1_dun1_Plus_heat_20_min                                       numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison                    numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison_#2                 numeric
@ATTRIBUTE DES460_genomic_DNA_vs_MHY26_dun1_genomic_DNA                     numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type                                      numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type___log_phase                          numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
0.744,0.45,0.098,-0.141,-0.512,0.281,0.111,-0.209,-0.145,-0.564,-1.023,-0.938,-0.582,2.102,1.71,1.202,-0.016,-1.789,-1.069,-0.828,2.021,1.007,0.773,1.847,2.185,0.527,-0.047,0.274,2.138,0.46,-0.669,-0.68,-0.941,-0.959,-0.043,0.136,?,0.196,-0.331,01/01/03/02/02@01/01/03/03/01@01/01/05/01/02@01/01/09/04/01@01/01/09/05@01/01/11@01/02@01/05/06/07@01/05/11/07/01@01/06/06@01/07/01@01/20/05@01/20/17/01@01/20/29@01/20/31@02/11@02/13@02/16/01@02/45@16/13@16/21/07@20/01/15@32/01/01@32/01/03@32/05/01@32/05/03@32/07/03@32/07/09@42/16
0.02,0.35,0.02,0.899,0.55,-0.06,-0.429,-0.04,-0.22,0.09,0.05,0,0.22,0.38,0.35,-0.03,-0.04,0.47,-0.11,0.42,0.53,0.49,0.24,1.761,-0.076,-0.538,-0.155,-0.09,1.02,-0.16,-0.05,2.08,4.896,1.72,-0.02,0.16,-1.443,-0.11,-0.18,01/01/03/02/02@01/01/03/03/01@01/01/05/01/02@01/01/09/04/01@01/01/09/05@01/01/11@01/02@01/05/06/07@01/05/11/07/01@01/06/06@01/07/01@01/20/05@01/20/17/01@01/20/29@01/20/31@02/11@02/13@02/16/01@02/45@16/13@16/21/07@20/01/15@32/01/01@32/01/03@32/05/01@32/05/03@32/07/03@32/07/09@42/16
0.21,0.744,0.807,1.009,1.132,0.131,-0.231,0.19,0.403,0.353,0.278,0.362,0.852,0.794,0.662,0.666,0.058,0.085,-0.085,0.172,0.523,0.5,0.052,1.588,-0.074,-0.641,-0.164,-0.104,1.393,0.196,0.166,2.832,4.273,3.015,0.004,0.336,0.066,0.343,-1.218,01/01/03/02/02@01/01/03/03/01@01/01/05/01/02@01/01/09/04/01@01/01/09/05@01/01/11@01/02@01/05/06/07@01/05/11/07/01@01/06/06@01/07/01@01/20/05@01/20/17/01@01/20/31@02/11@02/13@02/16/01@02/45@16/13@16/21/07@20/01/15@32/01/01@32/01/03@32/05/01@32/05/03@32/07/03@32/07/09@42/16
0.122,0.582,0.853,0.886,0.981,-0.2,0.203,0.419,0.496,0.195,0.281,0.316,0.655,0.788,0.725,0.396,0.319,-0.228,-0.114,-0.152,0.589,0.675,0.557,1,0.788,0.198,0.244,0.394,0.26,0.153,0.081,0.296,0.226,0.251,-0.134,0.201,0.019,-0.323,-0.117,01/06@16/09@16/13/03@20/01/13
-0.066,-0.49,-0.508,-0.498,-0.6,0.236,0.145,-0.319,0.092,-0.083,-0.011,0.123,-0.278,-0.333,-0.722,-0.462,-0.347,-0.668,-0.164,-0.342,?,0.722,0.109,-0.67,-0.546,-0.267,0.071,-0.277,?,0.025,-0.104,-1.266,-2.084,-1.827,-0.133,0.174,0.272,0.111,-0.03,01/05@01/06/05@20/09/07/06@20/09/13@34/11/03/07@40/01@43/01/03/05@43/01/03/09
-0.169,-0.163,0.104,0.3,-0.148,-0.644,-0.371,-0.06,-0.364,-0.185,-0.278,-0.356,-0.176,0.349,?,0.074,-0.697,-0.02,-0.11,-0.358,0.227,-0.008,-0.011,0.156,-0.199,-0.14,0.296,-0.224,0.396,-0.168,0.337,-0.064,-0.158,0.351,-0.139,0.076,-0.147,-0.142,-0.265,01/06/05@02/25
-0.12,0.1,0.359,0.688,0.664,-0.21,-0.134,0.072,0.121,-0.311,0.025,0,-0.54,1.393,1.046,0.619,0.339,0.124,0.253,0.523,1.128,0.466,0.735,0.976,0.216,0.052,-0.023,0.009,0.546,-0.113,-0.057,0.69,0.344,-0.007,-0.187,0.059,0.14,-0.266,-0.804,01/05@01/06/05@20/09/07/06@20/09/13@34/11/03/07@40/01@43/01/03/05@43/01/03/09
-0.22,-0.261,0.178,0.061,-0.399,-1.05,-0.468,0.077,-0.489,-0.492,-0.316,-0.19,-0.68,-0.532,1.818,-0.065,0.068,0.034,0.252,-0.198,-0.032,-0.086,-0.519,-0.183,-0.482,-0.011,0.19,0,0.845,-0.26,0.333,-1.671,-0.912,0.041,-0.018,0.232,-0.044,0.466,-0.409,01/01/06/06/02@01/05@01/06/05@01/06/06/11@01/20/25@02/25
0.007,0.463,0.437,0.491,0.265,-0.157,-0.175,-0.14,-0.049,-0.027,?,-0.022,0.398,-0.052,0.343,0.509,0.51,0.783,0.29,0.346,0.16,0.25,0.059,0.402,0.335,0.085,0.332,0.08,0.357,0.416,0.129,0.639,1.612,0.669,-0.054,0.208,-0.322,?,-0.024,01/06@01/20/17/01@20/01/03@20/09/03
0.553,0.366,1.042,-0.067,-0.308,0.496,0.489,0.584,0.232,0.176,0.103,-0.18,0.88,-0.099,-1.001,-0.148,0.01,-0.518,-1.063,-0.907,-1.007,-0.526,-0.625,0.461,-0.022,?,-0.253,-0.082,-0.756,-0.695,-0.957,-2.04,-2.157,-1.493,0.049,0.207,0.414,-1.531,-1.256,01/01/03/02@01/01/03/03/01@01/01/05/01/02@01/01/09/04/01@01/01/11@01/02@01/05/06/07@01/05/11/07/01@01/06/06@01/07/01@01/20/05@01/20/17/01@01/20/29@01/20/31@02/11@02/13@02/16/01@02/45@16/13@16/21/07@20/01/15@32/01/03@32/05/01@32/05/03@32/07/03@32/07/09@42/16
0.086,-0.05,-0.11,-0.4,0,0.014,-0.17,0.1,0.24,-0.08,-0.06,-0.04,-0.096,-0.15,-0.36,-0.24,-0.44,-0.32,-0.39,-0.26,0.116,0.233,0.177,-0.44,0.14,-0.18,-0.07,-0.16,0.665,-0.164,0.1,-0.63,-0.69,-0.42,0.03,0.38,0.246,0.06,-0.06,01/07/01
-0.067,0.55,1.31,1.16,0.91,-0.701,-0.07,0.63,0.89,0.98,1.2,1.39,0.353,-0.2,-0.01,-0.14,-0.14,-0.55,-0.27,-0.51,0.096,0.388,0.112,-0.23,-0.16,-0.31,-0.03,-0.067,-0.018,?,-0.302,-1.28,-0.63,-0.33,-0.12,0.019,0.651,-0.445,-0.92,20/01/27@32/05/05/01@32/07/05@34/11/03
0.02,0.249,0.018,-0.103,-0.334,0.34,0.346,0.158,0.387,0.088,-0.062,?,-0.12,-0.147,-0.577,-0.396,-0.175,-0.666,-0.607,-0.743,-0.393,-0.281,-0.216,0.267,0.559,0.38,0.307,-0.007,-0.77,-0.252,-0.496,-0.108,-0.235,-0.582,-0.278,0.218,0.056,-0.399,0.048,01/01/09/04/02@01/01/09/05/02@01/01/09/06/01@01/01/09/06/02@01/02/02/07@01/07/01@16/17/09
0.05,0.332,0.551,0.828,0.61,0.268,0.375,0.559,0.856,0.789,0.936,0.952,0.752,-0.216,-0.102,0.111,0.061,-0.394,-0.275,-0.313,-0.268,0.09,-0.287,-0.317,0.484,0.164,-0.071,0.264,0.116,0.057,0.088,-0.207,-0.089,0.043,0.778,-0.617,0.104,0.027,-0.387,01/05/06/07@01/07@02/16@16/01@16/17/09@32/07
0.21,0.813,0.952,1.517,1.704,-0.02,-0.127,0.094,0.38,0.294,0.359,0.521,0.81,1.494,1.05,0.784,0.236,0.734,0.368,0.347,0.873,-0.041,-0.285,0.839,-0.349,-0.064,0.227,-0.133,0.188,0.023,0.039,2.166,1.722,1.031,-0.043,0.228,0.149,0.11,-0.156,01/04@01/05/02/04@01/05/02/07@01/05/25@02/01/03
?,-0.085,-0.196,-0.115,-0.061,-0.157,-0.049,0.171,-0.017,-0.058,0.158,0.288,-0.09,0.825,0.168,0.171,0.15,-0.112,0.064,-0.162,0.1,0.269,0.044,0.243,-0.452,-0.584,-0.387,-0.647,0.581,0.589,0.265,0.619,-0.038,-0.133,-0.114,0.185,0.444,0.215,0.018,01/04@01/05/02/04@01/05/02/07@01/05/25@02/01/03
0.33,1.209,0.942,0.204,1.289,0.26,0.35,0.633,0.853,0.699,0.533,0.547,0.47,1.112,0.959,1.148,0.732,0.785,0.531,0.507,0.477,-0.036,0.098,0.457,-0.244,-0.379,0.039,-0.154,0.202,-0.034,-0.102,2.011,1.303,0.595,-0.231,0.199,-0.042,-0.146,0.243,01/04@01/05/02/04@01/05/02/07@01/05/25@02/01/03@16/01@16/19/03
0.118,0.794,1.531,1.429,1.621,-0.373,0.005,0.831,0.696,0.814,0.63,0.486,0.689,1.49,1.172,0.752,0.574,0.124,0.012,0.355,0.628,0.023,0.227,0.819,0.106,-0.521,-0.401,-0.077,0.733,-0.347,-0.197,1.14,1.185,1.237,-0.019,0.183,0.104,0.027,-0.611,01/01@01/02/07@01/05@01/20/17@16/21/17
-0.483,-0.16,0.52,0.63,-0.25,-1.197,-0.82,-0.06,-0.88,-0.94,-0.46,-0.828,-0.637,-0.73,-0.04,-0.06,0.1,0.66,0.1,0.19,0.343,0.668,0.177,-0.19,-0.41,0.04,-0.02,0.26,-0.146,0.067,0.416,0.469,0.977,0.799,-0.02,0.065,0.507,0.805,0.09,01/03@01/04@01/05/02/01@01/05/02/04@01/05/02/07@16/17/09
-0.26,-0.67,0.02,-0.33,-0.28,-1.1,-0.62,-0.15,-0.85,-0.49,-0.59,-0.67,-0.746,-0.64,0.06,-0.09,-0.65,-0.55,-0.13,0.06,0.173,0.589,4.35,-0.64,-0.054,?,-0.09,0,?,?,?,-0.66,-0.16,-0.04,-0.16,0.063,0.369,0.22,-0.18,01/05/02/04@01/05/02/07
-0.07,0.11,-0.13,0.117,-0.01,-0.09,-0.03,-0.02,-0.16,-0.1,-0.04,0.05,-0.29,0.21,0.34,0.29,-0.05,0.29,0.12,-0.2,0.22,0.44,0.15,0.14,-0.1,-0.615,0.047,0.16,0.33,-0.07,0.13,-0.33,-0.45,-0.45,-0.26,0.005,0.1,0.06,-0.35,01/05/25@11/02/03/04/01
0,0.663,0.062,0.118,0.208,0.25,0.111,0.373,0.647,0.6,?,0.473,0.65,0.84,0.71,0.415,1.189,0.088,-0.456,-0.288,-0.44,-0.199,0.289,0.483,0.503,-0.014,-0.094,-0.132,-0.626,-0.844,-0.398,-1.423,-0.612,-0.498,-0.001,0.141,-0.886,-0.99,-0.18,01/01
-0.08,0.467,0.139,0.458,?,0.16,0.364,0.431,0.535,0.597,0.655,0.546,0.86,0.71,0.629,0.221,0.176,0.886,-0.135,0.012,0,0.199,-0.07,0.871,0.683,-0.042,1.565,0.019,0.907,-0.19,-0.132,-1.592,-0.475,-0.018,-0.145,0.129,-0.505,0.282,0.083,99
0.435,0.529,0.228,0.001,0.229,0.292,0.103,0.062,0.348,0.377,0.291,0.252,0.232,0.508,0.012,0.106,-0.314,0.124,-0.153,?,0.14,0.734,0.229,0.395,0.222,0.049,0.07,0.363,0.25,0.602,0.331,0.397,-0.049,-0.533,?,0.07,-0.065,?,0.064,99
0.168,-0.002,0.112,0.192,0.08,0.24,0.243,0.286,0.519,0.35,0.385,0.292,0.316,-0.369,-0.335,-0.326,-0.274,-0.631,-0.524,-0.519,-0.4,-0.316,-0.339,0.098,0.154,-0.181,0.052,-0.231,-0.66,-0.526,-0.449,0.485,0.504,0.167,0.036,0.172,-0.361,-0.413,0.036,01/04@01/05/25@01/06/05@11/02/03/04@14/07/03@18/01/01@18/02/01/01/05@30/01/09/07@32/01/11@42/19
-0.22,-0.252,-0.263,-0.176,-0.263,0.007,-0.156,-0.229,-0.114,-0.071,-0.239,-0.105,0.163,-0.873,-0.9,-0.492,-0.358,-0.259,-0.438,-0.2,0.214,0.409,0.164,-0.838,0.433,0.025,0.479,0.041,0.711,0.821,0.414,-1.045,-1.228,-0.793,-0.002,0.131,0.084,?,0.228,01/01/03/02/01@01/03/01
0.255,1.11,0.74,1.12,1.13,0.206,0.38,0.61,1.08,0.93,0.83,0.74,0.324,0.57,0.78,0.88,0.58,0.21,0.05,0.06,0.425,-0.061,-0.232,-0.33,-0.39,-0.76,-0.66,-0.27,0.32,0.246,0.273,0.5,0.24,-0.2,-0.06,0.348,0.061,-0.474,-0.32,02/19@10/03/01@10/03/02@12/07@14/13/01/01@43/01/03/05@43/01/03/09
0,0.06,0.4,0.739,0.353,-0.21,-0.142,0.2,0.379,0.12,-0.03,0.143,0.372,1.027,0.42,-0.16,0.29,0.9,0.6,0.33,0.68,0.13,0.07,2.518,-0.518,-0.06,-0.05,0.048,0.44,?,0.09,-0.35,0.59,-0.21,0.19,-0.11,-0.08,0.415,-0.34,01/04/04@01/05/25@02/19@14/07/03@18/02/01
0.445,0.989,0.82,0.989,1.142,0.008,0.282,0.411,0.818,0.675,0.43,0.781,0.323,0.666,0.167,0.031,0.11,-0.193,-0.579,-0.397,0.434,-0.303,-0.197,1.112,-0.022,-0.398,0.61,-0.2,0.405,-0.263,-0.246,1.42,1.977,1.341,-0.018,0.154,0.009,-0.365,-0.248,10/03/01@10/03/04/05@14/04@14/07@16/01@18/02/01@20/01/10@30/01
?,-0.03,-0.25,-0.03,-0.11,-0.607,0.016,-0.11,-0.05,-0.14,0.03,-0.05,-0.445,0.29,0.57,0.596,0.43,0.65,0.19,0.03,0.15,0.43,0.16,0.32,0.08,-0.01,0.18,0.01,0.76,0.56,0.37,0.33,0.29,0.12,0.31,-0.33,0.562,0.45,-0.03,01/04@01/05/25@02/19@11/02/03/04@11/04/03/01@14/07/03@18/02/01@40/01
0.514,0.233,0.05,0.152,-0.121,0.163,0.1,0.141,0.099,0.061,-0.08,-0.316,-0.218,1.157,0.383,0.085,-0.263,-0.606,-0.236,-0.368,0.195,0.287,-0.068,0.707,-0.095,-0.404,0.236,-0.271,0.798,0.188,0.276,0.143,0.028,0.221,0.055,0.088,-1.865,0.37,-0.197,01/05/25@11/02/03/01@11/02/03/04
?,-0.167,-0.301,-0.362,-0.078,?,-0.103,-1.44,-0.182,0.181,-0.04,-0.053,?,0.379,0.028,-0.662,-1.35,-0.435,-0.184,-0.06,0.49,0.25,0.403,0.323,-0.533,-0.66,-0.649,-0.403,0.303,0.677,0.361,1.005,0.714,-0.197,-0.415,0.074,-0.094,?,0.167,01/04@01/05/25@10/03/01/01/03@11/02/03/04@14/07/03@20/01/03/01
-0.01,0.425,0.112,0.238,0.387,-0.25,-0.224,-0.01,-0.124,-0.038,0.055,0.207,0.16,0.695,0.437,0.47,0.73,0.972,0.505,0.781,0.26,0.452,0.209,-0.045,-0.032,0.204,0.577,-0.407,0.213,0.653,0.691,0.301,0.199,-0.064,-0.287,0.021,-0.176,0.686,-0.296,01/05/25@14/07/02/02
0.508,0.001,-0.403,-0.413,-0.013,0.341,-0.074,-0.557,-0.359,-0.429,-0.541,-0.364,?,-0.053,-0.255,-0.806,-1.415,-1.104,-0.314,-0.377,0.307,0.066,0.286,0.005,-1.067,-1.325,-0.915,-0.23,0.137,-0.815,-0.129,-1.402,-2.029,-2.266,-0.022,0.109,0.173,-0.115,-0.404,01/01/03/01/02@01/01/03/02/01@01/01/03/02/02@01/01/03/03/02@01/01/03/05/02@01/02@02/10@16/21/07@42/01
0.156,-0.13,-0.24,-0.26,0,0.172,-0.13,-0.34,-0.6,-0.58,-0.68,-0.54,0.013,-0.23,-0.21,-0.42,-0.23,-0.31,-0.33,-0.07,0.476,0.802,1.158,-0.27,-0.688,?,-0.22,0.4,-0.491,?,?,?,-0.94,-0.39,-0.08,-0.163,0.429,-0.743,-0.57,01/01/03/01/02@01/01/03/02/01@01/01/03/02/02@01/01/03/03/02@01/01/03/05/02@01/02@02/10@16/21/07@42/01
0.324,-0.648,-1.148,-1.028,-0.777,0.663,0.28,-0.149,-0.208,-0.159,-0.277,-0.115,-0.473,0.356,-1.427,-0.941,-2.008,-1.506,-1.003,-0.75,-0.639,-1.055,-0.642,1.827,-0.939,-0.769,-1.007,-0.595,-1.162,-0.999,-1.412,0.379,0.019,0.103,-0.082,0.083,0.055,0.321,0.718,01/01/03/01/01@01/01/03/02/01@01/02
-0.129,0.696,0.781,0.966,0.779,0.494,0.282,0.34,0.76,0.61,0.614,0.696,0.656,0.447,0.235,0.129,0.255,0.579,0.155,0.308,0.247,0.17,-0.02,0.801,0.622,0.469,0.493,0.135,-0.072,0.312,0.18,0.375,0.26,-0.198,-0.298,0.126,0.222,-0.163,-0.126,01/01@01/07/01@01/20/37/01@16/19/03@32/01/01
-0.006,1.407,1.735,1.985,1.762,-0.09,0.159,0.684,1.552,1.013,1.691,1.743,0.149,1.191,1.034,1.167,1.146,0.785,0.275,0.51,0.141,-0.203,-0.397,0.86,0.151,-0.508,-0.19,-0.092,0.983,-0.516,-0.02,-1.507,-1.381,-0.094,0.063,0.157,0.199,0.303,-1.137,01/07@32/01/01@32/07/03@32/07/07/03
0.611,2,2.02,2.18,2.35,-0.444,0.14,0.33,0.61,0.48,0.29,0.73,1.293,2.603,1.628,0.939,0.244,-0.549,0.111,0.684,1.189,-0.316,0.095,2.081,-0.753,-0.827,-0.74,-0.561,2.305,-0.607,-0.285,1.85,2.89,1.05,0.936,-0.632,0.608,-0.776,-1.442,01/05/02/07@01/05/07/07@01/06/05@16/21/07@32/01/03@34/11/03/13
