@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___5_min                                numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___30_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___90_min                               numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___15_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___30_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___60_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___90_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___120_min                        numeric
@ATTRIBUTE dun1__Plus_0point02%_MMS___90_min                                numeric
@ATTRIBUTE wt_plus_gamma_20_min                                             numeric
@ATTRIBUTE wt_plus_gamma_90_min                                             numeric
@ATTRIBUTE wt_plus_gamma_120_min                                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___60_min                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___90_min                            numeric
@ATTRIBUTE mec1_plus_gamma_30_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_60_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_120_min                                          numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___5_min                           numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1___log_phase_IR_time_=_0_sample                       numeric
@ATTRIBUTE DES459_mec1___log_phase_MMS_time_=_0_sample                      numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison                    numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison_#2                 numeric
@ATTRIBUTE DES460_genomic_DNA_vs_MHY26_dun1_genomic_DNA                     numeric
@ATTRIBUTE pRS_ROX1_GAL_media                                               numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
0.123,-0.363,-0.387,0.316,-0.852,-0.103,-0.143,-0.005,0.126,0.024,-0.833,0.586,0.138,0.496,0.412,-0.56,0.175,0.016,-1.018,-1.634,-0.633,-0.518,-0.136,0.238,0.246,?,12/01/01@12/04@14/10@16/01@43/01/03/05
0.191,-0.637,-0.838,0.227,-0.188,-0.264,-0.137,-0.1,-0.033,-0.182,-0.949,-0.301,-0.356,-0.289,-0.084,-0.408,0.102,0.251,-0.968,-1.238,-0.585,0.177,-0.156,0.065,-0.244,-0.233,12/01/01@12/04@16/01
0.236,-0.387,-0.449,-0.149,-0.365,-0.652,-0.366,-0.448,-0.451,-0.008,-0.896,-0.391,-0.104,0.517,0.337,?,?,-0.259,-0.254,-1.11,-0.154,?,0.318,-0.416,-0.06,0.108,12/01/01@12/04@12/07@16/01@16/03
0.27,-0.386,-0.619,0.218,-0.211,-0.121,-0.257,-0.265,-0.2,-0.334,-1.055,-0.425,-0.195,-0.445,-0.189,-0.479,-0.02,0.162,-1.221,-1.267,-1.552,-0.661,-0.152,0.019,-1.831,-0.591,12/01/01@12/04@16/01
0.137,-0.524,-0.726,-0.056,-0.075,-0.326,-0.235,-0.015,0.039,-0.008,-0.329,-0.037,-0.317,-0.149,-0.233,-0.415,-0.364,-0.268,?,-0.722,0.324,0.639,0.041,-0.569,-0.16,-0.126,12/01/01@12/04@16/01@16/03/03
0.458,-0.415,-0.57,0.355,-0.007,0.207,0.057,0.15,0.155,-0.294,-0.86,-0.332,-0.145,-0.126,-0.115,-0.463,0.207,0.172,-1.093,-1.574,-0.248,0.557,0.769,-0.276,0.1,-0.045,12/01/01@12/04@16/01
0.082,-0.384,-0.609,0.602,0.181,0.451,0.244,0.489,0.365,-0.023,-0.874,-0.502,-0.29,?,0.001,-0.017,0.48,0.474,-1.043,-1.306,-0.429,0.037,0.51,-0.38,0.199,0.172,12/01/01@12/04@16/01
0.137,-0.421,-0.584,0.187,-0.307,-0.242,-0.048,0.056,-0.073,-0.278,-1.053,-0.468,-0.345,-0.348,-0.112,-0.184,0.154,0.258,-0.856,-1.361,-0.612,-0.227,0.253,-0.371,-0.803,-0.406,12/01/01@12/04@16/01
0.35,-0.003,-0.421,0.513,0.389,0.381,0.44,0.284,0.057,-0.03,-0.533,-0.167,-0.048,-0.127,0.233,0.06,0.552,0.558,-0.963,-1.494,-0.871,-0.763,0.025,0.149,-0.03,-0.179,12/01/01@12/04@16/01
-0.097,-0.51,-0.454,0.36,0.092,0.265,-0.276,0.263,0.325,-0.043,-0.783,-0.041,0.127,0.023,0.069,-0.214,0.466,0.327,-0.501,-1.353,-0.467,-0.547,-0.16,0.076,0.04,0.114,12/01/01@12/04@16/01
0.215,-0.095,-0.618,0.353,-0.066,0.359,0.17,0.246,0.591,0.065,-0.799,-0.421,-0.2,-0.072,0.109,-0.275,0.471,0.218,-0.968,-1.022,-0.829,-0.268,0,0.195,-0.268,0.047,12/01/01@12/04@12/07@16/01
0.479,?,?,?,?,?,?,?,?,0.052,-0.685,0.341,0.326,0.131,0.22,-0.409,0.198,0.139,-0.526,?,-0.406,-0.738,0.06,0.292,0.517,0.023,12/01/01@12/04@16/01
0.281,0.017,-0.434,0.792,0.195,0.605,0.579,0.494,0.685,0.094,-0.52,0.248,0.333,0.423,0.417,-0.224,0.431,0.338,-0.843,-1.307,-0.471,-1.03,-0.125,0.189,0.54,0.02,12/01/01@12/04@16/01
-0.12,-0.593,-0.678,0.003,-0.373,-0.353,-0.301,-0.115,?,-0.47,1.209,-0.197,-0.093,-0.536,-0.277,-0.63,-0.082,0.118,-1.046,-0.704,0.183,-0.086,-0.055,0.123,-0.196,-0.15,12/01/01@12/04@16/01@16/17/09
0.415,-0.057,-0.282,0.169,0.014,-0.213,-0.192,0.081,-0.069,-0.107,?,0.045,-0.229,0.234,0.213,?,?,?,-0.58,-1.457,0.71,-1.195,?,-0.444,-0.243,?,12/01/01@12/04@16/01
0.117,-0.484,-0.629,0.383,-0.136,0.121,-0.04,-0.105,-0.072,-0.222,-1.098,-0.333,-0.288,-0.022,0.155,-0.324,0.066,0.268,-0.422,-1.664,-0.778,-1.03,-0.008,0.144,-0.325,-0.469,10/01/05/01@12/01/01@12/04@16/01@32/01/09
0.091,-0.558,-0.941,0.243,-0.231,-0.126,-0.01,0.049,0.072,-0.242,-0.467,0.004,-0.288,-0.208,0.041,-0.366,0.3,0.151,-1.034,-0.742,-0.033,-0.357,-0.262,0.052,0.222,0.165,12/01/01
0.327,-0.06,-0.036,0.618,0.195,0.582,0.406,0.378,0.327,0.16,-0.335,0.189,0.178,0.033,0.49,-0.096,0.352,0.675,-0.198,-0.978,-0.87,-0.545,0.008,0.136,-0.331,0.132,12/01/01@12/04@14/07/05@14/13/01/01@16/01@16/17/09
0.3,-0.28,-0.396,0.153,-0.162,0.01,-0.174,-0.159,-0.047,-0.03,-0.627,-0.213,-0.024,0.294,0.276,-0.279,0.362,0.299,-0.25,-1.269,-1.173,-0.422,0.131,?,0.097,-0.137,12/01/01@12/04@16/01
0.142,-0.29,-0.53,0.6,0.25,0.62,0.44,0.54,0.3,0.014,-0.468,-0.12,0.061,0.056,0.208,-0.016,0.612,0.583,-0.896,-2.11,-0.688,-0.89,-0.027,?,-0.76,0.158,12/01/01@12/04@16/01
0.339,-0.2,-0.43,0.41,-0.03,0.18,0.03,0.09,0.18,-0.102,-0.746,-0.257,0.209,0.276,0.133,-0.025,0.269,0.195,-0.486,-1.039,-0.926,-1.006,-0.219,0.169,-0.42,0.031,12/01/01@12/04@12/07@16/01@16/03/03
0.223,0.489,0.161,0.365,0.225,0.405,0.376,0.37,0.239,0.438,0.513,-0.199,0.166,-0.335,0.028,0.24,-0.001,0.09,-0.26,0.533,0.184,0.573,0.988,-0.655,0.677,-0.119,12/01/01@42/16
-0.059,0.173,-0.21,0.732,0.383,0.606,0.532,0.425,0.477,0.479,0.347,-0.061,0.119,-0.636,-0.027,0.425,-0.007,0.136,-1.308,-0.213,0.537,0.412,0.62,-0.728,0.055,-0.231,12/01/01@42/16
-0.15,-0.11,-0.77,0.56,-0.16,0.32,0.08,0.15,0.28,0.19,0.26,-0.56,-0.27,-1.19,-0.55,0.2,-0.08,0.05,-1.48,0.15,-0.42,-0.466,-0.06,0.15,0.01,0.058,12/01/01@42/16
0.118,0.129,0.054,0.485,0.152,0.29,-0.054,0.321,0.081,0.356,0.469,0.016,0.603,-1.257,0.049,0.536,0.277,0.585,-0.38,-1.262,0.585,-2.755,0.183,-0.051,0.637,-0.059,12/01/01@42/16
-0.209,-0.137,?,-0.394,0.068,-0.282,-0.196,-0.218,-0.352,-0.363,0.453,0.001,0.318,0.038,0.726,0.4,-1.05,-0.485,0.399,-0.821,?,?,0.77,-0.51,-0.008,?,12/01/01@42/16
-0.278,0.082,-0.029,0.776,0.655,1.043,0.593,0.786,0.807,0.612,0.615,-0.373,0.161,?,?,0.226,-0.137,0.143,-0.869,0.313,-0.194,-0.285,-0.019,0.061,-0.328,-0.024,12/01/01@42/16
0.063,0.24,-0.28,0.37,0.32,0.56,0.13,0.28,0.04,0.313,0.416,-0.453,?,-0.061,-0.031,0.382,-0.078,0.194,-0.436,0.473,-0.393,-2.788,-0.055,0.133,-0.145,-0.315,12/01/01@42/16
0.085,0.21,-0.02,0.45,0.303,0.4,0.2,0.5,0.18,0.166,0.265,-0.208,-0.055,-0.769,-0.188,0.134,0.1,0.288,-1.037,-0.02,0.147,-0.626,-0.03,?,-0.2,-0.611,12/01/01@42/16
0.292,-0.03,-0.07,0.06,-0.07,0.2,-0.03,-0.06,0.06,-0.106,-0.134,-0.115,0.228,-1.484,-0.583,-0.378,-0.724,-0.394,0.442,-0.68,-0.712,-0.427,-0.058,0.283,0.164,-0.066,12/01/01@42/16
0.175,0.422,0.103,0.354,-0.158,0.357,0.173,0.176,0.137,0.265,0.397,0.084,0.061,-0.489,0.054,0.411,-0.112,0.185,-1.294,0.415,-0.304,-0.243,-0.114,0.118,0.506,0.002,12/01/01@42/16
?,0.14,-0.16,0.24,-0.07,0.05,-0.16,-0.02,0.18,0.026,0.49,-0.31,0.15,-0.61,0.14,0.29,0.34,0.45,-0.85,0.49,-0.25,-0.57,-0.14,-0.02,0.03,0.11,12/01/01@42/16
0.076,0.317,0.008,0.105,-0.041,0.21,0.272,0.082,0.05,0.208,0.439,-0.342,0.014,-0.122,0.004,0.213,-0.112,-0.295,-0.382,0.146,-0.162,0.542,-0.233,0.047,-0.046,-0.059,12/01/01@42/16
0.1,0.133,0.353,0.135,0.089,0.259,0.247,0.09,0.282,0.13,-0.066,-0.292,0.008,-0.342,0.196,0.405,0.38,0.138,-0.645,0.373,-0.666,-0.274,-0.072,0.073,-0.278,0.016,12/01/01@42/16
-0.331,0.29,0.355,0.32,-0.07,0.19,0.04,0.1,0.11,0.169,0.08,-0.32,0.26,0.18,0.28,0.25,-0.1,0.12,-0.17,0.35,0.23,0.52,0.72,-0.72,-0.68,0.36,12/01/01@42/16
-0.022,0.33,-0.01,0.62,0.02,0.58,0.58,0.52,0.55,0.391,?,-0.085,0.145,-0.529,0.399,?,-0.155,0.807,0.542,?,-0.418,?,-0.183,0.205,0.424,-0.686,12/01/01@42/16
0.02,0.1,-0.06,-0.05,0.202,-0.09,-0.07,-0.15,-0.132,0.164,0.09,0.26,0.37,0.051,0.188,0.29,0.09,-0.03,0.325,0.099,-0.207,0.488,-0.28,0.185,-0.289,?,12/01/01@42/16
0.027,0.115,0.384,0.02,-0.02,0.253,0.17,-0.099,-0.045,0.502,-0.091,-0.141,0.111,0.214,0.221,-0.283,-0.569,-0.131,0.278,-0.106,0.108,0.147,0.925,-0.429,2.04,-0.093,12/01/01@42/16
0.01,0.256,-0.287,0.329,0.192,0.504,-0.221,0.129,0.21,0.23,0.069,-0.675,-0.388,-1.021,-0.382,0.226,-0.207,-0.138,-0.348,0.132,-0.404,-0.028,0.165,0.194,0.064,?,12/01/01@42/16
0.332,1.118,1.296,0.353,0.592,0.936,1.042,0.724,0.986,0.909,1.211,0.106,0.109,-0.062,0.215,0.048,0.133,-0.129,-0.631,2.39,0.98,?,-0.371,0.172,0.392,0.129,12/01/01
-0.037,0.011,-0.165,-0.068,0.153,0.243,?,0.004,-0.005,-0.295,-0.158,-0.387,-0.183,-0.22,-0.067,0.232,-0.307,-0.101,-0.518,0.101,1.49,1.372,0.629,-0.615,-0.199,0.154,12/07@16/03
-0.42,-0.18,-0.066,-0.62,-0.17,?,-0.47,-0.31,-0.41,-0.68,?,0.85,-0.24,-0.43,-0.05,-0.41,-0.4,-0.3,0.26,?,?,-1.522,0.06,-0.03,0.18,-0.01,12/07
0.26,0.449,0.539,0.233,0.085,0.583,0.35,0.241,0.434,0.19,0.105,-0.132,-0.055,-0.426,-0.058,0.114,0.223,-0.252,-0.405,0.756,-0.202,0.407,-0.093,0.156,0.062,-0.096,11/04/03/01@12/07@16/03/03
0.076,-0.553,-0.69,-0.263,-0.221,-0.421,-0.341,-0.107,-0.086,-0.317,-0.633,0.038,0.196,0.51,0.201,-0.66,-0.082,-0.012,0.831,-1.342,0.186,0.074,0.481,-0.228,-0.282,-0.515,01/03/01@01/04@11/02/03@11/04/03/01@12/04/02@16/01@16/19/05
-1.1,-0.731,-0.9,-0.274,-0.222,-0.511,-0.536,-0.403,-0.33,-0.136,-0.655,0.192,0.029,0.825,0.538,-0.106,-0.111,-0.265,0.119,-1.196,-0.08,0.241,-0.083,0.115,0.68,0.072,01/04@12/04/01@12/04/02@16/19/03@42/01
0.408,-0.336,-0.547,0.014,-0.003,0.022,-0.078,-0.237,-0.18,0.12,-0.332,0.292,0.108,0.117,0.152,-0.672,-0.439,0.147,-0.142,-0.442,-0.568,-0.116,-0.019,0.3,-0.368,-0.162,12/04/02@16/01@16/19/05@18/02/01/01/01@40/10/02/01
0.338,-0.19,-0.52,0.33,-0.24,0.04,-0.37,-0.27,0.1,0.083,-0.74,-0.23,0.34,0.1,-0.055,0.11,0.45,0.37,-0.704,-1.31,-0.478,-0.147,0.05,-0.189,-0.169,-0.112,12/04/02@16/01@16/19/05@18/02/01/01/01
0.14,-0.595,-0.554,-0.311,-0.222,?,?,-0.485,?,0.11,-0.598,0.367,-0.012,0.553,-0.145,-0.663,-0.395,-0.171,-0.186,-2.971,-0.529,-0.401,-0.025,0.305,-0.034,-0.171,12/04/02@12/07@16/01@16/19/05@18/02/01/01/01
0.137,0.038,0.203,-0.147,-0.077,-0.105,-0.325,-0.372,-0.116,0.156,0.198,0.309,0.532,0.145,0.587,-0.183,-0.273,0.09,0.063,0.329,-0.632,-0.566,-0.088,0.127,0.04,0.136,12/04/02@16/19/05
0.079,-0.395,-0.477,0.183,-0.238,0.312,0.224,0.087,0.153,-0.022,-0.853,-0.629,-0.715,0.366,0.301,0.462,0.158,-0.42,0.286,-0.731,-0.252,-0.334,-0.107,0.102,-0.047,0.05,12/04/01@16/19/05
-0.043,-0.013,0.273,-0.026,0.264,0.439,0.338,0.452,0.445,0.185,-0.356,-0.349,-0.702,0.58,0.27,0.186,0.164,-0.049,-0.047,0.037,-0.288,0.126,-0.183,0.185,0.026,0.007,12/04/01
0.113,-0.246,-0.004,0.459,0.201,0.381,0.467,0.472,0.404,0.425,-0.345,-0.05,-0.422,-0.297,-0.538,0.472,0.713,-0.188,-1.447,-0.131,0.418,1.077,0.784,-0.502,-0.21,0.094,12/04/01@12/07
-0.055,-0.281,-0.42,0.183,0.074,0.208,0.342,0.258,0.098,0.078,-0.205,-0.117,-0.286,-0.08,-0.128,0.629,0.311,0.264,-0.648,-0.003,0.091,0.187,-0.153,0.18,0.187,?,12/04/01
-0.016,-0.729,-0.413,0.213,-0.328,0.245,0.334,0.266,-0.064,0.232,-0.588,0,-0.286,-0.08,0.007,0.657,0.622,0.111,-0.46,-0.492,-0.241,-0.808,-0.056,0.039,0,-0.622,11/04/02@11/06/02@12/04/01
-0.01,-0.14,-0.18,-0.1,-0.23,-0.25,-0.17,-0.11,-0.25,-0.14,0.1,-0.05,-0.02,0.2,0.02,0,0.1,-0.29,0.04,-0.1,-0.269,-0.18,-0.13,-0.04,-0.17,0.18,12/04/01@42/16
0.177,-0.199,-0.671,0.563,-0.063,0.329,0.107,0.092,0.065,-0.082,-0.751,-0.468,-0.56,-0.547,-0.176,0.058,0.497,0.018,-1.066,-0.978,-0.622,0.001,-0.017,0.212,-0.345,-0.366,10/03/01@12/04/01@12/07@16/01@16/03/03@43/01/03/09
0.272,-1.246,-1.798,-0.342,-1.174,-1.444,-1.871,-1.923,-1.673,-1.884,0.34,0.229,0.543,0.915,0.651,0.643,0.806,0.637,-0.431,-0.189,0.199,-0.074,-0.179,0.053,-0.586,0.617,01/03/16@12/04/01@16/01@40/10/02
?,0.031,-0.351,0.269,0.312,0.2,0.028,0.311,0.115,0.126,-0.009,-0.036,0.062,-0.16,-0.32,0.31,0.362,0.049,-1.351,-0.315,-0.252,0.269,-0.209,0.068,-0.471,0.128,01/04@02/13@12/07
-0.23,0,-0.12,-0.25,0.22,0,-0.12,-0.08,-0.03,-0.227,0.34,-0.32,-0.05,0.274,0.675,-0.693,-0.62,-0.17,-0.574,-0.57,-1.237,?,-0.04,0.222,0.13,-0.006,99
0.195,-0.106,-0.514,0.473,0.098,0.625,0.525,0.639,0.375,0.01,-0.089,-0.056,0.514,0.288,-0.221,0.717,0.585,0.381,-0.29,-0.952,1.007,0.668,0.658,-0.754,-0.14,-0.212,01/03/16/01@10/03/01/01/03@12/04/03@16/01@16/19/05
-0.247,-0.31,-0.189,-0.417,-0.098,-0.723,-0.65,-0.753,-0.782,-0.49,-0.014,-0.256,-0.108,-0.595,-0.194,?,-1.243,0.337,0.673,?,?,?,-0.025,0.106,0.247,0,12/04/03
0.023,-0.26,-0.274,0.215,-0.102,0.005,0.144,0.024,0.144,0.262,-1.163,-0.298,-0.497,0.368,-0.34,0.303,0.032,-0.086,-0.728,-1.207,0.147,?,0.847,-0.552,0.198,-0.312,12/04@12/10@16/19
0.03,-0.036,-0.118,-0.263,-0.089,-0.279,-0.374,-0.334,-0.497,0.18,-0.362,0.083,-0.454,-0.039,-0.262,0,-0.056,0.392,1.022,-1.703,-0.776,-0.792,0.131,0.215,0.586,-0.054,12/04@12/10@16/03@16/19/03
-0.394,-0.599,-0.655,0.425,0.047,0.497,0.291,0.432,0.294,0.007,-0.222,-0.242,-0.231,0.821,0.174,0.329,-0.014,0.191,0.161,-1.038,-0.083,-0.514,-0.189,0.038,-0.664,0.325,01/01/09/03@12/10@16/03/03@16/17/09
0.158,-0.125,-0.401,0.181,0.012,0.332,0.391,0.271,0.158,0.137,-0.266,-0.198,-0.183,0.161,-0.159,0.182,0.72,-0.024,-0.697,-0.12,-0.21,-0.629,-0.229,-0.021,-0.478,0.26,12/04@12/10@16/01@16/03/03@16/19/03@40/10/02/01
0.202,-0.124,-0.365,-0.189,-0.279,-0.078,-0.206,-0.278,-0.321,0.201,-0.713,-0.623,-0.312,0.169,0.097,-0.251,-0.279,-0.262,1.056,-0.643,-0.805,-0.101,0.043,0.292,0.228,0.105,11/02/02@12/10
0.242,-0.102,-0.338,0.324,-0.588,0.245,0.391,0.132,0.067,0.133,-0.657,-0.054,-0.292,0.659,0.302,0.58,0.065,0.008,-0.614,-0.742,-0.762,-0.347,-0.117,0.124,0.134,-0.041,12/04@12/10@16/19/03
0.084,0.289,0.532,-0.125,-0.22,0.03,0.118,0.113,0.177,0.267,0.385,0.062,0.579,0.083,0.103,0.419,0.01,-0.018,0.136,0.761,-0.651,?,-0.127,0.072,0.485,0.008,12/04@12/10@16/03@16/19/03
-0.292,-0.007,0.01,0.03,-0.13,-0.407,-0.27,-0.03,-0.01,-0.245,0.76,0.73,0.55,0.86,0.116,0.09,0.449,0.074,0.48,-0.33,0.08,0.21,-0.36,-0.13,0.263,0.45,12/10@16/17/09@16/19/03
