@RELATION 'derisi0.names'

@ATTRIBUTE r1                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE r6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE r7                                      numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r5dashbkg                               numeric
@ATTRIBUTE r6dashbkg                               numeric
@ATTRIBUTE r7dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
4104,4377,3005,3229,2080,0.71,1.47,1.65,1.41,0.59,0.61,2168,2917,883,1178,1314,01/04/04@10/03/01@16/01@18/02/01/02/05@34/11/03/07@40/01
7203,10417,5128,4670,3310,0.79,1.57,1.43,1.27,0.41,0.7,3886,6205,4249,3364,2717,01/02@02/13/01@20/01/15@32/01@32/05/01/03
1696,3090,3570,1494,2131,0.93,1.1,0.46,1.08,2.17,2.17,711,756,1006,2107,1557,34/11/03/07@41/01/01@43/01/03/05
2965,3760,3449,2762,2003,1.1,1.26,1.4,0.91,1.43,0.71,1620,1732,1000,1826,1156,14/10@16/01@20/09/18/09/01@40/01@42/04@43/01/03/05
2278,3958,4404,1837,1910,0.75,1.05,0.8,1.33,1.45,1.25,1040,1350,2063,2819,1301,11/02/01@11/02/02@11/02/03/01
1709,3244,21937,1574,4938,0.74,0.63,0.18,1.35,16.67,5.56,793,780,3639,20232,4321,02/07/01@11/04/02
3952,9451,10007,2528,2086,0.96,1.02,1.19,1.04,1.14,0.84,1770,2983,2250,8306,1493,01/05/02/04@01/05/02/07@01/20/15@02/01@16/01@16/17/07
2213,3205,3485,2433,2420,0.65,0.97,0.88,1.54,1.89,1.14,1541,964,434,1704,1743,01/07/01@01/20/15/03@16/21/05@20/01/15
4420,7389,19578,2552,5476,0.78,1.52,0.37,1.28,3.33,2.7,1780,3501,2661,17745,4784,01/05@02/07/01@16/21/07
3244,4157,3691,1808,1486,1.07,1.25,1.04,0.93,1.11,0.96,851,1910,3389,2262,822,14/01@20/01/01/01/01@20/03@20/09/04
6132,5531,4436,5149,2933,0.95,1.21,1.89,1.05,0.89,0.53,3896,4919,2277,2826,2066,20/09/07@20/09/18
5982,4539,4184,4033,3285,0.93,1.25,1.17,1.08,1.2,0.85,2873,4738,2204,2620,2450,01/01/09/04/02@01/01/09/05/02@01/01/09/06/01@01/01/09/06/02@01/02/02/07@01/07/01@16/17/09
3996,3771,3294,5492,8032,0.77,1.05,0.62,1.3,1.06,1.61,4518,2873,1156,1549,7303,99
11777,8902,7905,5742,4506,1.04,1.09,1.24,0.96,0.94,0.81,4647,10338,8713,6152,3756,01/04@16/19/03@20/01/27@20/03/22@20/03/25@32/05/01/03
15108,6632,12073,10242,11148,0.66,0.64,0.89,1.52,2.33,1.12,9328,13847,9155,10337,10481,01/05@42/01
9053,12050,5216,5203,1747,0.91,1.62,3.83,1.1,0.41,0.26,4265,7713,9089,4073,1115,14/01@16/01@32/01/07
2589,3049,2694,2235,1590,0.96,1.33,1.4,1.04,1.47,0.71,1268,1405,867,1289,905,01/07/01
1583,2916,2666,1848,2080,0.72,1.13,0.69,1.39,1.56,1.45,973,493,586,1238,1419,01/05/25@11/02/03/04@16/03/01
3498,5152,3664,3260,2518,1.09,1.18,1.27,0.92,0.73,0.79,2331,2397,1488,2183,1829,01/05/02/04@01/05/02/07@01/05/03@02/16@02/19
7320,5788,4671,4465,2714,0.74,0.85,1.75,1.35,0.86,0.57,3334,6044,6409,2978,1902,01/06/02/02@14/04@20/09/07/03@40/10@40/20
3289,3896,3083,2696,1807,0.94,1.38,1.61,1.06,0.92,0.62,1608,2112,1202,1475,999,01/04@14/07/03@30/05@34/11/03/07@40/01@42/04@43/01/03/05
2353,3307,3220,2004,1737,0.71,0.96,0.92,1.41,1.52,1.09,914,1181,941,1558,993,11/02/03/04
10164,6767,3710,5983,3211,0.8,1.45,1.98,1.25,0.45,0.51,4809,8843,3660,2031,2423,01/01/09/06/01@01/01/09/07/01@01/03/01/03@01/03/04/03@01/04@02/07@16/17/07@40/01/05
2239,2833,2333,1862,1326,0.96,1.93,1.53,1.04,1.03,0.65,1021,1049,422,670,669,01/03/04@01/04@01/05/02/01@01/05/02/04@01/05/02/07@02/19@14/07/02
34140,29752,9181,16799,2950,0.93,1.06,7.24,1.08,0.29,0.14,15593,32786,17595,7848,2153,12/01/01@12/04@16/01
1622,2861,2442,1660,1700,0.86,1.74,0.73,1.16,1.47,1.37,779,584,542,951,1068,20/01/01/01@34/01/01
2066,3584,3255,1808,1374,0.93,1.09,1.2,1.08,1.33,0.83,778,934,768,2000,648,16/01@20/09/13
1420,2522,2222,1351,1256,0.88,1.03,0.78,1.14,1.72,1.28,495,420,514,967,633,01/03/16/03@10/01/05/03/01@10/03/02/01
1619,2637,2540,1582,2658,0.75,0.92,0.37,1.33,2.08,2.7,746,571,945,1201,2040,99
1697,2675,2439,1602,1679,0.44,0.56,0.75,2.27,1.67,1.33,761,599,682,856,1019,30/01/05/05/01@30/05/01@32/01/05@34/11/09@42/01@42/04/03
3702,3542,2608,2381,1949,1.04,1.09,1.16,0.96,0.79,0.86,1501,2566,1359,1143,1289,14/13@16/01@42/01
1739,2786,2904,1576,2660,0.85,1.15,0.34,1.18,2.04,2.94,691,634,554,1375,2040,01/04@01/05/07@01/06
3392,3275,3796,2595,2310,0.64,1.16,1.04,1.56,1.89,0.96,1738,2342,1235,2136,1671,11/04/01@16/03/03
5413,4314,4056,4538,3294,1.34,1.36,1.36,0.75,1.28,0.74,3271,3866,1680,2264,2397,01/04@16/19/03@20/01/03@20/01/13@20/03/25@34/11/03
1971,2863,2571,1783,1739,0.69,1.2,0.87,1.45,1.35,1.15,972,892,537,975,1123,01/01@20/01/07@20/09/18
1657,2627,2226,1638,1495,0.84,1.07,0.87,1.19,1.49,1.15,738,583,693,898,846,11/04/03/01
5409,4758,4425,3792,3667,0.93,1.03,0.98,1.08,1.12,1.02,2882,4361,3594,3102,2954,32/01@42/27/03
1805,3505,3309,2412,2105,0.68,1.17,0.98,1.47,1.35,1.02,1280,609,441,1605,1304,01/07/01
2756,4047,3201,1995,1566,0.98,1.31,1.21,1.02,0.83,0.83,1191,1750,1130,1617,983,11/02/03/01@11/02/03/04@11/04/02
7199,7151,3956,8146,2477,0.65,0.99,3.84,1.54,0.47,0.26,7314,6100,2982,2331,1905,12/01/01@12/04@16/01
1999,2947,2902,2047,2052,0.71,0.94,0.82,1.41,1.67,1.22,1165,971,1390,1603,1413,14/04@20/09/07@20/09/13@42/25
1473,2856,2567,1819,1790,0.75,1.09,0.82,1.33,1.43,1.22,951,474,738,1244,1166,10/01/09/05@10/03/02@10/03/04/03@16/01
17480,3293,2956,4527,6719,1.08,1.28,0.56,0.93,1.59,1.79,3165,15912,2820,1404,5611,10/01/05/01@11/04/03@12/04@16/03/03@20/01/21
2058,3086,4362,1934,2475,0.9,0.88,0.57,1.11,3.13,1.75,1065,1074,2355,2927,1864,20/09/18/09/01@40/01@42/04/03@43/01/03/05
10505,11632,5350,10797,3989,0.74,1.15,3.03,1.35,0.42,0.33,9558,9080,5167,3846,3159,12/04@12/10@16/03@16/19/03
1137,2343,1527,895,667,1.08,1.08,1,0.93,0.63,1,74,209,410,212,74,12/10
4031,6192,4056,5242,2392,0.72,0.98,2.52,1.39,0.7,0.4,4144,2651,2016,2529,1644,12/01/01@12/04@16/01@16/17/09
5009,5070,3656,3681,2558,0.73,1.05,1.44,1.37,0.73,0.69,2517,3713,1785,1865,1748,01/04@02/45/11@10/03/01/01/11@10/03/03@10/03/04/09@16/01@16/19/03@20/09/14/02@20/09/16/09/03@32/01/03@34/05/01@34/05/02@40/01/03/01@40/01/03/03@42/02@42/04@42/27/01@43/01/03/05
3912,3745,3494,2631,2117,0.8,1.21,1.21,1.25,1.2,0.83,1830,2789,1205,1942,1518,14/07/11@16/17/09
8884,6450,6690,5855,4475,0.54,0.82,1.32,1.85,1.2,0.76,5057,7737,4505,5185,3844,02/11@02/45/15@16/17@20/01/01/01@20/01/15@20/03/01/01@20/03/22@20/09/13@34/01/01/03@34/11/03/13
6026,5478,4842,5452,3422,0.89,1.15,1.63,1.12,1.03,0.61,4310,4717,1380,2980,2649,14/07/11@14/13/01/01
3150,3764,4944,2406,3823,0.59,0.7,0.5,1.69,2.08,2,1615,2099,1831,3278,3208,14/07/11@14/13/04/02
1888,3171,2769,2047,1586,0.57,1.3,1.18,1.75,1.3,0.85,1037,660,444,1055,879,10/01/02@10/01/05@16/19/03
2409,3618,3570,2651,3073,0.58,1.4,0.7,1.72,1.52,1.43,1584,1135,648,1770,2279,01/01/03/03/01@01/04
2080,3121,3130,1989,1837,0.88,1.26,0.96,1.14,1.67,1.04,1191,1130,979,1829,1241,12/04/03
2942,4844,3302,2826,1925,0.94,1.19,1.52,1.06,0.69,0.66,2013,1989,1538,1916,1325,01/01@01/05@02/16@10/01/05/03/01
2403,4149,3346,1978,1786,0.89,1.26,1,1.12,0.9,1,1208,1502,1649,1890,1207,11/02/03/01@11/02/03/04
3741,5026,4091,4633,3559,0.8,1.19,1.25,1.25,0.95,0.8,3489,2491,3482,2614,2797,01/05/11/07/01@01/06/06/11@01/20/35/01@16/21/05@16/21/07@20/01/15@32/07/01
2885,3981,4968,2285,1982,0.75,1.03,1.06,1.33,1.85,0.94,1513,1941,2021,3543,1429,01/04@01/05@01/06@32/01/01@32/01/03
8053,9112,6169,5544,3625,1.22,1.35,1.58,0.82,0.64,0.63,4727,6984,3683,4326,2995,01/01@01/05/25@02/19@14/07/11@14/13/01@16/17/09
3334,4074,3808,3160,4086,0.69,0.83,0.64,1.45,1.2,1.56,2106,2037,927,1972,3282,10/03/01@14/04@20/01/01/01/01@20/09/04@20/09/18/07@34/01/01/01
12843,16180,11824,5866,10498,1.18,1.75,0.52,0.85,0.72,1.92,5112,11878,8686,9989,9891,99
3508,5433,9491,2317,3289,0.95,0.99,0.59,1.05,2.44,1.69,1580,2542,3244,7701,2693,11/04/03/01@12/04@14/01@14/04@14/07@16/01@16/02@30/05@32/01/11@36/20/18@40/01/03@40/10/02
3215,4401,3574,2541,1989,1.21,1.31,1.17,0.83,1.01,0.85,1330,1890,1296,1843,1139,11/02/03/01@11/02/03/04
4570,5678,4024,2946,2249,1.17,1.53,1.29,0.85,0.72,0.78,2158,3578,2777,2619,1675,99
12082,9767,4513,9908,3388,0.93,1.29,3.44,1.08,0.41,0.29,8268,10766,5283,2957,2406,16/01@18/02/01/01@32/01/07@32/05/01
3798,7549,5860,3179,2794,1.04,1.38,1.09,0.96,0.81,0.92,2410,2842,2500,4516,2201,01/03@10/01/02@10/01/03@10/01/05/01@10/01/05/03@11/02/03/04@11/04/01@11/04/03/01@11/04/03/11@16/03/03@16/19/03
5231,5515,3791,4915,2588,0.75,1.17,2.1,1.33,0.74,0.48,3719,4009,1977,2278,1775,01/01/05@01/05@01/20/31@14/01
4604,4222,3190,3809,2320,0.81,1.51,1.74,1.23,0.72,0.57,2833,3300,750,1389,1628,01/06/06/11@01/20
7152,7372,5553,4530,3626,0.93,1.11,1.21,1.08,0.75,0.83,3535,5937,2693,3772,2929,01/03/16/01@12/07@16/01
3710,4482,3302,2083,1454,1.15,1.47,1.44,0.87,0.78,0.69,1037,2423,2055,1766,718,01/04@01/05@01/06/10@11/04/03@14/07/03@30/01@32/01/07
2130,3181,3063,2453,2913,0.66,1.03,0.67,1.52,1.49,1.49,1514,1091,1457,1828,2247,10/01/05@10/03/02@11/04/03/01@16/03/03
5400,4958,11070,3902,6364,0.6,0.43,0.52,1.67,3.45,1.92,2904,4299,6078,9616,5565,01/05/25@20/01/03/01@20/03@20/09/16@20/09/18/07@34/11/12
6357,4751,4131,2725,1927,0.91,1.16,1.41,1.1,1.02,0.71,1713,5084,1691,2561,1217,99
2286,2951,2698,1961,2011,0.67,1.07,0.83,1.49,1.32,1.2,1149,1154,549,1076,1388,01/04@10/03/01@40/01@42/01
2979,3174,3009,2735,2550,0.82,0.89,0.97,1.22,1.52,1.03,1801,1852,2110,1606,1861,14/04@20/09/07/03@20/09/16
3920,5244,4285,3060,2143,0.87,1.14,1.41,1.15,1.03,0.71,2014,2628,1340,3006,1426,01/07/01@14/07/07@18/02/01
2474,2913,2611,2142,1849,0.74,1.2,1.07,1.35,1.33,0.93,1269,1325,574,949,1187,10/01/03/03@10/01/09/05@11/02/03/04@34/11/03/07
1967,2645,2312,1493,1825,0.63,1.04,0.53,1.59,1.43,1.89,637,797,628,733,1196,10/03/02@11/02/03/04
10294,7157,3116,7770,2007,0.85,1.64,5.08,1.18,0.27,0.2,6800,9069,2459,1292,1338,01/03/04@01/04/04
2227,4465,4280,5091,7437,0.91,1.24,0.62,1.1,1.32,1.61,2605,1076,872,2909,4194,32/01@34/11/12
9900,7852,4057,7854,2489,1.16,1.23,4.14,0.86,0.43,0.24,6598,8576,3917,2327,1593,12/01/01@16/01
4836,3694,3282,3779,2834,0.7,0.97,1.35,1.43,1.1,0.74,2944,3719,1503,1725,2185,01/05/03/03/04@20/09/07/03@42/01
2371,4167,3918,2757,1990,0.7,1.14,1.33,1.43,1.2,0.75,1619,1122,644,2160,1214,01/03/04
3020,4590,5360,3764,4030,0.67,0.99,0.81,1.49,1.67,1.23,2573,1788,973,3586,3167,16/03/01@30/01/05/05@34/11/03/07
3661,3379,4125,2614,3047,0.94,0.85,0.76,1.06,1.96,1.32,1845,2569,1905,2544,2439,12/01/01@42/16
3824,3950,2858,2839,1631,0.97,1.37,2.08,1.03,0.72,0.48,1759,2518,916,1087,847,11/02/01@11/04/01@11/06/01@12/01/01@16/03/03
3982,4763,4372,5087,5865,0.86,1,0.86,1.16,1.18,1.16,2249,2819,1905,2994,2603,10/03/01/01@10/03/02/01@43/01/03/09
3194,4441,3273,4872,5228,0.9,1.01,0.77,1.11,0.89,1.3,2386,1982,1482,1960,3112,99
1694,2902,2456,1624,1495,0.97,1.14,0.86,1.03,1.33,1.16,755,769,620,1189,880,10/01/05/03/01@10/03/02/01
15823,12250,9376,16835,18723,1.12,1.14,1.04,0.89,0.8,0.96,7743,14444,7146,7938,7463,99
3361,4759,3324,2832,2046,0.74,0.87,1.36,1.35,0.69,0.74,1672,2105,1091,1504,1226,10/03/01@42/04/05
37994,32170,23549,38856,16797,0.84,0.96,2.38,1.19,0.74,0.42,37518,36488,20455,21624,15789,01/05/02/04@01/05/02/07@01/20/15@02/01@16/01@16/17/07
3574,3740,3134,2411,1935,0.8,1.07,1.19,1.25,0.96,0.84,1618,2634,1965,1596,1362,20/01/01/01/01@20/09/18/07@34/01/01/01
11488,3689,3424,6365,8917,0.84,0.91,0.65,1.19,1.49,1.54,5239,9836,5875,1810,8093,01/02@01/06@01/20/33@14/01@16/21/05
22639,4230,3818,6635,9550,0.95,1.07,0.63,1.05,1.22,1.59,5499,21018,916,2211,8730,11/02/03/04@34/11/03
1532,3430,3171,4629,6814,0.81,1.24,0.59,1.23,1.52,1.69,3543,386,533,1704,6024,10/03/02@14/10@43/01/03/09
1616,2986,2426,1326,1228,1.14,1.22,0.88,0.88,1.05,1.14,525,670,1110,887,598,12/04/03
2327,3212,6345,1703,2742,0.66,0.91,0.43,1.52,4.35,2.33,930,1326,1475,4536,2150,14/13/04@16/01@20/09@42/25
15422,13921,9386,10431,5231,0.91,1.21,2.15,1.1,0.68,0.47,8936,14125,5490,7704,4157,01/05@14/13/01/01@16/13
9148,6938,3865,7090,2233,0.93,1.65,4.27,1.08,0.5,0.23,5798,7854,5064,2140,1359,01/01/11/02/01@01/01/11/02/02@01/01/11/03/01@01/01/11/03/02@01/01/11/04/01@01/01/11/04/02@01/02/02@10/03/01/01/03@16/21/17
4321,6160,4261,2776,2211,1.06,1.13,1.27,0.94,0.64,0.79,2041,3300,3265,2547,1609,01/04@01/06/02/01@20/09/18/09/01@30/01/09/11@42/01
3194,6427,4628,1835,1581,1.22,1.2,1.1,0.82,0.68,0.91,1132,2169,3137,2926,1030,20/09/07/03@20/09/07/27
1789,3446,3885,1491,1848,0.87,1.38,0.57,1.15,1.75,1.75,716,865,1430,2462,1262,20/01/03@20/01/25@20/03@20/09/04
4000,5895,3945,2456,1852,0.95,1.47,1.29,1.05,0.65,0.78,1659,3120,3029,2500,1283,14/07@14/13@16/01
2844,4720,6184,2024,2052,0.87,1.14,0.85,1.15,1.75,1.18,1255,1984,4299,4778,1468,11/02/03/04@32/01/01@32/07/07
2250,3380,2496,1799,1448,1.09,1.16,1.13,0.92,0.93,0.88,747,1018,859,862,660,01/04@01/05@16/19/03@20/01/01/01@20/01/03@20/01/13@20/01/27@20/03/22@20/03/25@32/01/01@32/05/01/03@32/07/05@34/01/01/01
3047,5673,4613,1883,1990,0.77,1.05,0.82,1.3,0.88,1.22,1147,2171,4930,3269,1402,01/05@14/07/02/01
11818,7015,6837,6888,5920,0.73,1.44,1.16,1.37,1.14,0.86,5696,10493,5422,5257,4906,14/13/01@34/11/03/07
23155,18549,8027,15715,3607,0.83,1.16,5.06,1.2,0.39,0.2,14744,21905,11897,6271,2915,12/01/01@12/04@16/01
4843,6743,4891,2544,1408,1.1,1.2,2.23,0.91,0.73,0.45,1351,3613,4521,3273,607,11/02/03/01@16/01@16/03/01
2512,3458,3130,1814,1263,1.24,1.24,1.51,0.81,1.28,0.66,857,1313,989,1324,567,14/04@20/01/10@20/03@20/09/04
10784,8189,6667,6225,4241,0.99,1.12,1.5,1.01,0.83,0.67,5301,9618,4515,4880,3525,99
6432,6396,3168,5101,3219,1.08,1.33,1.64,0.93,0.41,0.61,4148,5365,2933,1711,2522,11/04/03/05@14/07/05@14/10@14/13/01/01@16/01@16/19/03
4085,6341,4235,2545,1604,1.44,1.83,1.68,0.69,0.7,0.6,1653,2873,1379,3018,985,10/03/01/03@10/03/04/03@14/07/07@14/13/01
6085,6104,5108,5788,4123,0.98,1.11,1.39,1.02,0.93,0.72,4702,4964,3633,3584,3373,16/01@20/09/18/09/01@32/01/03@34/05@34/11/03/07@40/01@42/01@42/04/03@43/01/03/05
8386,7843,5344,6479,3528,1.03,1.22,1.93,0.97,0.69,0.52,5440,7290,3521,3859,2820,99
1828,2815,2498,1346,1327,1.11,1.12,0.71,0.9,1.61,1.41,461,779,688,890,652,01/01@01/04
11817,10127,7921,7549,3969,0.97,1.03,2.05,1.03,0.81,0.49,6426,10552,10766,6224,3133,01/06/05@01/06/06/11@02/11@02/13@16/21/01@16/21/05@16/21/07@20/01/15@20/03
2440,3439,2890,1856,1725,1.13,1.22,0.92,0.88,0.96,1.09,980,1383,943,1200,1065,01/01/13@01/02/07/03@10/03/01@11/02/03/04/03@14/07/05@14/13/01/01@16/01
26481,17557,12926,14997,8251,0.91,0.98,1.86,1.1,0.74,0.54,13821,25124,14949,11154,7434,01/01/11/02/01@01/03/01@11/02/03/04@32/01/05@34/11/03/07@42/16
15090,10533,4372,10554,2703,0.83,1.07,4.83,1.2,0.32,0.21,9631,13935,4490,2688,1995,12/01/01@12/04@16/01
2893,4179,4181,2075,1889,1.02,1.37,0.91,0.98,1.35,1.1,1081,1738,1125,2972,1185,11/04/03/01@16/03/03
8270,9087,4840,6299,2266,1.29,1.81,3.6,0.78,0.46,0.28,5097,6928,3215,3103,1416,42/16
8176,7387,3365,6933,2601,1.03,1.38,3.14,0.97,0.37,0.32,6051,7087,2109,1969,1928,01/03/07@10/01/03@10/01/05/01@16/01@16/19/03
7062,6326,6694,4950,4121,0.93,0.97,1.13,1.08,1.28,0.88,3729,5788,3401,4874,3292,10/03/02@43/01/03/09
