@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1                                      numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE r3                                      numeric
@ATTRIBUTE r3_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r5                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7                                      numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r1_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g3dashbkg                               numeric
@ATTRIBUTE g6dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r3dashbkg                               numeric
@ATTRIBUTE r5dashbkg                               numeric
@ATTRIBUTE r6dashbkg                               numeric
@ATTRIBUTE r7dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
4222,2215,3607,0,4275,2384,3245,1445,1624,1852,3492,2247,2567,2482,924,1526,1.53,1.89,1.83,1.22,0.65,0.6,0.55,2752,1245,1558,2452,1891,1800,802,743,852,01/04@10/03/01@14/07/03@18/01/01@18/02/01/02/05@30/01/05/01/03@30/05@34/11/03/07@34/11/03/13
4266,2727,2355,0,1992,1208,1776,956,1800,1810,4891,2268,4376,2147,1000,1697,0.96,1.49,1.16,0.64,1.04,1.16,0.86,786,2623,1147,987,784,820,780,3054,987,99
5898,2771,5006,0,6386,2189,4762,1500,6791,3251,5279,2433,5227,4332,1093,2634,0.8,1.02,1.7,1.1,1.25,1.23,0.59,2612,2846,3239,3450,4197,3262,2106,3510,1906,12/10
4467,2143,4164,0,5031,2356,10095,1339,3025,1938,3851,2236,2891,3618,901,2465,0.85,1.35,1.47,1.28,1.18,0.7,0.68,7414,1615,2717,2980,2675,8756,776,1138,1853,01/01/09/06/01@01/07/01@01/20/33
4003,2232,3139,0,3318,1503,2764,990,2298,2196,3459,2355,2943,2637,1003,2055,0.97,1.14,1.23,1.05,1.03,1.2,0.81,1726,1104,1634,1873,1815,1774,948,1323,1326,14/07/05@14/10@14/13/01/01@16/01@16/19/03@34/11/03/07
7856,2614,6460,0,4308,1348,4415,1031,5547,6659,7257,2382,4816,5397,1464,3452,1.04,1.13,1.61,0.99,0.96,0.68,0.62,3524,4875,3933,5167,2960,3384,5496,3350,2448,10/03/03@10/03/04/05@14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05
9386,1971,9808,0,10875,1435,7977,931,4949,4495,6804,2119,2633,8388,984,3026,0.67,1.51,3.19,1.18,1.49,0.26,0.31,4733,4685,7404,8686,9440,7046,3329,1226,2318,99
5913,2603,4902,0,5386,2377,3613,1699,4256,3094,4310,2232,3253,3979,1198,3943,1.03,1.11,0.91,1.06,0.97,0.72,1.1,1966,2078,2781,3533,3009,1914,2046,1491,3057,10/03/01/01/03@11/02/03/04
4358,2128,3953,0,4813,2355,4617,1243,2220,2258,3138,2212,2714,2797,843,2001,0.9,1.17,1.43,1.23,1.11,1.02,0.7,3028,926,1954,2742,2458,3374,1097,944,1366,11/04/01@11/04/03/01
4884,2148,4014,0,5302,2450,3657,1254,2058,2604,4403,2275,3122,2696,833,1720,1.14,1.31,1.66,1.06,0.88,0.63,0.6,2741,2128,1863,2897,2852,2403,1525,1340,1123,16/09@30/01/05/05/01@40/01@42/04@43/01/03/05
4452,2534,3028,0,5742,2398,3970,1725,3427,2101,7687,2996,10849,2878,1140,1870,1.01,1.17,1.64,0.91,0.99,1.82,0.61,2259,4691,1738,1737,3344,2245,1080,8562,1060,40/01@42/04@43/01/03/05@43/01/03/09
3104,2037,2071,0,3675,2259,2654,1255,1414,1776,2921,2206,2757,1692,815,2007,0.84,1.14,0.63,0.99,1.19,1.37,1.59,1179,715,877,1058,1416,1399,730,983,1384,99
14158,2701,14230,0,13087,2535,14970,1836,19051,7730,13355,2671,6649,12675,1318,3324,0.86,0.93,4.57,1.11,1.16,0.43,0.22,11340,10684,11357,12790,10552,13134,6650,4638,2486,12/01/01@12/04@16/01
4382,2061,4049,0,4662,2231,6422,1289,2412,2099,3796,2271,2647,3052,852,1712,0.79,1.3,2.01,1.27,1.27,0.56,0.5,4065,1525,2200,2946,2431,5133,1008,860,1095,30/05@32/01@34/11/03/13@43/01/03/05
8122,2454,7371,0,5295,1503,5665,1108,7016,4622,7375,2481,6308,5332,1449,4824,0.88,1.12,1.08,1.08,1.14,0.94,0.93,4024,4894,3883,6114,3792,4557,3570,4636,3604,10/01/09/05@14/07/05@14/10@14/13/01/01@16/01@16/19/03@18/01/01@18/01/07@18/02/07@32/01@43/01/03/09
24694,2854,29845,0,15765,1618,18290,1375,19008,17004,24089,3115,10097,17923,2046,3768,0.72,0.97,5.61,1.28,1.39,0.39,0.18,12260,20974,15877,28142,14147,16915,15777,8115,2830,12/01/01@12/04@16/01
3444,1986,2727,0,4714,2590,3106,1150,1547,2189,3520,2214,3011,1945,825,1767,0.94,1.41,0.98,1.19,1.06,0.92,1.02,1841,1306,1120,1734,2124,1956,950,1199,1140,14/07/05@14/13/01
6191,2414,5467,0,7164,2534,8936,1707,5089,1883,5718,2445,3165,5260,1126,2441,1.33,1.57,2.45,1.12,0.75,0.37,0.41,9598,3273,4134,4228,4630,7229,869,1197,1688,20/01/01/01/01/01@20/03@34/01/01/01
5023,1884,4735,0,5471,1386,3972,989,3183,3277,3885,2159,3322,3700,905,2767,0.73,1.06,1.33,1.18,1.37,1.11,0.75,2177,1726,2795,3694,4085,2983,2157,1915,2095,10/01/09/05@11/02/01@11/02/02@11/02/03/01/01@11/02/03/04/01@14/07/03@16/01@16/03/01@18/02/09@42/10/03
4373,2494,3080,0,3111,1463,3055,1198,2136,2037,4028,2514,3153,2896,1228,1862,1.06,1.54,1.61,0.93,0.94,0.95,0.62,1962,1514,1668,1764,1648,1857,1015,1441,1034,11/02/03/04@14/07/05@14/13/01
3679,2486,1997,0,2351,1534,1530,1099,1405,1645,3676,2628,3259,1830,1194,1369,1.1,1.53,1.16,0.61,0.91,1.41,0.86,472,1048,636,725,817,431,671,1468,549,12/07
5019,2451,3756,0,7520,2774,6948,1680,3500,2187,4177,2551,4104,3295,1159,3725,0.73,1.25,0.75,0.97,1.37,1.28,1.33,3834,1626,2136,2489,4746,5268,1188,2072,2849,11/02/03/01@11/02/03/04@18/02/09
3517,2364,2136,0,7048,2852,4397,1601,2314,2179,3519,2462,3566,2686,1038,2411,0.81,1.41,0.99,0.79,1.23,1.56,1.01,2255,1057,1648,914,4196,2796,1148,1644,1661,11/02/03/04@16/03/01
3260,1900,2136,0,3615,2274,2116,1094,1471,2276,3198,2130,3912,1574,776,2172,0.81,1.02,0.52,0.85,1.23,1.92,1.92,831,1068,798,1163,1341,1022,969,2067,1535,10/01/05/01@10/03/01/03@32/01/09
3920,1948,2948,0,4690,2505,2363,1046,1637,2777,4172,2162,3119,2040,820,1537,1.15,1.43,1.34,0.98,0.87,0.68,0.75,1510,2010,1220,1932,2185,1317,1417,1366,912,01/04@10/01/02@10/01/05/01@10/01/05/03@10/01/09/05@11/02/03/01/04@11/02/03/04@11/04/01@11/04/03/01@16/03/01@16/19/03@42/10/03
3871,1913,3421,0,4333,2274,3646,1141,1964,2914,4351,2209,3754,2299,831,1815,0.85,1.41,1.26,1.25,1.18,0.85,0.79,2124,2142,1468,2451,2059,2505,1659,1832,1161,11/06/02
4622,2302,3600,0,3770,1543,3495,1150,2703,2422,4287,2402,3410,3018,1271,1816,0.8,1.13,1.78,1.02,1.25,0.94,0.56,1874,1885,1747,2368,2227,2345,1297,1775,983,10/01/02@10/01/05/01@11/02/03/01/01@11/02/03/04@16/01@16/03/01
3728,2388,2258,0,2411,1471,2238,1095,1780,1887,3388,2326,3079,2161,1279,1778,1.01,1.31,0.98,0.79,0.99,1.43,1.02,1153,1062,882,1056,940,1143,763,1520,900,10/01/05/01@10/01/05/03/01@10/03/01/02@10/03/01/03@16/03/01@18/02/01@32/01/09
22421,2695,25887,0,20276,1734,16392,1226,18792,17285,15435,2720,11593,16812,2960,8367,0.88,0.92,2.07,1.23,1.14,0.77,0.48,13273,12715,13852,24393,18542,15166,16085,9783,6685,02/19@10/03/01/02@10/03/01/03@11/02/03/04@14/04@14/07/03@16/01@16/02@16/03/01@18/01/01@18/01/03@18/01/07@18/02/01/01/05@18/02/01/02/05@20/09/07@20/09/16@30/01/05/01/03@30/01/05/05/01@34/07@40/01@40/10/02/01@43/01/03/05@43/01/03/09
3171,1848,2269,0,2350,1124,1933,829,1745,2698,3731,2069,3055,1915,869,1740,0.7,1.22,0.97,0.98,1.43,0.94,1.03,769,1662,1046,1295,1226,1104,1365,1571,1080,10/03/02@43/01/03/09
6997,2395,5982,0,10185,2728,5938,1625,5335,3373,6021,2405,4722,4282,938,2898,0.99,1.08,1.51,1.01,1.01,0.79,0.66,4279,3616,3344,4667,7457,4313,2299,2858,2218,01/05/13/03@01/07/01@16/19/03
11357,1881,10663,0,12715,2414,8609,1109,6353,10388,14074,2139,8883,5021,779,3999,1,1.15,1.26,1.02,1,0.6,0.79,7536,11935,4242,9651,10301,7500,9157,7089,3379,10/01/02@10/01/05/03/03@32/01/09@42/10/03
6122,1873,5215,0,8394,2169,4462,1123,2973,4546,7898,2260,5126,2757,753,2029,0.9,1.43,1.44,1,1.11,0.57,0.69,3005,5638,2004,4234,6225,3339,3256,3208,1395,11/02/01@11/04/01@12/01/01@16/03/03@16/19/03
6170,2454,5599,0,5372,1743,4550,1131,4419,3482,4577,2461,4728,3583,1180,3026,1.01,1.12,1.07,1.18,0.99,1.43,0.93,3455,2116,2403,4378,3629,3419,2254,3013,2238,01/03/01@01/04@10/01/09/05@10/03/01@10/03/03@11/02/03/04@14/04@14/10@16/01@16/19/03@16/19/05@20/01/10@20/01/26@20/09/07/03@20/09/07/25@20/09/07/27@20/09/13@20/09/16/09/03@20/09/18/09/01@30/01/05/05/01@32/05@42/09@42/10/03@43/01/03/05
2309,1718,1198,0,1471,1032,1074,713,922,1905,2875,2036,3036,1217,777,1378,0.8,1.29,0.56,0.53,1.25,1.85,1.79,289,839,440,312,439,361,627,1540,781,01/05/25@20/01/03/01@20/03@20/09/16@20/09/18/07@34/11/12
8203,2776,6686,0,8743,1742,3822,1160,6503,5097,5840,2334,6597,3181,997,2874,0.95,1.12,1.01,0.98,1.05,1.37,0.99,2532,3506,2184,5304,7001,2662,3873,4800,2170,14/01@14/13@16/01@32/01/07
5783,2757,4422,0,3494,1669,4978,1133,7754,8747,5476,2328,6945,2760,974,3796,0.73,0.77,0.58,1.02,1.37,1.64,1.72,2818,3148,1786,3096,1825,3845,7643,5153,3105,01/01/09/01/02@01/01/09/02/01@01/01/11/02/02@01/01/11/03/02@01/01/11/04/02@01/05/02/04@01/05/02/07@01/06@01/07/01@02/01@02/08@02/10@10/03/01/01/03@16/21/05@20/01/15
8398,2762,7234,0,4423,1696,5947,1272,6581,6003,7717,2353,4253,4114,1008,1772,1.22,1.7,2.83,1.04,0.82,0.47,0.35,5697,5364,3106,5870,2727,4675,4844,2492,1098,12/10
4212,2180,3180,0,4690,2034,5458,1417,2575,1901,3514,2252,2755,2815,871,2383,0.76,1.07,1.15,1.01,1.32,0.74,0.87,3090,1262,1944,2056,2656,4041,860,934,1686,99
14413,2930,14064,0,7226,1164,12616,1110,12577,9893,13777,2231,9933,7279,878,4046,0.62,1.04,1.86,1.1,1.61,0.75,0.54,7144,11546,6401,12575,6062,11506,8964,8677,3448,18/01/07@30/05/02/24@34/11/03/07@40/01/03
5157,2892,2964,0,2040,1162,2106,1009,2289,2600,5022,2204,4716,2067,952,1514,0.94,1.33,1.31,0.68,1.06,1.22,0.76,1026,2818,1115,1526,878,1097,1551,3456,851,01/04@11/02/03/04@16/19/03@20/03/25
4214,2186,3124,0,4470,1566,2614,1128,2770,2806,4191,2207,3517,2762,1049,2599,1,0.98,0.92,0.95,1,1.03,1.09,1491,1984,1713,1927,2904,1486,1552,2037,1862,01/04@10/03/01@10/03/02@14/07/03
3958,2203,3153,0,5769,1438,4963,1125,2674,5292,3409,2262,3352,2644,979,2224,0.64,0.73,1.08,1.12,1.56,1.64,0.93,2455,1147,1665,1972,4331,3838,4077,1892,1535,01/06/10@11/02/03/01@11/02/03/04@30/01@32/01/07
3736,2163,2459,0,3447,1516,1863,1081,1844,2360,4008,2389,2626,2051,951,1565,1.17,1.11,1.27,0.81,0.85,0.67,0.79,912,1619,1100,1277,1931,782,1196,1080,863,01/04@10/03/02@14/07/03@32/01
5157,2725,3401,0,2178,1262,2001,1083,5732,2810,4470,2212,4510,2383,1032,1843,1.44,0.89,1.23,0.87,0.69,1.43,0.81,1318,2258,1351,2110,916,918,1773,3229,1096,10/01/03@11/02/03/01@16/03/01@42/16
7731,2154,7997,0,10080,1504,9800,1215,5776,5675,5575,2335,3525,7385,978,3301,0.69,1.22,2.41,1.23,1.45,0.63,0.41,5930,3240,6407,6855,8576,8585,4483,2026,2663,01/03/01@01/04@10/03/01/01/11@10/03/02@10/03/04/05@10/03/04/09@10/03/05/01@14/10@16/01@16/07@16/19/05@20/09/14/01@30/01/09@30/05/02/24@32/05/01/07@34/05@34/11/01@41/01/01@42/04/05@42/05@42/10
16646,2263,19451,0,18230,2076,18103,1364,13460,11219,11082,2229,14055,11166,951,10609,0.71,0.78,1.03,1.27,1.41,1.39,0.97,11865,8853,10215,18278,16154,16739,9964,12245,9872,10/01/09/05@10/03/01/01/11@10/03/03@10/03/05/01@10/03/05/03@11/02/03/04@14/04@14/07/04@14/10@16/01@16/03/01@16/06@16/07@16/17/09@16/19/03@20/01/10@20/09/07@20/09/14/02@20/09/16/09/03@20/09/18/09/01@32/01/03@34/05@40/01@42/01@42/04/03@42/10/03@42/29@43/01/03/05@43/01/03/09
3841,2482,2343,0,2597,1728,3795,1333,3708,2309,3331,2249,3047,2606,1118,2085,0.86,0.97,1.13,0.79,1.16,1.25,0.88,2114,1082,1488,1081,869,2462,1227,1350,1313,20/09/07/03
2628,2062,1435,0,1946,1234,1307,876,1145,1585,2769,2158,2404,1515,873,1438,1.18,1.26,0.77,0.52,0.85,1.59,1.3,509,611,642,295,712,431,457,966,832,01/04@01/05/07@01/06@16/19/03@32/01
3849,2544,1981,0,2041,1323,1555,970,1433,2022,3317,2231,7439,1640,993,2009,1.1,1.21,0.51,0.63,0.91,5.56,1.96,645,1086,647,817,718,585,1006,6091,1269,20/01/13@20/03/01
3835,2550,1941,0,1989,1313,1520,1017,1517,1450,4062,2245,3925,1799,1115,1617,1.14,1.46,0.86,0.59,0.88,1.41,1.16,573,1817,684,756,676,503,584,2571,793,01/03/04@01/07/01@16/01
2803,2066,1594,0,2346,1372,1478,825,1278,1888,2957,2223,2561,1842,908,2034,1.02,1.14,0.67,0.65,0.98,1.47,1.49,667,734,934,478,974,653,738,1074,1392,01/07/01@16/01@32/01
3286,2079,2038,0,2430,1356,1585,791,1469,2130,2952,2209,2266,1797,936,1567,1.2,1.18,0.98,0.78,0.83,1.01,1.02,951,743,861,936,1074,794,889,754,880,01/02/02/09/01
4765,2500,3383,0,3015,1967,4553,1626,4637,2065,4169,2549,4683,3498,1152,3078,0.78,1.15,1.03,0.9,1.28,1.72,0.97,2285,1620,2346,2047,1048,2927,1046,2794,2270,14/07/11@14/13/01/01@16/01@18/01/07@18/02/01@20/01/27@32/01@32/05/01
4184,2021,3802,0,5487,1369,4300,860,2877,3054,3352,2089,2721,3336,884,2093,0.67,0.95,1.69,1.27,1.49,1.06,0.59,2312,1263,2452,2746,4118,3440,1854,1344,1452,01/04@16/19/03@18/02/01/01@20/03/25@32/01/11
4350,2512,2735,0,2763,1285,3859,1065,3756,2396,4888,2305,5492,3307,1274,3076,0.75,0.95,0.97,0.82,1.33,1.59,1.03,2106,2583,2033,1511,1478,2794,1339,4103,2104,11/06/02@14/07/05@14/13/01/01
3513,2091,2786,0,3361,1276,2305,922,1633,2365,2937,2060,2507,2152,933,1874,0.87,1.22,1.01,1.11,1.15,1.33,0.99,1210,877,1219,1586,2085,1383,1195,1175,1206,10/01/09/05@16/01
4010,2509,2222,0,2117,1317,2166,1009,7706,1988,3999,2350,5124,2352,1198,2672,0.88,0.79,0.66,0.64,1.14,2.22,1.52,1016,1649,1154,964,800,1157,1046,3630,1748,01/04@14/07/03@30/01/05@30/01/09/03@34/11/11@40/01
2618,2089,1512,0,2247,1304,1577,960,2058,2724,2710,2111,5481,1568,913,5023,0.75,0.34,0.15,0.85,1.33,6.67,6.67,460,599,655,452,943,617,1575,4027,4332,01/03/04@01/05/02/07@01/05/03/01/04@01/05/25@02/19@16/01
3274,2518,1678,0,2366,1824,2095,1519,1544,1447,3602,2510,3434,1975,1023,1659,0.86,1.49,1.02,0.6,1.16,1.33,0.98,496,1092,952,449,542,576,472,1465,932,01/01
4872,2010,3877,0,9996,2051,4287,1231,2545,3205,5405,2198,4989,2901,833,2609,1,1.19,1.05,0.97,1,1.05,0.95,3058,3207,2068,2775,7945,3056,2036,3373,1962,01/04@01/06@14/04@20/09/13@32/01@42/25
3404,2404,1832,0,2544,1914,3673,1707,2234,1443,3389,2547,3359,2192,1097,2459,0.63,1.06,0.66,0.61,1.59,1.72,1.52,1244,842,1095,611,630,1966,499,1458,1655,32/07
3473,2005,2615,0,5327,1837,3340,1178,1833,2260,3091,2114,2732,2181,785,1762,0.92,1.1,1.21,1.06,1.09,1.08,0.83,1983,977,1396,1568,3490,2162,807,1048,1153,01/01/09/07/01@01/04
2815,1955,1626,0,4645,1836,1729,1054,1088,1652,2950,2161,2589,1443,869,1305,0.91,1.22,0.82,0.67,1.1,1.15,1.22,615,789,574,579,2809,675,480,908,698,10/01/03@10/01/05/01@10/03/01/01/09@10/03/04/03
3202,2041,1954,0,5385,2243,2535,1206,1473,1972,3060,2236,2967,1700,781,1903,0.87,1.04,0.69,0.78,1.15,1.49,1.45,1151,824,919,906,3142,1329,562,1235,1325,11/02/03/04@16/11@18/02/09@34/11/03@34/11/12
6391,1974,5237,0,7321,1397,3754,829,3241,3384,7750,2149,5198,4789,892,2910,1.01,1.32,1.75,0.93,0.99,0.69,0.57,2943,5601,3897,4085,5924,2925,2156,3860,2231,01/04/04@11/02/03/04@16/03/01@32/01/11
3576,2490,1898,0,2504,1563,2601,1129,3891,1893,4165,2539,3916,2386,1158,1561,0.85,1.06,1.68,0.63,1.18,1.39,0.6,1247,1626,1228,678,941,1472,811,2260,733,10/01/09/05@10/03/01@11/02/03/04
3845,2428,2507,0,3601,2158,5233,1643,3400,1573,3579,2485,3609,2539,1139,2085,0.74,0.87,1.1,0.9,1.35,1.54,0.91,2654,1094,1400,1271,1443,3590,650,1688,1275,14/01
3984,2426,2563,0,3468,2210,3150,1613,2479,1808,3588,2526,3959,2173,980,1979,0.98,1.11,0.93,0.83,1.02,1.89,1.08,1513,1062,1193,1296,1258,1537,897,2006,1279,20/01/01/07@20/01/03@20/03@20/09/04@42/16
3930,2409,2618,0,3125,2175,6951,1711,4238,1842,3825,2444,5301,2827,1038,3328,0.58,0.9,0.7,0.91,1.72,2.38,1.43,3034,1381,1789,1384,950,5240,825,3323,2572,01/07/01
