@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1_bkg                                  numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE g2                                      numeric
@ATTRIBUTE g2_bkg                                  numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE f2                                      numeric
@ATTRIBUTE g4                                      numeric
@ATTRIBUTE g4_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r4_bkg                                  numeric
@ATTRIBUTE f4                                      numeric
@ATTRIBUTE g5_bkg                                  numeric
@ATTRIBUTE r5_bkg                                  numeric
@ATTRIBUTE f5                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6_bkg                                  numeric
@ATTRIBUTE f6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7_bkg                                  numeric
@ATTRIBUTE f7                                      numeric
@ATTRIBUTE g1_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE g2dashbkg                               numeric
@ATTRIBUTE g4dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r4dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
5110,1761,956,0,6848,1960,5541,1055,0,3874,961,2769,657,0,1495,1312,0,1983,1344,0,3179,769,593,0,1.18,1.09,0.96,4888,2913,2410,4486,2112,01/03@10/01/02@10/01/03@10/01/05/01@10/01/05/03@11/02/03/04@11/04/01@11/04/03/01@11/04/03/11@16/03/03@16/19/03
6016,2233,1222,0,7211,2721,7464,1659,0,5361,1396,4265,884,0,1713,1188,0,2411,1513,0,4915,1196,813,0,0.94,2.1,1.33,4490,3965,3719,5805,3381,01/01/05@01/05@01/20/31@14/01
5004,2319,1304,0,4912,2687,4395,1673,0,5026,1522,3396,1076,0,1338,976,0,2296,1801,0,3809,976,692,0,0.81,1.74,1.23,2225,3504,2833,2722,2320,01/06/06/11@01/20
7630,2193,1215,0,8007,2689,7613,1613,0,4572,1294,3911,946,0,1345,1175,0,2336,1781,0,4530,995,697,0,0.92,1.21,1.08,5318,3278,3535,6000,2965,01/03/16/01@12/07@16/01
5065,2674,1287,0,3507,2251,2419,1288,0,4938,1444,3368,994,0,1801,1048,0,2225,1536,0,2083,1046,736,0,0.99,1.44,0.87,1256,3494,1037,1131,2374,01/04@01/05@01/06/10@11/04/03@14/07/03@30/01@32/01/07
3267,2151,1039,0,4380,2510,3796,1506,0,2540,1174,2140,818,0,1849,1175,0,1948,1235,0,2453,939,666,0,1.02,0.67,1.52,1870,1366,1514,2290,1322,10/01/05@10/03/02@11/04/03/01@16/03/03
6522,2102,1101,0,8029,2566,8248,1517,0,4518,1247,8419,893,0,1706,1232,0,2173,1454,0,3902,998,799,0,1.03,0.52,1.67,5463,3271,2904,6731,7526,01/05/25@20/01/03/01@20/03@20/09/16@20/09/18/07@34/11/12
7681,2596,1273,0,4088,2444,2776,1435,0,4421,1498,3631,1105,0,1834,1223,0,2239,1570,0,2725,1012,710,0,1,1.41,1.1,1644,2923,1713,1341,2526,99
3375,2145,1132,0,3586,2437,2751,1413,0,2008,1170,1599,819,0,1221,977,0,2136,1622,0,1961,812,623,0,1.07,0.83,1.49,1149,838,1149,1338,780,01/04@10/03/01@40/01@42/01
3851,2148,1127,0,4402,2342,3706,1399,0,2932,1255,2736,855,0,1603,1182,0,2122,1403,0,2735,934,689,0,0.92,0.97,1.22,2060,1677,1801,2307,1881,14/04@20/09/07/03@20/09/16
5754,2656,1292,0,3937,2272,2635,1228,0,3609,1322,2820,819,0,1575,946,0,2341,1279,0,3060,1046,717,0,1.18,1.41,1.15,1665,2287,2014,1407,2001,01/07/01@14/07/07@18/02/01
3483,2127,1149,0,3591,2445,2751,1525,0,2673,1196,2036,801,0,1196,1012,0,2204,1662,0,2142,873,662,0,1.02,1.07,1.35,1146,1477,1269,1226,1235,10/01/03/03@10/01/09/05@11/02/03/04@34/11/03/07
2976,2137,1170,0,3161,2311,2268,1439,0,1683,1153,1304,794,0,1292,1041,0,2132,1579,0,1493,856,629,0,1.05,0.53,1.59,850,530,637,829,510,10/03/02@11/02/03/04
9919,2201,1225,0,9980,2639,9429,1663,0,6395,1174,3998,822,0,1677,1151,0,2426,1824,0,7770,970,669,0,0.85,5.08,1.18,7341,5221,6800,7766,3176,01/03/04@01/04/04
3832,2418,1151,0,3635,2349,2218,1261,0,3057,1336,2255,864,0,1632,965,0,2258,1371,0,5091,2486,3243,3,1.31,0.62,1.1,1286,1721,2605,957,1391,32/01@34/11/12
11361,2599,1324,0,7905,2623,6181,1595,0,13307,1856,10878,1540,0,1808,1127,0,2467,1730,0,7854,1256,896,0,1.02,4.14,0.86,5282,11451,6598,4586,9338,12/01/01@16/01
5299,2094,1117,0,4978,2455,4422,1481,0,3741,1155,3443,780,0,1391,1061,0,2129,1557,0,3779,835,649,0,0.86,1.35,1.43,2523,2586,2944,2941,2663,01/05/03/03/04@20/09/07/03@42/01
3866,2437,1249,0,6820,3203,7720,2524,1,3608,1626,2950,1214,0,1727,1012,0,2378,1758,0,2757,1138,776,0,1.27,1.33,1.43,3617,1982,1619,5196,1736,01/03/04
4299,2432,1232,0,11681,3917,13977,2556,0,5172,1855,4942,1590,0,1585,976,0,2450,1774,0,3764,1191,863,0,1.04,0.81,1.49,7764,3317,2573,11421,3352,16/03/01@30/01/05/05@34/11/03/07
4413,1994,1092,0,4391,2516,3613,1470,0,2789,1112,2725,748,0,1503,1114,0,2069,1581,0,2614,769,608,0,0.94,0.76,1.06,1875,1677,1845,2143,1977,12/01/01@42/16
4971,2504,1306,0,12997,2540,16063,1473,0,4648,2060,3380,1494,0,1716,1032,0,2436,1771,0,2839,1080,784,0,0.98,2.08,1.03,10457,2588,1759,14590,1886,11/02/01@11/04/01@11/06/01@12/01/01@16/03/03
5383,2481,1163,0,4271,2392,3168,1322,0,4632,1694,4151,1218,0,1573,1024,0,2218,1378,0,5087,2838,3262,0,1.03,0.86,1.16,1879,2938,2249,1846,2933,10/03/01/01@10/03/02/01@43/01/03/09
4524,2516,1212,0,4239,2447,3042,1359,0,6049,1379,5504,886,0,1810,1140,0,2241,1313,0,4872,2486,2116,0,1.01,0.77,1.11,1792,4670,2386,1683,4618,99
2760,1841,925,0,3503,2327,2308,1254,0,1702,1065,1244,687,0,1406,1120,0,2012,1267,0,1624,869,615,0,1.2,0.86,1.03,1176,637,755,1054,557,10/01/05/03/01@10/03/02/01
16673,2702,1379,0,14254,2630,13027,1466,0,12136,1446,10294,920,0,1928,1135,0,2354,1438,0,16835,9092,11260,3,0.97,1.04,0.89,11624,10690,7743,11561,9374,99
4597,2450,1256,0,4308,2513,3059,1601,0,6556,3608,6584,3189,0,1686,1088,0,2579,1820,0,2832,1160,820,0,1.02,1.36,1.35,1795,2948,1672,1458,3395,10/03/01@42/04/05
36822,2662,1506,0,30707,2761,34896,1844,0,46938,7596,49046,8130,0,1804,1246,0,2750,1925,0,38856,1338,1008,0,0.94,2.38,1.19,27946,39342,37518,33052,40916,01/05/02/04@01/05/02/07@01/20/15@02/01@16/01@16/17/07
4116,1839,940,0,4113,2197,3114,1303,0,2683,1080,2243,744,0,1386,1207,0,2088,1538,0,2411,793,573,0,0.86,1.19,1.25,1916,1603,1618,1811,1499,20/01/01/01/01@20/09/18/07@34/01/01/01
11876,3168,1652,0,3636,2630,2187,1434,0,2194,1338,1773,832,0,3818,4810,1,2483,1614,0,6365,1126,824,3,0.89,0.65,1.19,1006,856,5239,753,941,01/02@01/06@01/20/33@14/01@16/21/05
22635,2975,1621,0,3831,2499,2607,1432,0,2489,1260,1934,785,0,1769,1143,0,2424,1607,0,6635,1136,820,3,0.94,0.63,1.05,1332,1229,5499,1175,1149,11/02/03/04@34/11/03
3138,2370,1146,0,3931,2615,2807,1481,0,2089,1293,1458,816,0,1600,1005,0,2299,1467,0,4629,1086,790,3,1.99,0.59,1.23,1316,796,3543,1326,642,10/03/02@14/10@43/01/03/09
2662,1837,946,0,3136,2209,2064,1281,0,1513,1060,1078,706,0,1433,1192,0,2140,1539,0,1326,801,630,0,1.23,0.88,0.88,927,453,525,783,372,12/04/03
3182,1847,1001,0,3343,2189,2569,1233,0,1923,1034,1665,690,0,1366,1181,0,2147,1809,0,1703,773,592,0,1.01,0.43,1.52,1154,889,930,1336,975,14/13/04@16/01@20/09@42/25
15274,2515,1297,0,10867,2855,9534,1722,0,12238,1394,9820,889,0,1781,1376,0,2599,1682,0,10431,1495,1074,0,0.9,2.15,1.1,8012,10844,8936,7812,8931,01/05@14/13/01/01@16/13
9314,2480,1294,0,9767,3035,9624,1934,0,7929,1408,4893,940,0,1908,1160,0,2620,1725,0,7090,1292,874,0,0.87,4.27,1.08,6732,6521,5798,7690,3953,01/01/11/02/01@01/01/11/02/02@01/01/11/03/01@01/01/11/03/02@01/01/11/04/01@01/01/11/04/02@01/02/02@10/03/01/01/03@16/21/17
5291,1852,1021,0,4333,2030,3313,1191,0,3375,1000,2811,702,0,1427,1261,0,2182,1714,0,2776,735,602,0,1.04,1.27,0.94,2303,2375,2041,2122,2109,01/04@01/06/02/01@20/09/18/09/01@30/01/09/11@42/01
4357,1757,1025,0,3907,2060,2703,1167,0,3206,1040,2546,743,0,1320,1271,0,2156,1702,0,1835,703,551,0,1.2,1.1,0.82,1847,2166,1132,1536,1803,20/09/07/03@20/09/07/27
2843,1732,924,0,3027,1926,2068,992,0,1601,959,1111,647,0,1409,1206,0,2052,1423,0,1491,775,586,0,1.28,0.57,1.15,1101,642,716,1076,464,20/01/03@20/01/25@20/03@20/09/04
4753,1768,880,0,4764,1972,3752,1056,0,2907,970,1953,638,0,1416,1276,0,2015,1445,0,2456,797,569,0,0.96,1.29,1.05,2792,1937,1659,2696,1315,14/07@14/13@16/01
3827,1701,860,0,3506,1914,2768,1024,0,2399,939,1903,626,0,1454,1402,0,1990,1406,0,2024,769,584,0,1.07,0.85,1.15,1592,1460,1255,1744,1277,11/02/03/04@32/01/01@32/07/07
3748,2388,1232,0,3777,2655,2415,1553,0,2210,1346,1619,873,0,1890,1266,0,2454,1634,0,1799,1052,788,0,1.34,1.13,0.92,1122,864,747,862,746,01/04@01/05@16/19/03@20/01/01/01@20/01/03@20/01/13@20/01/27@20/03/22@20/03/25@32/01/01@32/05/01/03@32/07/05@34/01/01/01
3948,1696,876,0,3560,1837,3146,990,0,2295,954,1949,670,0,1448,1355,0,1930,1344,0,1883,736,588,0,1.04,0.82,1.3,1723,1341,1147,2156,1279,01/05@14/07/02/01
11164,2388,1325,0,10476,2668,12027,1607,0,8249,1346,5734,932,0,1830,1262,0,2373,1580,0,6888,1192,1014,0,0.84,1.16,1.37,7808,6903,5696,10420,4802,14/13/01@34/11/03/07
19989,2196,1250,0,19670,2673,19673,1607,0,12529,1264,10629,909,0,1503,1213,0,2332,1756,0,15715,971,692,0,0.81,5.06,1.2,16997,11265,14744,18066,9720,12/01/01@12/04@16/01
6450,2624,1230,0,4272,2274,2731,1286,0,6447,1430,5258,1084,0,1917,1175,0,2266,1618,0,2544,1193,801,0,1.06,2.23,0.91,1998,5017,1351,1445,4174,11/02/03/01@16/01@16/03/01
3583,2185,1199,0,4499,2528,3342,1528,0,2011,1374,1455,943,0,1494,989,0,2426,1806,0,1814,957,696,0,1.06,1.51,0.81,1971,637,857,1814,512,14/04@20/01/10@20/03@20/09/04
10420,2199,1166,0,9790,2582,8637,1592,0,6074,1212,5230,876,0,1453,1203,0,2312,1787,0,6225,924,716,0,0.85,1.5,1.01,7208,4862,5301,7045,4354,99
7741,2158,1067,0,10529,2475,9366,1542,0,5787,1234,4293,878,0,1818,1211,0,2228,1457,0,5101,953,697,0,1.04,1.64,0.93,8054,4553,4148,7824,3415,11/04/03/05@14/07/05@14/10@14/13/01/01@16/01@16/19/03
6255,2700,1212,0,3875,2128,2254,1137,0,3766,1212,2163,764,0,1901,1145,0,2060,1217,0,2545,892,619,0,1.24,1.68,0.69,1747,2554,1653,1117,1399,10/03/01/03@10/03/04/03@14/07/07@14/13/01
7482,2114,1121,0,9618,2593,8140,1612,0,6478,1261,5571,876,0,1864,1268,0,2223,1524,0,5788,1086,750,0,1.08,1.39,1.02,7025,5217,4702,6528,4695,16/01@20/09/18/09/01@32/01/03@34/05@34/11/03/07@40/01@42/01@42/04/03@43/01/03/05
9266,2118,1096,0,10853,2544,9445,1450,0,7337,1259,5843,858,0,1721,1240,0,2276,1485,0,6479,1039,708,0,0.98,1.93,0.97,8309,6078,5440,7995,4985,99
3051,2107,1049,0,3340,2444,2237,1464,0,1556,1132,1160,782,0,1432,1033,0,2267,1608,0,1346,885,675,0,1.21,0.71,0.9,896,424,461,773,378,01/01@01/04
13800,2645,1265,0,8017,2380,6364,1433,0,17652,1838,17152,1758,0,1784,1078,0,2379,1697,0,7549,1123,836,0,1.06,2.05,1.03,5637,15814,6426,4931,15394,01/06/05@01/06/06/11@02/11@02/13@16/21/01@16/21/05@16/21/07@20/01/15@20/03
3781,2143,1057,0,3971,2399,2742,1392,0,2072,1122,1589,812,0,1380,1080,0,2192,1690,0,1856,876,660,0,1.18,0.92,0.88,1572,950,980,1350,777,01/01/13@01/02/07/03@10/03/01@11/02/03/04/03@14/07/05@14/13/01/01@16/01
25494,2605,1357,0,15170,2593,13032,1590,0,29600,2374,30552,2672,0,1722,1079,0,2497,1772,0,14997,1176,817,0,0.91,1.86,1.1,12577,27226,13821,11442,27880,01/01/11/02/01@01/03/01@11/02/03/04@32/01/05@34/11/03/07@42/16
12528,2167,1155,0,13829,2447,12073,1429,0,9568,1134,8696,810,0,1470,1209,0,2247,1684,0,10554,923,708,0,0.74,4.83,1.2,11382,8434,9631,10644,7886,12/01/01@12/04@16/01
4482,2456,1155,0,3593,2209,2481,1198,0,2776,1253,1900,790,0,1710,993,0,1987,1209,0,2075,994,704,0,1.17,0.91,0.98,1384,1523,1081,1283,1110,11/04/03/01@16/03/03
9616,2692,1342,0,8309,2662,6371,1594,0,9344,2009,5641,1596,0,1842,1136,0,2362,1737,0,6299,1202,850,0,1,3.6,0.78,5647,7335,5097,4777,4045,42/16
8628,2104,1089,0,8657,2430,7705,1516,0,6009,1117,4344,796,0,1421,1147,0,2006,1396,0,6933,882,673,0,0.92,3.14,0.97,6227,4892,6051,6189,3548,01/03/07@10/01/03@10/01/05/01@16/01@16/19/03
8285,2573,1274,0,7863,2575,6621,1608,0,7264,1813,7068,1476,0,1712,1045,0,2500,1820,0,4950,1221,829,0,0.99,1.13,1.08,5288,5451,3729,5013,5592,10/03/02@43/01/03/09
21914,2056,1096,0,25955,2453,27002,1326,0,21110,1229,19462,896,0,1708,1298,0,2152,1390,0,21270,1061,708,0,0.92,2.38,0.99,23502,19881,20209,25676,18566,01/03/16@11/02/02@12/04@12/10@16/19/03
5435,1976,1083,0,5730,2362,4464,1442,0,3601,1140,2622,801,0,1495,1148,0,2097,1564,0,3304,877,617,0,1.19,1.95,0.92,3368,2461,2427,3022,1821,99
2962,1873,928,0,3614,2330,2439,1227,0,1871,1083,1769,710,0,1497,1101,0,2069,1389,0,1676,807,631,0,1.11,0.31,0.93,1284,788,869,1212,1059,01/04@01/05/02/04@01/05/02/07@01/05/25@02/01/03
5844,1902,940,0,9921,2236,9332,1228,0,4094,1072,2928,726,0,1402,1123,0,2053,1413,0,3931,836,634,0,1.08,1.63,1.03,7685,3022,3095,8104,2202,14/07/11/01@16/01@20/09/07/03@20/09/07/25
5691,2353,1160,0,4831,2593,3499,1513,0,5585,2024,4967,1648,0,1558,1025,0,2466,1781,0,3924,1216,857,0,0.96,2.65,1.37,2238,3561,2708,1986,3319,01/03/01@01/04@01/05/25@10/03/01@10/03/03@10/03/04/09@11/02/03/04@16/01@16/19/05@18/02/01/01/05@20/09/16/09/03@20/09/18/09/01@30/01/05/05/01@30/05@32/01/03@32/05/03@34/05/01@34/07/02@34/11/03/03@34/11/03/07@34/11/03/13@40/01/03/01@40/01/03/03@40/10/02@42/01@42/04/03@42/04/05@42/29@43/01/03/05
3406,1821,970,0,3538,2118,2759,1288,0,2195,1036,2378,678,0,1339,1199,0,2174,1606,0,2086,766,584,0,0.97,0.79,1.56,1420,1159,1320,1471,1700,20/01/03@20/01/27@20/03/25@20/09/16@32/07/05
6919,2502,1299,0,5985,2727,4375,1575,0,4786,1314,3143,818,0,1694,1177,0,2427,1578,0,3995,1094,760,0,1,2.4,0.8,3258,3472,2901,2800,2325,11/02/03/04
12371,1890,989,0,14207,2556,15425,1458,0,10255,1129,7834,782,0,1338,1200,0,2211,1372,0,12317,919,617,0,0.79,4.68,1.16,11651,9126,11398,13967,7052,12/01/01@12/04@16/01@16/03/03
3164,1826,929,0,3178,2165,2263,1238,0,1944,1042,1430,743,0,1479,1242,0,2094,1656,0,1704,752,574,0,1.06,1.1,1.16,1013,902,952,1025,687,10/01/03/05@10/01/05/01
4479,2314,1192,0,4300,2649,3437,1635,0,4727,1660,3721,1278,0,1492,991,0,2407,1767,0,3000,1078,774,0,0.9,1.54,1.28,1651,3067,1922,1802,2443,43/01/03/05
4684,2301,1246,0,4406,2620,3536,1638,0,4851,1631,3940,1250,0,1477,994,0,2421,1786,0,3896,1072,726,0,0.96,1.97,1.32,1786,3220,2824,1898,2690,14/01@14/07/05@14/13/01@16/01@16/19/03@20/03@32/01/07@42/04
10388,2472,1361,0,8649,2832,6739,1728,0,11784,1832,8408,1448,0,1649,1114,0,2553,1902,0,8495,1176,853,0,1.09,3.93,0.75,5817,9952,7319,5011,6960,12/01/01@12/04@14/07/05@14/07/07@14/13/01/01@16/01@16/17/09@32/01
3567,1761,908,0,3578,2095,2368,1219,0,1813,968,1271,658,0,1475,1341,0,2114,1652,0,1501,734,578,0,1.16,1.67,0.81,1483,845,767,1149,613,14/04@20/09/01
2694,1748,892,0,3249,2046,1956,1148,0,1559,991,1079,658,0,1416,1239,0,2030,1380,0,1428,761,581,0,1.6,1.29,0.73,1203,568,667,808,421,10/01/05/01@10/03/05/01@16/01@18/01/01@18/02/01@30/01@32/01/03
4309,2274,1218,0,4994,2776,3824,1628,0,2947,1300,2434,830,0,1775,1177,0,2434,1651,0,2728,1134,842,0,1.07,0.96,1,2218,1647,1594,2196,1604,14/07/05@14/13/01
3510,2362,1183,0,4303,2703,2499,1538,0,2245,1367,1408,902,0,1754,1099,0,2357,1521,0,2402,1057,781,0,3.07,0.86,0.99,1600,878,1345,961,506,01/01/06/06/02@01/05@01/06/05@01/06/06/11@01/20/25@02/25
3156,2327,1228,0,3316,2475,2087,1535,0,2090,1351,1576,958,0,1391,937,0,2360,1834,0,1971,958,747,0,1.73,0.65,1.67,841,739,1013,552,618,20/01/03@20/01/23@20/01/25@20/03@20/09/18/07
2612,1707,927,0,2725,2034,1828,1194,0,1586,982,1184,694,0,1292,1163,0,2174,1748,0,1267,722,566,0,1.19,0.64,1.03,691,604,545,634,490,01/01
3172,2238,1166,0,3517,2612,2243,1594,0,2180,1428,1550,1008,0,1471,1024,0,2264,1751,0,1711,993,778,0,1.17,0.86,1.32,905,752,718,649,542,99
3927,2637,1193,0,2862,2053,1689,1138,0,2036,1207,1394,836,0,1824,1021,0,2139,1523,0,2974,979,698,0,1.73,0.8,1.09,809,829,1995,551,558,01/05@20/01/03/01@20/03@20/09/16@20/09/18
3090,2158,1171,0,3370,2462,2352,1615,0,1715,1170,1300,798,0,1418,1049,0,2218,1714,0,1502,953,709,0,1.3,0.92,1.09,908,545,549,737,502,99
