@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1                                      numeric
@ATTRIBUTE r1_bkg                                  numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE g2                                      numeric
@ATTRIBUTE g2_bkg                                  numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE f2                                      numeric
@ATTRIBUTE g3                                      numeric
@ATTRIBUTE g3_bkg                                  numeric
@ATTRIBUTE r3                                      numeric
@ATTRIBUTE r3_bkg                                  numeric
@ATTRIBUTE g4                                      numeric
@ATTRIBUTE g4_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r4_bkg                                  numeric
@ATTRIBUTE f4                                      numeric
@ATTRIBUTE g5_bkg                                  numeric
@ATTRIBUTE r5_bkg                                  numeric
@ATTRIBUTE f5                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6_bkg                                  numeric
@ATTRIBUTE f6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7_bkg                                  numeric
@ATTRIBUTE f7                                      numeric
@ATTRIBUTE g1_ratio                                numeric
@ATTRIBUTE g2_ratio                                numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g5_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r4_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g1dashbkg                               numeric
@ATTRIBUTE g2dashbkg                               numeric
@ATTRIBUTE g4dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r3dashbkg                               numeric
@ATTRIBUTE r4dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
9314,2480,9148,1294,0,9767,3035,9624,1934,0,8082,1784,8100,1307,7929,1408,4893,940,0,1908,1160,0,6938,2620,1725,0,7090,1292,874,0,0.87,0.88,0.93,1.65,1.24,4.27,1.08,0.61,0.5,0.23,6834,6732,6521,5798,7854,7690,6793,3953,01/01/11/02/01@01/01/11/02/02@01/01/11/03/01@01/01/11/03/02@01/01/11/04/01@01/01/11/04/02@01/02/02@10/03/01/01/03@16/21/17
5291,1852,4321,1021,0,4333,2030,3313,1191,0,3216,1349,2777,1017,3375,1000,2811,702,0,1427,1261,0,6160,2182,1714,0,2776,735,602,0,1.04,1.09,1.06,1.13,1.19,1.27,0.94,0.88,0.64,0.79,3439,2303,2375,2041,3300,2122,1760,2109,01/04@01/06/02/01@20/09/18/09/01@30/01/09/11@42/01
4357,1757,3194,1025,0,3907,2060,2703,1167,0,3090,1295,2451,982,3206,1040,2546,743,0,1320,1271,0,6427,2156,1702,0,1835,703,551,0,1.2,1.2,1.22,1.2,1.2,1.1,0.82,0.83,0.68,0.91,2600,1847,2166,1132,2169,1536,1469,1803,20/09/07/03@20/09/07/27
2843,1732,1789,924,0,3027,1926,2068,992,0,1700,1096,1419,728,1601,959,1111,647,0,1409,1206,0,3446,2052,1423,0,1491,775,586,0,1.28,1.02,0.87,1.38,1.05,0.57,1.15,0.72,1.75,1.75,1111,1101,642,716,865,1076,691,464,20/01/03@20/01/25@20/03@20/09/04
4753,1768,4000,880,0,4764,1972,3752,1056,0,2668,1138,2390,771,2907,970,1953,638,0,1416,1276,0,5895,2015,1445,0,2456,797,569,0,0.96,1.04,0.95,1.47,1.19,1.29,1.05,0.68,0.65,0.78,2985,2792,1937,1659,3120,2696,1619,1315,14/07@14/13@16/01
3827,1701,2844,860,0,3506,1914,2768,1024,0,2155,1109,1952,750,2399,939,1903,626,0,1454,1402,0,4720,1990,1406,0,2024,769,584,0,1.07,0.91,0.87,1.14,0.8,0.85,1.15,0.88,1.75,1.18,2126,1592,1460,1255,1984,1744,1202,1277,11/02/03/04@32/01/01@32/07/07
3748,2388,2250,1232,0,3777,2655,2415,1553,0,2325,1536,1803,1082,2210,1346,1619,873,0,1890,1266,0,3380,2454,1634,0,1799,1052,788,0,1.34,1.3,1.09,1.16,1.41,1.13,0.92,0.86,0.93,0.88,1360,1122,864,747,1018,862,721,746,01/04@01/05@16/19/03@20/01/01/01@20/01/03@20/01/13@20/01/27@20/03/22@20/03/25@32/01/01@32/05/01/03@32/07/05@34/01/01/01
3948,1696,3047,876,0,3560,1837,3146,990,0,2255,1091,2277,757,2295,954,1949,670,0,1448,1355,0,5673,1930,1344,0,1883,736,588,0,1.04,0.8,0.77,1.05,0.85,0.82,1.3,0.95,0.88,1.22,2252,1723,1341,1147,2171,2156,1520,1279,01/05@14/07/02/01
11164,2388,11818,1325,0,10476,2668,12027,1607,0,8689,1604,10780,1121,8249,1346,5734,932,0,1830,1262,0,7015,2373,1580,0,6888,1192,1014,0,0.84,0.75,0.73,1.44,1.23,1.16,1.37,0.69,1.14,0.86,8776,7808,6903,5696,10493,10420,9659,4802,14/13/01@34/11/03/07
19989,2196,23155,1250,0,19670,2673,19673,1607,0,15046,1659,17415,1301,12529,1264,10629,909,0,1503,1213,0,18549,2332,1756,0,15715,971,692,0,0.81,0.94,0.83,1.16,1.13,5.06,1.2,0.86,0.39,0.2,17793,16997,11265,14744,21905,18066,16114,9720,12/01/01@12/04@16/01
6450,2624,4843,1230,0,4272,2274,2731,1286,0,3789,1484,3251,1147,6447,1430,5258,1084,0,1917,1175,0,6743,2266,1618,0,2544,1193,801,0,1.06,1.38,1.1,1.2,1.23,2.23,0.91,0.83,0.73,0.45,3826,1998,5017,1351,3613,1445,2104,4174,11/02/03/01@16/01@16/03/01
3583,2185,2512,1199,0,4499,2528,3342,1528,0,5345,1965,4209,1488,2011,1374,1455,943,0,1494,989,0,3458,2426,1806,0,1814,957,696,0,1.06,1.09,1.24,1.24,1.37,1.51,0.81,0.81,1.28,0.66,1398,1971,637,857,1313,1814,2721,512,14/04@20/01/10@20/03@20/09/04
10420,2199,10784,1166,0,9790,2582,8637,1592,0,8293,1755,8044,1411,6074,1212,5230,876,0,1453,1203,0,8189,2312,1787,0,6225,924,716,0,0.85,1.02,0.99,1.12,1.06,1.5,1.01,0.89,0.83,0.67,8221,7208,4862,5301,9618,7045,6633,4354,99
7741,2158,6432,1067,0,10529,2475,9366,1542,0,6914,1447,6086,1007,5787,1234,4293,878,0,1818,1211,0,6396,2228,1457,0,5101,953,697,0,1.04,1.03,1.08,1.33,1.8,1.64,0.93,0.75,0.41,0.61,5583,8054,4553,4148,5365,7824,5079,3415,11/04/03/05@14/07/05@14/10@14/13/01/01@16/01@16/19/03
6255,2700,4085,1212,0,3875,2128,2254,1137,0,3075,1277,2161,911,3766,1212,2163,764,0,1901,1145,0,6341,2060,1217,0,2545,892,619,0,1.24,1.56,1.44,1.83,2.1,1.68,0.69,0.55,0.7,0.6,3555,1747,2554,1653,2873,1117,1250,1399,10/03/01/03@10/03/04/03@14/07/07@14/13/01
7482,2114,6085,1121,0,9618,2593,8140,1612,0,5994,1432,5658,1020,6478,1261,5571,876,0,1864,1268,0,6104,2223,1524,0,5788,1086,750,0,1.08,1.08,0.98,1.11,1.08,1.39,1.02,0.9,0.93,0.72,5368,7025,5217,4702,4964,6528,4638,4695,16/01@20/09/18/09/01@32/01/03@34/05@34/11/03/07@40/01@42/01@42/04/03@43/01/03/05
9266,2118,8386,1096,0,10853,2544,9445,1450,0,5562,1392,5063,1008,7337,1259,5843,858,0,1721,1240,0,7843,2276,1485,0,6479,1039,708,0,0.98,1.04,1.03,1.22,1.19,1.93,0.97,0.82,0.69,0.52,7148,8309,6078,5440,7290,7995,4055,4985,99
3051,2107,1828,1049,0,3340,2444,2237,1464,0,2404,1642,1958,1269,1556,1132,1160,782,0,1432,1033,0,2815,2267,1608,0,1346,885,675,0,1.21,1.16,1.11,1.12,1.26,0.71,0.9,0.89,1.61,1.41,944,896,424,461,779,773,689,378,01/01@01/04
13800,2645,11817,1265,0,8017,2380,6364,1433,0,11272,1730,11221,1379,17652,1838,17152,1758,0,1784,1078,0,10127,2379,1697,0,7549,1123,836,0,1.06,1.14,0.97,1.03,0.93,2.05,1.03,0.97,0.81,0.49,11155,5637,15814,6426,10552,4931,9842,15394,01/06/05@01/06/06/11@02/11@02/13@16/21/01@16/21/05@16/21/07@20/01/15@20/03
3781,2143,2440,1057,0,3971,2399,2742,1392,0,3286,1585,2766,1254,2072,1122,1589,812,0,1380,1080,0,3439,2192,1690,0,1856,876,660,0,1.18,1.16,1.13,1.22,1.79,0.92,0.88,0.82,0.96,1.09,1638,1572,950,980,1383,1350,1512,777,01/01/13@01/02/07/03@10/03/01@11/02/03/04/03@14/07/05@14/13/01/01@16/01
25494,2605,26481,1357,0,15170,2593,13032,1590,0,18942,1846,20250,1558,29600,2374,30552,2672,0,1722,1079,0,17557,2497,1772,0,14997,1176,817,0,0.91,1.1,0.91,0.98,1.14,1.86,1.1,1.02,0.74,0.54,22889,12577,27226,13821,25124,11442,18692,27880,01/01/11/02/01@01/03/01@11/02/03/04@32/01/05@34/11/03/07@42/16
12528,2167,15090,1155,0,13829,2447,12073,1429,0,16024,1650,18620,1284,9568,1134,8696,810,0,1470,1209,0,10533,2247,1684,0,10554,923,708,0,0.74,1.07,0.83,1.07,1.26,4.83,1.2,0.93,0.32,0.21,10361,11382,8434,9631,13935,10644,17336,7886,12/01/01@12/04@16/01
4482,2456,2893,1155,0,3593,2209,2481,1198,0,2514,1421,2051,980,2776,1253,1900,790,0,1710,993,0,4179,1987,1209,0,2075,994,704,0,1.17,1.08,1.02,1.37,1.36,0.91,0.98,0.73,1.35,1.1,2026,1384,1523,1081,1738,1283,1071,1110,11/04/03/01@16/03/03
9616,2692,8270,1342,0,8309,2662,6371,1594,0,6137,1967,4826,1601,9344,2009,5641,1596,0,1842,1136,0,9087,2362,1737,0,6299,1202,850,0,1,1.18,1.29,1.81,1.75,3.6,0.78,0.55,0.46,0.28,6924,5647,7335,5097,6928,4777,3225,4045,42/16
8628,2104,8176,1089,0,8657,2430,7705,1516,0,7297,1668,6685,1241,6009,1117,4344,796,0,1421,1147,0,7387,2006,1396,0,6933,882,673,0,0.92,1.01,1.03,1.38,1.62,3.14,0.97,0.72,0.37,0.32,6524,6227,4892,6051,7087,6189,5444,3548,01/03/07@10/01/03@10/01/05/01@16/01@16/19/03
8285,2573,7062,1274,0,7863,2575,6621,1608,0,5593,1796,5476,1414,7264,1813,7068,1476,0,1712,1045,0,6326,2500,1820,0,4950,1221,829,0,0.99,1.05,0.93,0.97,1.13,1.13,1.08,1.03,1.28,0.88,5712,5288,5451,3729,5788,5013,4062,5592,10/03/02@43/01/03/09
21914,2056,22577,1096,0,25955,2453,27002,1326,0,14367,1356,13926,1022,21110,1229,19462,896,0,1708,1298,0,19393,2152,1390,0,21270,1061,708,0,0.92,0.92,1.01,1.07,1.2,2.38,0.99,0.93,0.51,0.42,19858,23502,19881,20209,21481,25676,12904,18566,01/03/16@11/02/02@12/04@12/10@16/19/03
5435,1976,3994,1083,0,5730,2362,4464,1442,0,4643,1466,3938,1031,3601,1140,2622,801,0,1495,1148,0,4493,2097,1564,0,3304,877,617,0,1.19,1.11,1.09,1.35,1.39,1.95,0.92,0.74,0.53,0.51,3459,3368,2461,2427,2911,3022,2907,1821,99
2962,1873,1906,928,0,3614,2330,2439,1227,0,1869,1154,1462,792,1871,1083,1769,710,0,1497,1101,0,3026,2069,1389,0,1676,807,631,0,1.11,1.06,1.07,0.74,0.61,0.31,0.93,1.35,3.13,3.23,1089,1284,788,869,978,1212,670,1059,01/04@01/05/02/04@01/05/02/07@01/05/25@02/01/03
5844,1902,4595,940,0,9921,2236,9332,1228,0,5793,1220,5529,836,4094,1072,2928,726,0,1402,1123,0,5512,2053,1413,0,3931,836,634,0,1.08,0.95,0.97,1.37,1.13,1.63,1.03,0.73,0.96,0.61,3942,7685,3022,3095,3655,8104,4693,2202,14/07/11/01@16/01@20/09/07/03@20/09/07/25
5691,2353,4652,1160,0,4831,2593,3499,1513,0,14083,4033,19043,5338,5585,2024,4967,1648,0,1558,1025,0,4303,2466,1781,0,3924,1216,857,0,0.96,1.13,0.73,1.07,1.17,2.65,1.37,0.93,0.7,0.38,3338,2238,3561,2708,3492,1986,13705,3319,01/03/01@01/04@01/05/25@10/03/01@10/03/03@10/03/04/09@11/02/03/04@16/01@16/19/05@18/02/01/01/05@20/09/16/09/03@20/09/18/09/01@30/01/05/05/01@30/05@32/01/03@32/05/03@34/05/01@34/07/02@34/11/03/03@34/11/03/07@34/11/03/13@40/01/03/01@40/01/03/03@40/10/02@42/01@42/04/03@42/04/05@42/29@43/01/03/05
3406,1821,2599,970,0,3538,2118,2759,1288,0,3155,1366,3796,1013,2195,1036,2378,678,0,1339,1199,0,3383,2174,1606,0,2086,766,584,0,0.97,0.97,0.64,0.68,0.81,0.79,1.56,1.47,1.67,1.27,1585,1420,1159,1320,1629,1471,2783,1700,20/01/03@20/01/27@20/03/25@20/09/16@32/07/05
6919,2502,5718,1299,0,5985,2727,4375,1575,0,4602,1569,3528,1096,4786,1314,3143,818,0,1694,1177,0,4912,2427,1578,0,3995,1094,760,0,1,1.16,1.25,1.49,1.64,2.4,0.8,0.67,0.7,0.42,4417,3258,3472,2901,4419,2800,2432,2325,11/02/03/04
12371,1890,14291,989,0,14207,2556,15425,1458,0,7037,1193,7638,880,10255,1129,7834,782,0,1338,1200,0,13093,2211,1372,0,12317,919,617,0,0.79,0.83,0.86,1.29,1.27,4.68,1.16,0.78,0.33,0.21,10481,11651,9126,11398,13302,13967,6758,7052,12/01/01@12/04@16/01@16/03/03
3164,1826,2196,929,0,3178,2165,2263,1238,0,2344,1298,2174,961,1944,1042,1430,743,0,1479,1242,0,3302,2094,1656,0,1704,752,574,0,1.06,0.99,0.86,1.31,1.12,1.1,1.16,0.76,0.91,0.91,1338,1013,902,952,1267,1025,1213,687,10/01/03/05@10/01/05/01
4479,2314,3587,1192,0,4300,2649,3437,1635,0,7458,2033,8522,1575,4727,1660,3721,1278,0,1492,991,0,4139,2407,1767,0,3000,1078,774,0,0.9,0.92,0.78,1.26,1.47,1.54,1.28,0.79,0.78,0.65,2165,1651,3067,1922,2395,1802,6947,2443,43/01/03/05
4684,2301,3731,1246,0,4406,2620,3536,1638,0,8863,2084,10537,1668,4851,1631,3940,1250,0,1477,994,0,4373,2421,1786,0,3896,1072,726,0,0.96,0.94,0.76,1.2,1.42,1.97,1.32,0.83,0.99,0.51,2383,1786,3220,2824,2485,1898,8869,2690,14/01@14/07/05@14/13/01@16/01@16/19/03@20/03@32/01/07@42/04
10388,2472,8625,1361,0,8649,2832,6739,1728,0,14422,2024,10870,1553,11784,1832,8408,1448,0,1649,1114,0,8491,2553,1902,0,8495,1176,853,0,1.09,1.16,1.33,1.43,1.32,3.93,0.75,0.7,0.45,0.25,7916,5817,9952,7319,7264,5011,9317,6960,12/01/01@12/04@14/07/05@14/07/07@14/13/01/01@16/01@16/17/09@32/01
3567,1761,2459,908,0,3578,2095,2368,1219,0,2373,1335,1853,1019,1813,968,1271,658,0,1475,1341,0,3868,2114,1652,0,1501,734,578,0,1.16,1.29,1.24,1.38,1.29,1.67,0.81,0.72,0.58,0.6,1806,1483,845,767,1551,1149,834,613,14/04@20/09/01
2694,1748,1483,892,0,3249,2046,1956,1148,0,1643,1099,1186,790,1559,991,1079,658,0,1416,1239,0,3186,2030,1380,0,1428,761,581,0,1.6,1.49,1.37,1.35,1.36,1.29,0.73,0.74,0.78,0.78,946,1203,568,667,591,808,396,421,10/01/05/01@10/03/05/01@16/01@18/01/01@18/02/01@30/01@32/01/03
4309,2274,3124,1218,0,4994,2776,3824,1628,0,3332,1600,2822,1092,2947,1300,2434,830,0,1775,1177,0,4176,2434,1651,0,2728,1134,842,0,1.07,1.01,1,1.03,1.05,0.96,1,0.97,1.41,1.04,2035,2218,1647,1594,1906,2196,1730,1604,14/07/05@14/13/01
3510,2362,1557,1183,0,4303,2703,2499,1538,0,2322,1471,1912,1071,2245,1367,1408,902,0,1754,1099,0,4246,2357,1521,0,2402,1057,781,0,3.07,1.66,1.01,1.74,1.27,0.86,0.99,0.57,1.47,1.16,1148,1600,878,1345,374,961,841,506,01/01/06/06/02@01/05@01/06/05@01/06/06/11@01/20/25@02/25
3156,2327,1707,1228,0,3316,2475,2087,1535,0,3037,2042,3210,1554,2090,1351,1576,958,0,1391,937,0,3031,2360,1834,0,1971,958,747,0,1.73,1.52,0.6,1.2,1.43,0.65,1.67,0.83,2.13,1.54,829,841,739,1013,479,552,1656,618,20/01/03@20/01/23@20/01/25@20/03@20/09/18/07
2612,1707,1688,927,0,2725,2034,1828,1194,0,1692,1216,1367,874,1586,982,1184,694,0,1292,1163,0,3122,2174,1748,0,1267,722,566,0,1.19,1.09,0.97,1.23,1.37,0.64,1.03,0.81,1.39,1.56,905,691,604,545,761,634,493,490,01/01
3172,2238,1963,1166,0,3517,2612,2243,1594,0,2628,2012,2311,1499,2180,1428,1550,1008,0,1471,1024,0,2940,2264,1751,0,1711,993,778,0,1.17,1.39,0.76,1.39,1.28,0.86,1.32,0.72,1.59,1.16,934,905,752,718,797,649,812,542,99
3927,2637,1937,1193,0,2862,2053,1689,1138,0,1906,1344,1602,991,2036,1207,1394,836,0,1824,1021,0,4021,2139,1523,0,2974,979,698,0,1.73,1.47,0.92,1.49,1.62,0.8,1.09,0.67,1.33,1.25,1290,809,829,1995,744,551,611,558,01/05@20/01/03/01@20/03@20/09/16@20/09/18
3090,2158,1888,1171,0,3370,2462,2352,1615,0,2301,1581,1964,1180,1715,1170,1300,798,0,1418,1049,0,2821,2218,1714,0,1502,953,709,0,1.3,1.23,0.92,1.09,1.26,0.92,1.09,0.92,1.33,1.09,932,908,545,549,717,737,784,502,99
4028,2702,2108,1228,0,3086,2130,1824,1176,0,2128,1388,1711,990,2604,1302,1953,924,0,1767,1005,0,3946,2241,1616,0,1774,1030,734,0,1.51,1.48,1.03,1.27,1.39,1.02,0.97,0.79,1.54,0.98,1326,956,1302,744,880,648,721,1029,01/05/02/04@01/05/02/07@01/05/03@02/16@02/19
3410,1655,2574,808,0,3350,1850,2561,973,0,1889,1004,1742,714,1973,919,1408,647,0,1483,1456,0,4545,1893,1302,0,1709,753,578,0,0.99,0.94,0.86,1.39,1.08,0.76,1.16,0.72,0.88,1.32,1755,1500,1054,956,1766,1588,1028,761,10/01/05/01@11/04@32/07
3473,1616,2424,799,0,3297,1818,2592,956,0,2061,1016,2083,701,1839,869,1326,602,0,1530,1488,0,6002,1901,1295,0,1538,729,551,0,1.14,0.9,0.76,1.34,0.89,0.81,1.32,0.75,1.05,1.23,1857,1479,970,809,1625,1636,1382,724,14/01@16/01@20/01/10@20/09/03
4687,2652,2844,1184,0,3302,2232,2030,1190,0,2216,1402,1771,1044,2956,1367,2397,990,0,1791,940,0,3627,2207,1584,0,1814,1066,726,0,1.23,1.27,1.12,1.13,1.58,1.59,0.89,0.88,1.18,0.63,2035,1070,1589,748,1660,840,727,1407,11/04/03/01@14/10@16/03/03
3911,2659,2223,1196,0,3148,2217,1967,1274,0,2399,1424,2056,1020,2451,1386,1839,971,0,1836,1067,0,3732,2179,1509,0,1714,1107,789,0,1.22,1.34,0.94,1.23,1.42,1.17,1.06,0.81,1.67,0.85,1252,931,1065,607,1027,693,1036,868,10/03/04/05@14/13/01/01@20/01/21@20/09/01
