@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___5_min                                numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___30_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___60_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___120_min                              numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___5_min                          numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___15_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___30_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE dun1__Plus_0point02%_MMs___30_min                                numeric
@ATTRIBUTE wt_plus_gamma_10_min                                             numeric
@ATTRIBUTE wt_plus_gamma_20_min                                             numeric
@ATTRIBUTE wt_plus_gamma_90_min                                             numeric
@ATTRIBUTE DES460_wt___mock_irradiation___5_min                             numeric
@ATTRIBUTE DES460_wt___mock_irradiation___30_min                            numeric
@ATTRIBUTE mec1_plus_gamma_5_min                                            numeric
@ATTRIBUTE mec1_plus_gamma_60_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_120_min                                          numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___5_min                           numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___30_min                          numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1_Plus_heat_20_min                                     numeric
@ATTRIBUTE MHY1_dun1_Plus_heat_20_min                                       numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison                    numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison_#2                 numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type                                      numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type___log_phase                          numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
0.04,-0.006,-0.199,-0.173,0.152,-0.232,-0.129,-0.054,-0.125,0.247,0.015,-0.025,-0.009,0.202,0.165,-0.263,-0.43,0.785,0.285,0.188,0.131,-0.32,-0.072,0.132,0.335,-0.364,12/04/01
0.378,-0.299,-0.25,-0.208,-0.589,-0.338,-0.305,-0.516,-0.299,-0.367,-0.7,0.688,?,0.135,-0.616,-0.299,0.181,?,?,-1.531,-1.992,-1.728,-0.092,0.137,?,0.459,12/01/01@12/04/02@16/01@16/07
0.34,-0.001,-0.511,-0.634,0.839,0.401,-0.171,0.127,-0.018,-0.851,-0.631,-0.348,-0.173,0.609,-0.105,0.516,0.402,-0.347,-0.015,-1.576,-2.569,-2.087,0.557,-0.562,0.586,0.403,12/01/01@12/04@16/01@16/03/03
0.14,-0.071,-0.4,-0.324,0.54,0.448,-0.062,0.186,-0.02,-0.821,-0.831,0.027,-0.501,0.342,-0.541,0.279,0.108,-0.7,-0.716,-1.129,-2.018,-1.646,0.119,0.162,0.39,0.947,12/01/01@16/03/03
0.467,-0.231,-0.266,-0.296,0.932,0.523,-0.03,0.256,0.37,-0.366,-0.628,0.353,0.084,0.337,-0.151,0.596,0.348,-0.81,-0.877,-1.953,-1.826,-1.74,-0.057,?,0.575,0.631,12/01/01@12/04@16/01@16/03/03
0.18,-0.333,-0.857,-0.697,0.35,?,-0.097,0.226,-0.35,-0.863,-1.137,-0.16,-0.485,0.201,-0.882,0.077,-0.136,-0.981,-0.409,-1.391,-2.661,-2.068,0.029,0.187,0.127,0.405,12/01/01@12/04@16/01@16/03/03
0.5,0.16,-0.42,-0.342,0.589,0.599,0.219,0.391,0.101,-0.793,-0.705,0.03,-0.544,0.301,0.092,0.507,0.243,-1.054,-0.472,-1.825,-2.553,-1.948,-0.122,0.118,0.272,0.599,12/01/01@12/04@16/01@16/03/03
0.35,-0.106,-0.379,-0.417,0.58,0.261,-0.087,0.067,0.18,-0.801,-1.067,-0.267,-0.537,0.114,?,0.001,-0.078,-0.947,-0.429,-1.329,-2.665,-1.964,-0.066,0.217,0.374,0.61,12/01/01@12/04@16/01@16/03/03
-0.129,-0.261,-0.39,-0.58,0.535,0.23,0.157,0.113,-0.113,-0.626,-0.657,0.282,-0.17,0.718,0.014,0.175,0.423,-0.299,-0.344,-1.419,-1.726,-1.441,-0.24,0.084,0.348,0.662,12/01/01@12/04@16/01
-0.02,-0.501,-0.554,-0.852,0.284,0.157,-0.031,-0.216,0.002,-0.652,-0.711,0.059,-0.307,0.512,-0.514,0.17,0.308,-1.027,-0.517,-1.272,-1.652,-1.273,-0.143,0.186,0.231,0.559,12/01/01@12/04@16/01
0.074,-0.21,-0.45,-0.52,0.554,0.56,0.13,0.54,-0.067,-0.53,-0.55,-0.12,0.06,0.392,0,0.48,0.41,-0.403,-0.399,-1.36,-2.05,-1.39,0.04,0.218,0.201,0.74,12/01/01@12/04@16/01
0.097,-0.188,-0.442,-0.585,0.783,0.361,-0.684,0.276,0.348,-0.552,-0.784,0.043,-0.592,0.963,-0.304,0.533,0.442,-1.372,-0.45,-1.106,-2.417,-1.633,-0.118,0.142,?,1.04,12/01/01@16/01
0.359,-0.22,-0.77,-0.69,0.467,0.46,0.01,0.15,-0.07,-0.967,-0.925,-0.16,-0.576,-0.049,-0.322,0.315,0.339,-0.949,-0.388,-1.431,-2.611,-1.972,-0.01,0.181,-0.024,0.373,12/01/01@12/04@16/01
0.465,-0.171,-0.408,-0.507,0.492,0.269,-0.216,0.156,0.174,-0.749,-0.752,-0.114,-0.438,0.113,-0.3,0.245,0.059,-1.212,-0.88,-0.993,-1.995,-1.3,-0.072,0.109,0.241,0.578,12/01/01@12/04@16/01@16/03/03@16/05
-0.037,-0.631,-1.099,-1.429,0.252,-0.039,-0.322,-0.106,-0.078,-0.899,-0.659,-0.579,-0.675,-0.225,-0.751,0.304,-0.12,-1.348,-0.221,0.523,-0.332,0.086,-0.12,0.119,-0.284,0.618,12/01/01@12/04@16/01@16/03/03@16/05
0.16,-0.4,-0.47,-0.53,0.089,0.04,-0.47,-0.21,-0.35,-0.44,-0.82,-0.16,-0.37,0.095,-0.14,0.19,0.38,-0.729,-0.753,-1.46,-2.67,-1.82,-0.03,0.131,-0.099,0.62,12/01/01@12/04@16/01
0.138,-0.33,-0.4,-0.54,0.183,0.15,-0.07,0.02,-0.056,-0.5,-0.68,-0.07,-0.267,0.322,-0.15,0.64,0.52,-0.095,-0.714,-1.28,-1.81,-1.18,-0.05,0.082,0.225,0.56,12/01/01@12/04@16/01
-0.014,-0.348,-0.287,-0.313,0.304,0.264,0.042,0.068,-0.219,-0.507,-0.717,0.105,-0.327,0.27,-0.153,0.626,0.568,-0.014,-0.547,-1.23,-2.019,-1.321,-0.075,0.155,0.097,0.632,12/01/01@12/04@16/01
0.25,-0.276,-0.532,-0.54,0.81,0.606,0.127,0.459,0.04,-0.375,-0.684,-0.246,-0.24,-0.187,-0.156,0.067,0.389,-0.739,-0.579,-1.851,-3.095,-2.716,0.019,0.29,0.154,0.638,12/01/01@12/04@16/01@16/03/03
-0.164,-0.938,-1.101,-1.071,0.747,0.358,-0.307,0.143,-0.398,-0.764,-0.548,-0.141,-1.235,-0.284,-1.929,0.081,-0.189,-2.003,0.007,-0.8,-2.235,-1.527,-0.047,0.099,?,0.44,12/01/01@12/04
?,-0.576,-0.715,-0.492,?,0.158,0.515,-0.212,?,-0.774,-0.861,-0.126,-0.607,-0.009,-0.309,0.352,0.347,-1.698,-0.58,-1.279,-2.125,-1.752,-0.102,0.222,0.086,0.629,12/01/01@12/04@16/01@16/03/03
0.25,-0.427,-0.651,-0.772,0.71,0.451,0.012,0.208,0.02,-0.502,-0.808,-0.358,-0.535,-0.364,-0.571,0.264,0.234,-1.353,-0.89,-1.243,-2.214,-1.581,0.262,-0.055,-0.17,0.753,12/01/01@12/04@16/01
0.11,-0.349,-0.399,-0.438,0.127,0.208,-0.034,0.094,-0.264,-0.926,-0.999,-0.059,-0.951,0.148,-0.156,-0.142,-0.095,-0.557,-0.782,-1.839,-2.852,-2.699,-0.02,-0.027,0.059,0.233,12/01/01@12/04@16/01
0.07,-0.299,-0.417,-0.454,0.14,0.145,-0.034,0.069,-0.22,-0.658,-0.967,-0.084,-0.823,0.261,-0.295,-0.161,-0.182,-0.228,-0.737,-1.888,-2.824,-2.493,0.19,0.118,-0.326,0.447,12/01/01@12/04@16/01
-0.008,-0.654,-0.688,-0.99,0.06,-0.045,-0.214,-0.392,-0.185,-0.579,-0.763,-0.265,-0.467,0.215,-0.408,0.002,0.314,-0.639,-0.411,-1.118,-2.277,-1.631,-0.111,0.137,-0.168,0.274,11/04/01@11/04/03/01/10@12/01/01@12/04@12/07@16/01
0.335,-0.344,-0.356,-0.757,0.7,0.542,0.049,0.092,0,-0.935,-0.372,-0.286,-0.434,-0.128,-0.193,0.14,0.415,-1.39,?,-1.224,-2.53,-1.375,0.905,-0.497,1.021,0.117,12/01/01@12/04@16/01
0.31,-0.102,-0.33,-0.52,0.48,0.09,-0.16,-0.27,-0.052,-0.49,-0.08,-0.09,0.21,0.3,-0.06,0.3,0.08,-0.11,-0.1,-1.27,-1.95,-0.28,-0.31,-0.12,0.36,0.36,12/01/01@12/04@16/01
0.093,-0.583,-0.752,-0.829,0.347,-0.01,0.092,-0.135,-0.176,-0.591,-0.85,-0.165,-0.606,0.179,-0.424,0.203,0.084,-1.534,-0.298,-0.607,-1.644,-0.983,-0.16,0.194,?,0.838,12/01/01@12/04@16/01
0.17,-0.255,-0.528,-0.572,0.51,0.495,-0.172,0.147,-0.017,-0.25,-0.927,-0.252,-0.464,-0.047,-0.287,0.196,0.3,-1.286,-0.475,-1.252,-2.137,-1.698,-0.173,0.083,0.062,0.533,12/01/01@12/04@16/01
0.24,-0.27,-0.413,-0.506,0.62,0.376,-0.151,0.051,-0.08,-0.719,-0.793,-0.4,-0.392,-0.112,-0.284,-0.04,0.332,-0.736,-0.573,-1.558,-2.49,-2.029,-0.018,0.028,-0.077,0.466,12/01/01@12/04@16/01
0.194,-0.475,-0.798,-0.894,0.624,0.199,-0.082,0.076,-0.183,-0.487,-0.608,-0.313,-0.38,-0.265,-0.325,0.154,0.232,-1.083,-0.767,-0.957,-2.056,-1.739,0.763,-0.634,-0.122,0.542,12/01/01@12/04@16/01
0.108,-0.36,-0.713,-0.761,0.49,0.355,-0.674,-0.136,-0.005,-0.705,-0.742,-0.004,-0.461,-0.082,-0.224,0.292,0.204,-1.399,-0.745,-0.874,-1.229,-0.983,0.663,-0.575,0.048,0.871,12/01/01@12/04@16/01@16/03/03@16/17/09
-0.33,-0.581,-0.524,-0.385,0.02,0.125,-0.007,-0.028,-0.35,-0.335,-0.566,-0.078,-0.359,0.128,-0.18,0.181,0.356,-0.967,-0.433,-0.817,-1.398,-1.345,-0.041,0.032,-0.203,0.423,12/01/01@12/04@14/07/05@14/07/07@14/13/01/01@16/01@16/17/09@32/01
0.26,-0.339,-0.878,-0.674,0.25,0.315,0.117,0.122,-0.11,-0.273,-0.323,0.079,-0.282,-0.133,-0.064,0.626,0.611,-1.457,-0.745,-1.637,-1.998,-0.783,-0.096,0.203,-0.076,1.101,12/01/01@16/01
0.419,-0.43,-0.51,-0.57,0.229,0.14,-0.15,0.08,0.005,-0.58,-0.52,0.27,-0.149,0.962,-1.34,-0.38,0.15,-0.071,-0.015,-1.35,-2.01,-1.61,0.6,-0.192,-0.333,0.17,12/01/01@12/04@16/01
0.428,0.201,0.099,0.24,0.442,-0.02,-0.162,-0.007,0.357,-0.992,-0.787,-0.086,?,?,-0.341,-0.001,-0.005,?,?,-1.352,-2.648,-2.041,0.035,?,?,0.439,12/01/01@12/04@16/01@16/03/03
0.184,-0.044,-0.576,-0.387,0.344,0.256,-0.21,-0.059,-0.247,-0.827,-0.98,0.092,-0.706,0.251,-0.692,0.305,0.256,-1.334,-0.584,-1.486,-2.804,-1.88,-0.017,0.282,0.412,0.861,12/01/01@16/03/03
0.104,-0.472,-0.515,-0.423,0.418,0.106,-0.636,-0.19,0.048,-1.109,-1.184,-0.366,-0.515,0.511,-0.435,0.167,-0.03,-1.298,-0.326,-1.418,-2.349,-1.633,-0.209,0.139,0.322,0.398,11/02/03/04@12/01/01@12/04@16/01@16/03/03
0.431,-0.407,-0.492,-0.708,0.811,0.178,-0.188,-0.118,0.131,-1.031,-1.16,-0.343,-0.625,-0.127,-0.493,0.175,0.043,-1.015,-0.857,-1.466,-2.743,-1.941,-0.035,0.228,0.008,0.688,12/01/01@12/04@16/01@16/03/03
?,-0.242,-0.41,-0.479,0.594,0.573,0.25,0.32,-0.01,-0.855,-0.841,-0.149,-0.384,0.186,0.147,0.338,0.26,-0.765,-0.527,-1.162,-2.271,-1.499,-0.07,0.151,0.089,0.63,12/01/01@12/04@16/01@16/03/03
0.36,-0.269,-0.522,-0.475,0.32,0.166,-0.114,0.105,-0.27,-0.793,-0.973,-0.328,-0.469,0.376,-0.395,0.056,-0.166,-0.313,-0.388,-1.829,-2.515,-2.064,-0.042,0.262,0.286,0.468,12/01/01@12/04@14/10@16/01@43/01/03/05
0.123,-0.363,-0.574,-0.395,0.38,0.316,-0.852,-0.103,0.029,-0.399,-0.833,0.586,-0.712,1.452,-0.676,0.175,0.016,-1.018,-0.187,-1.634,-2.441,-1.93,-0.136,0.238,0.455,0.859,12/01/01@12/04@14/10@16/01@43/01/03/05
0.191,-0.637,-0.696,-0.791,0.534,0.227,-0.188,-0.264,-0.158,-0.686,-0.949,-0.301,-0.507,-0.368,-0.538,0.102,0.251,-0.968,-0.746,-1.238,-2.307,-1.6,-0.156,0.065,-0.099,0.626,12/01/01@12/04@16/01
0.236,-0.387,-0.285,-0.426,0.419,-0.149,-0.365,-0.652,0.198,-0.817,-0.896,-0.391,-0.638,0.494,-0.471,?,-0.259,-0.254,-0.464,-1.11,-2.011,-1.284,0.318,-0.416,-0.168,0.188,12/01/01@12/04@12/07@16/01@16/03
0.27,-0.386,-0.502,-0.671,0.483,0.218,-0.211,-0.121,-0.197,-0.438,-1.055,-0.425,-0.648,-0.194,-0.53,-0.02,0.162,-1.221,-1.107,-1.267,-2.175,-2.11,-0.152,0.019,-0.377,0.649,12/01/01@12/04@16/01
0.137,-0.524,-0.757,-0.585,0.438,-0.056,-0.075,-0.326,-0.011,-0.361,-0.329,-0.037,-0.734,-0.208,-0.628,-0.364,-0.268,?,-0.306,-0.722,-1.486,-1.51,0.041,-0.569,-0.333,0.264,12/01/01@12/04@16/01@16/03/03
0.458,-0.415,-0.502,-0.571,0.588,0.355,-0.007,0.207,-0.053,-0.59,-0.86,-0.332,-0.582,-0.066,-0.596,0.207,0.172,-1.093,-0.806,-1.574,-2.917,-2.275,0.769,-0.276,0.257,0.742,12/01/01@12/04@16/01
0.082,-0.384,-0.422,-0.601,0.767,0.602,0.181,0.451,0.041,-0.853,-0.874,-0.502,-0.352,-0.034,-0.103,0.48,0.474,-1.043,-0.583,-1.306,-2.423,-1.837,0.51,-0.38,-0.074,0.47,12/01/01@12/04@16/01
0.137,-0.421,-0.699,-0.991,0.429,0.187,-0.307,-0.242,-0.079,-0.371,-1.053,-0.468,-0.507,-0.036,-0.312,0.154,0.258,-0.856,-1.003,-1.361,-2.467,-1.536,0.253,-0.371,-0.377,0.558,12/01/01@12/04@16/01
0.35,-0.003,-0.352,-0.433,0.728,0.513,0.389,0.381,0.11,-0.43,-0.533,-0.167,-0.24,-0.083,0.398,0.552,0.558,-0.963,-0.612,-1.494,-2.638,-1.902,0.025,0.149,0.172,0.601,12/01/01@12/04@16/01
-0.097,-0.51,-0.623,-0.508,0.615,0.36,0.092,0.265,-0.189,-0.479,-0.783,-0.041,-0.301,-0.103,-0.127,0.466,0.327,-0.501,-0.618,-1.353,-2.236,-1.558,-0.16,0.076,0.003,0.837,12/01/01@12/04@16/01
0.215,-0.095,-0.3,-0.433,0.663,0.353,-0.066,0.359,0.251,-0.482,-0.799,-0.421,-0.328,-0.16,-0.276,0.471,0.218,-0.968,-0.719,-1.022,-2.014,-1.741,0,0.195,0.289,0.565,12/01/01@12/04@12/07@16/01
0.479,?,?,1,0.806,?,?,?,0.082,-0.418,-0.685,0.341,-0.267,0.075,-0.098,0.198,0.139,-0.526,-0.541,?,?,?,0.06,0.292,0.28,0.551,12/01/01@12/04@16/01
0.281,0.017,-0.424,-0.547,0.801,0.792,0.195,0.605,0.103,-0.658,-0.52,0.248,-0.232,0.172,0.075,0.431,0.338,-0.843,-0.504,-1.307,-2.511,-1.797,-0.125,0.189,0.368,0.564,12/01/01@12/04@16/01
-0.12,-0.593,-0.773,-0.818,0.07,0.003,-0.373,-0.353,-0.35,-0.619,1.209,-0.197,-0.599,-0.241,-0.887,-0.082,0.118,-1.046,-0.497,-0.704,-1.563,-1.17,-0.055,0.123,-0.476,0.491,12/01/01@12/04@16/01@16/17/09
0.415,-0.057,-0.205,-0.081,0.436,0.169,0.014,-0.213,0.074,?,?,0.045,-0.405,0.151,2.308,?,?,-0.58,-0.728,-1.457,-2.891,-1.824,?,-0.444,-0.07,?,12/01/01@12/04@16/01
0.117,-0.484,-0.62,-0.836,0.697,0.383,-0.136,0.121,-0.071,-0.722,-1.098,-0.333,-0.546,0.116,-0.514,0.066,0.268,-0.422,-0.447,-1.664,-2.761,-2.578,-0.008,0.144,0.139,0.445,10/01/05/01@12/01/01@12/04@16/01@32/01/09
0.091,-0.558,-0.97,-1.13,0.4,0.243,-0.231,-0.126,-0.212,0.059,-0.467,0.004,-0.14,-0.347,-0.307,0.3,0.151,-1.034,-0.66,-0.742,-1.37,-1.176,-0.262,0.052,-0.07,0.478,12/01/01
0.327,-0.06,-0.041,-0.109,0.664,0.618,0.195,0.582,0.362,-0.142,-0.335,0.189,-0.154,0.282,0.28,0.352,0.675,-0.198,-0.602,-0.978,-1.294,-1.851,0.008,0.136,-0.046,0.811,12/01/01@12/04@14/07/05@14/13/01/01@16/01@16/17/09
0.3,-0.28,-0.474,-0.362,0.63,0.153,-0.162,0.01,0.05,-0.64,-0.627,-0.213,-0.221,0.552,-0.155,0.362,0.299,-0.25,-0.401,-1.269,-2.317,-1.807,0.131,?,0.454,0.788,12/01/01@12/04@16/01
0.142,-0.29,-0.38,-0.46,0.8,0.6,0.25,0.62,0.19,-0.477,-0.468,-0.12,-0.298,0.116,-0.062,0.612,0.583,-0.896,-0.485,-2.11,-2.89,-2.6,-0.027,?,0.062,0.736,12/01/01@12/04@16/01
0.339,-0.2,-0.65,-0.63,0.347,0.41,-0.03,0.18,-0.107,-0.813,-0.746,-0.257,-0.437,0.262,-0.286,0.269,0.195,-0.486,-0.176,-1.039,-1.93,-1.66,-0.219,0.169,0.187,0.501,12/01/01@12/04@12/07@16/01@16/03/03
0.223,0.489,0.006,0.327,0.481,0.365,0.225,0.405,0.322,0.436,0.513,-0.199,0.306,-0.01,0.337,-0.001,0.09,-0.26,-0.331,0.533,0.069,-0.485,0.988,-0.655,-0.331,-0.291,12/01/01@42/16
-0.059,0.173,-0.459,-0.268,0.468,0.732,0.383,0.606,0.402,0.131,0.347,-0.061,-0.275,0.494,-0.05,-0.007,0.136,-1.308,-0.173,-0.213,-0.494,-0.668,0.62,-0.728,-0.684,-0.527,12/01/01@42/16
-0.15,-0.11,-0.91,-0.62,0.4,0.56,-0.16,0.32,0.28,0.44,0.26,-0.56,-0.49,-0.34,-0.1,-0.08,0.05,-1.48,-0.44,0.15,-0.21,-0.61,-0.06,0.15,-1.124,-0.4,12/01/01@42/16
0.118,0.129,-0.284,-0.006,0.354,0.485,0.152,0.29,0.107,0.385,0.469,0.016,0.04,?,0.322,0.277,0.585,-0.38,-0.181,-1.262,-1.302,-1.032,0.183,-0.051,-0.408,-0.258,12/01/01@42/16
