@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___60_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___120_min                              numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___5_min                          numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE wt_plus_gamma_10_min                                             numeric
@ATTRIBUTE wt_plus_gamma_20_min                                             numeric
@ATTRIBUTE DES460_wt___mock_irradiation___5_min                             numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___30_min                          numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1_Plus_heat_20_min                                     numeric
@ATTRIBUTE MHY1_dun1_Plus_heat_20_min                                       numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type                                      numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type___log_phase                          numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
-0.041,-0.019,0.762,0.67,0.149,-0.001,-0.11,-0.236,-0.264,-0.668,-0.646,0.421,0.535,10/03/01/01/03@10/03/05/01@14/04@14/13/01/01@16/01@18/02/01/01/01@20/01/21@20/09/01@42/04/05
-0.212,-0.223,0.094,-0.127,-0.916,-1.029,-0.56,-0.171,-0.733,-1.011,-1.218,-0.117,0.117,01/03/16/01@10/01/09/05@10/03/01@11/04/01@14/04@16/01@16/19/05@20/01/10@20/01/21@20/09/01@30/01/05/05/01@42/10
-1,-0.6,0.15,-0.28,-0.46,-0.38,-0.58,0.72,-0.79,-1.33,-1.148,1.203,0.27,99
1.13,1.26,0.215,1.23,?,1.172,0.298,0.252,0.59,0.72,0.62,0.197,-0.095,14/01@14/04@14/13/01/01@16/17/09@20/09/01@42/08
0.139,0.477,-0.293,0.157,0.004,-0.021,0.526,0.464,-0.032,-0.39,?,?,-0.094,14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05
-0.155,-0.103,0.049,-0.232,-0.204,-0.282,-0.355,0.733,0.476,0.161,-0.209,0.571,-0.14,10/03/03@10/03/04/05@14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05
-0.18,-0.25,-0.01,-0.23,-0.17,-0.17,0.444,0.29,-0.14,-0.9,-0.764,0.45,0.05,11/04/02@14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05
0.277,0.15,-0.115,0.356,0.085,-0.204,-0.118,-0.21,-0.169,-0.187,-0.138,-0.198,-0.043,11/04/02@12/01@14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05
-0.12,-0.199,-0.1,0.645,-0.066,0.031,0.082,-0.074,-0.141,-0.737,-0.365,-0.001,-0.044,14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05
-0.369,-0.64,0.194,-0.184,-0.267,-0.072,-0.283,0.235,-0.071,-0.38,-0.522,0.076,0.012,14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05@43/01/03/09
-0.22,-0.077,0.237,-0.019,0.186,-0.129,-0.088,0.483,-0.289,-0.371,-0.585,?,-0.065,14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05
-0.129,0.043,0.348,-0.17,-0.498,-0.193,-0.307,-0.584,-0.416,-0.648,-0.766,-0.148,0.514,14/04@16/01@20/03/01/05@20/09/01
-0.005,0.429,-0.21,0.65,0.496,0,-0.141,-0.213,0.221,0.02,0.149,?,0.309,10/03/04/05@14/13/01/01@20/01/21@20/09/01
0.361,0.403,?,0.368,0.254,0.278,0.558,-0.436,-0.05,0.544,-0.31,?,-0.294,10/03/05/01@42/04/05
-0.432,-0.326,0.418,0.748,0.271,-0.195,-0.115,0.028,-0.059,-0.349,-0.241,-0.365,-0.112,14/04@20/09/01
0.738,-1.14,0.23,-0.101,-0.798,-0.807,-1.006,0.419,-0.338,-1.234,-1.281,0.251,-0.074,12/04/01
-0.553,-0.391,0.43,0.361,-0.734,-0.719,-0.269,-0.104,-1.028,-1.446,-0.839,0.039,0.116,10/03/01@11/04/01@11/04/02@11/04/03@12/01@20/01/21@20/09/01@30/01@34/11/03/07
0.384,0.677,0.455,1.044,0.825,0.302,-0.201,-0.026,1.225,1.229,0.868,-0.073,0.424,01/03/01/03@01/05/13/03@01/07@16/21/07
0.33,0.39,0.11,0.03,1.43,1.145,0.31,0.11,0.85,2.11,1.46,0.21,-0.478,99
-0.175,-0.133,0.126,-0.332,-0.31,-0.217,0.103,?,-0.889,-0.691,-0.542,-0.105,-0.382,02/11@02/13
-2.384,-2.911,0.26,-3.126,-0.67,0.306,-0.666,-0.115,0.259,-0.266,-0.964,?,-0.707,02/11/05@02/13/03@14/07/04@16/17/09@16/21/01@20/01/15@20/03@32/01
-1.37,-1.473,0.067,-1.543,-0.264,-0.332,-0.225,-0.665,-0.639,-0.67,-0.818,-0.717,-0.571,02/11@02/13/01@02/13/03@20/01/15
-1.483,-0.946,0.273,-1.102,-0.368,-0.397,-0.282,-0.432,0.742,0.496,0.498,-1.026,-0.217,02/11@02/13/03@18/02/01@20/01/15
-1.554,-1.703,0.124,-1.246,0.156,-0.005,-0.366,-0.976,0.955,0.525,0.481,-1.102,-0.319,99
-0.012,0.554,0.104,0.42,0.168,0.011,-0.571,-0.406,?,?,?,-0.787,-0.278,01/04@02/13/03@02/45@16/17
-0.042,0.236,-0.463,-0.822,0.475,0.345,0.557,0.455,-0.025,?,?,?,-0.64,02/11@02/13/03@02/16/01@20/01/15@42/16
-0.243,-0.709,-0.539,-0.148,-0.774,-0.097,0.156,0.386,-0.939,0.673,0.409,?,-0.29,16/17/09@16/21/01@16/21/07@20/01/15@32/01/01@32/07/03@32/07/07/01
0.41,0.489,-0.652,-0.232,0.516,-0.003,0.167,-0.502,-0.034,0.043,0.261,0.088,-0.491,20/01/15@32/01/01@32/07/07/05@42/16
0.59,1.1,0.517,0.66,0.84,0.455,0.269,-0.747,2.48,2.58,2.23,-0.98,-0.074,01/03/07@20/01/15@32/01/01@32/07/03@32/07/07/03@32/07/07/05
0.537,0.419,0.046,0.355,0.061,-0.124,-0.371,0.13,0.312,-0.098,-0.218,-0.097,0.071,14/07@20/01/15@32/01/01@32/07
-0.204,-0.373,0.109,0.22,-0.2,-0.107,-0.543,-0.495,0.12,-0.423,-0.404,-0.382,0.081,20/01/01/01/01@32/07@34/01/01/01
-0.178,-0.297,-0.172,0.205,0.129,-0.099,-0.286,-0.286,0.508,0.518,-0.306,0.675,0.55,18/01/01@18/02/01@20/01/15@32/01/01@32/07/07
0.923,0.984,-0.081,0.597,0.471,0.549,0.205,-0.332,1.714,2.049,1.626,0.208,-0.302,01/20/37/01@16/14@20/01/10@20/09/01@30/01/05@32/01/01@32/07/07/05@40/10/02/01
0.938,1.024,0.79,1.145,-1.449,-1.177,-1.602,0.035,-1.566,-3.026,-2.768,-0.195,-0.053,01/02@02/13/01@20/01/15@32/01@32/05/01/03
0.056,0.302,?,-0.267,0.489,0.339,0.28,-0.042,-0.111,0.157,-0.515,-0.009,0.153,01/07/01
-0.44,-0.11,0.13,0.2,0.15,0.16,-0.03,0.17,0.45,0.2,-0.12,-0.335,-0.1,32/07@42/16
0.089,0.299,0.03,-0.141,-0.098,-0.19,0.019,-0.394,3.153,3.257,2.81,-0.222,-0.702,01/05@02/07/01@16/21/07
-0.34,-0.26,0.326,-0.1,-1.19,-0.97,-1.304,0.207,-0.64,-1.26,-1,0.067,0.39,01/01/09/06/01@01/01/09/07/01@01/03/01/03@01/03/04/03@01/04@02/07@16/17/07@40/01/05
-0.31,-0.35,-0.247,-1.39,-0.23,0.14,0.74,0.213,1.64,1.97,0.85,-0.427,-0.43,01/01@01/05/02/04@01/05/02/07@01/06/06@02/01@02/07/03@16/21/11
0.591,0.806,0.506,0.742,0.461,0.02,-0.187,0.296,0.435,0.597,-0.132,-0.138,-0.345,14/04@20/09/03
0.08,0.16,0.32,0.35,0.86,0.61,0.7,0.51,0.55,-0.42,-0.01,0.386,0.05,14/04@16/01@16/02@20/09/03
-0.02,-0.04,-0.14,-0.05,0.5,0.22,0.36,0.09,0.37,0.42,0.04,0.18,-0.13,01/04@14/10@16/19/03@42/19
-0.177,-0.366,0.014,-0.068,-0.524,-0.51,-0.346,0.145,0.307,0.432,0.257,-0.262,-0.199,14/04@16/01@20/09/03
0.234,-0.016,-0.3,-0.083,0.054,-0.287,0.194,0.23,-0.788,-0.412,-0.19,0.102,-0.624,16/01@20/09/03
0.033,-0.151,0.417,0.368,0.113,0.007,-0.259,-0.045,-0.341,?,?,-0.424,-0.125,99
0.248,0.333,-0.062,-0.048,0.355,0.111,-0.062,?,-0.575,-0.799,-0.1,0.414,0.085,42/19
0.357,-0.153,0.058,0.161,-0.374,-0.253,0.434,?,-0.472,-0.652,-0.61,0.324,-0.048,14/04@20/09/03
-0.5,-0.325,0.59,0.588,0.066,0.197,-0.281,-0.097,0.167,-0.473,-0.848,-0.285,0.041,14/01@16/01@20/01/10@20/09/03
-0.22,-0.564,-0.276,-0.52,0.32,0.63,0.08,0.528,-0.15,-0.1,-0.29,-0.167,-0.98,01/06/10@11/02/03/04/01@16/03/01@42/19
0.116,0.288,0.121,-0.228,-0.272,-0.212,-0.022,0.252,0.222,-0.151,-0.282,0.361,-0.064,01/01/09/04/01
-0.054,-0.11,0.169,0.141,0.008,-0.146,0.004,-0.328,-0.321,-0.561,-0.415,0.288,0.259,01/04/04@01/05/02@01/05/25@01/06/05@02/19@02/25@10/01/03@10/03/01/01/03@10/03/01/01/05@10/03/01/01/09@10/03/01/01/11@10/03/01/02@10/03/01/03@10/03/02/01@10/03/03@11/02/03/04@14/07/03@16/01@16/17/07@16/19/03@18/01/01@18/02/01/01@18/02/05@18/02/09@30/01/05/01/02@30/01/05/01/03@30/01/05/01/06@30/05/01/18@32/01/03@32/01/09@34/05/01@34/11/03/03@34/11/03/07@34/11/03/13@40/01/03@42/01@43/01/03/05@43/01/03/09
-1.09,-1.63,-0.08,-0.59,-0.56,-0.93,-0.113,0.57,-1.757,-0.99,-2.233,0.381,0.32,01/04@01/05@01/07/04@20/01/25@32/01/11@43/01/03/05
0.09,0.1,0.181,-0.16,-0.26,-0.38,0.027,-0.046,0.26,-0.18,-0.04,0.219,0.13,01/04@02/13/03@02/45@16/17
0.894,0.86,0.502,0.236,0.209,0.044,0.474,?,-1.096,-0.484,-0.193,?,-0.789,01/04/04@01/05/25@02/19@10/01/03@10/01/05/01@10/01/09/05@10/03/01/01/03@10/03/01/01/05@10/03/01/01/09@10/03/01/01/11@10/03/02/01@10/03/03@10/03/04/07@11/02/03/01/01@11/02/03/04@14/07/03@16/01@16/03/01@16/03/03@16/19/03@18/01/01@18/02/01/01@30/01/05/01/03@30/01/05/01/06@34/05/01@34/11/03/07@40/01@42/10/03@43/01/03/05
-0.01,-0.13,?,-0.49,-0.21,-0.219,-0.03,-0.24,-1,-1.06,-0.41,0.055,-0.99,01/04/04@11/02/03/04@16/03/01@32/01/11
0.061,-0.094,-0.768,0.233,0.066,0.276,-0.138,-0.533,-0.222,0.272,0.202,-0.106,-0.216,10/01/09/05@11/02/03/04@14/07/04
-0.044,0.02,-0.303,0.362,0.165,0.357,-0.226,-0.319,0.484,?,?,-0.595,-0.139,01/04/04@16/01@16/19/05@20/01/01/07/07@30/01/05/05/01@40/10/02
0.275,0.515,0.15,-0.179,-0.345,0.111,0.223,0.544,0.684,0.615,-0.139,0.252,-0.243,01/04@01/06/02/01@20/09/18/09/01@30/01/09/11@42/01
-0.334,-0.513,0.279,-1.068,-0.165,-0.832,?,0.218,-0.632,-0.54,-0.035,-0.202,-0.375,01/06/02/01@01/06/10@11/02/03/01@11/02/03/04
0.193,0.425,0.312,0.213,0.154,-0.135,-0.148,-0.162,0.232,-0.15,-0.284,-0.375,-0.056,01/04@01/06/02/01
0.334,0.333,0.085,0.328,0.091,0.102,-0.148,-0.062,0.863,0.57,0.555,?,-0.386,01/04@01/06/02/01@20/09
0.445,0.77,-0.389,0.391,0.862,0.417,0.103,-0.191,0.9,0.933,0.766,?,-0.318,01/04@01/06/10@10/03/03@40/01
0.009,0.07,0.162,0.255,-0.265,-0.498,0.513,0.135,-0.064,-0.342,-0.298,0.085,-0.132,01/04@01/06/02/01
0.149,0.455,?,-0.099,0.609,0.482,0.501,0.437,0.926,-1.433,0.75,?,-0.161,01/06
-0.133,-0.34,-0.37,-0.48,0.08,0.34,0.24,-0.137,-0.37,-0.202,-0.206,0.04,0.07,01/06
0.1,0,-0.432,-0.5,-0.11,0.126,-0.066,?,0.09,0.32,0.03,-0.097,-0.256,01/01@01/06/02/01@10/03/01@42/01@42/16
-0.002,0.063,0.053,-0.094,0.213,?,0.262,0.309,-0.06,-0.104,-0.125,?,-0.074,01/06/02/01@16/17
-0.138,0.049,-0.155,-0.459,-0.27,-0.094,0.294,0.043,0.859,0.757,0.09,-0.489,-0.075,01/06/02/01@01/20/19
-0.053,0.006,-0.22,-0.149,0.473,0.242,0.246,0.199,0.768,0.707,-0.276,0.132,-0.507,01/06/02/01@01/20/19
0.15,0.581,-0.232,-0.776,1.255,0.251,0.698,-0.436,-1.895,-0.643,-0.563,0.469,-0.401,01/06/02/01
-0.13,-0.02,-0.075,-0.13,-0.78,-0.88,0.322,0.318,0.051,0.457,-0.322,?,0.75,14/04
-0.173,-0.388,0.437,0.107,-0.032,-0.072,-0.434,-0.255,0.299,0.189,-0.11,-0.466,-0.113,20/09/07/03@20/09/16/02@30/01@43/01/03/05@43/01/03/09
0.18,-0.144,0.18,-0.16,0.35,0.34,-0.09,-0.1,-0.89,-0.915,-0.31,0.21,0.29,01/01/05/01/01@01/07/01@01/20/17/03@42/01
0.82,0.7,-0.19,0.5,0.66,0.29,0.8,0.25,1.21,1.78,1,-0.053,-0.95,01/04@10/03/01/01/03@14/07/03@20/01/11@20/09@34/01@34/11/12
-0.158,-0.056,0.384,0.292,-0.601,-0.658,-0.289,-0.316,-0.911,-1.687,-0.532,0.444,0.093,01/01/03/03/01@01/04
-1.119,-0.588,-0.361,-0.34,1.341,0.801,0.711,0.482,2.855,1.379,0.921,?,0.059,01/01/03/02/01@01/01/03/03/02@01/01/03/05/01
0.616,0.665,0.392,1.144,0.419,0.327,-0.139,-0.957,0.62,0.643,0.505,-0.921,-0.264,10/03/02@14/07/11@14/13/01/01@16/01@32/01@43/01/03/09
1.296,1.373,0.14,1.163,0.293,0.295,-0.054,-0.163,1.001,0.717,0.895,-0.374,-0.116,14/07/11@14/13/01/01@16/01@32/01@43/01/03/09
0.824,0.974,0.224,1.13,0.397,0.41,?,-0.441,0.121,-0.013,-0.105,-0.512,-0.491,14/07/11@14/13/01/01@16/01@32/01
0.952,1.002,0.66,?,-0.08,0.265,-0.088,-0.456,0.943,0.877,?,-0.361,-0.146,14/07/11@14/13/01/01@16/01@32/01@43/01/03/09
0.793,1.042,0.64,1.453,0.396,0.544,-0.161,-0.236,0.995,0.618,0.706,-0.408,-0.007,10/03/02@14/07/11@14/13/01/01@16/01@32/01@43/01/03/09
0.717,0.78,0.47,1.266,?,0.31,-0.236,0.056,0.921,0.922,0.546,-0.305,-0.095,14/13/01/01
0.971,1.098,0.482,1.248,?,0.542,-0.126,-0.283,1.134,0.876,0.775,-0.554,-0.154,10/03/01@14/07/11@14/13/01/01@32/01
0.62,0.81,0.42,0.59,0.18,0.52,0.14,0.32,0.92,1.16,0.39,-0.055,-0.21,14/07/11@14/13/01/01
1.237,1.579,?,0.952,0.325,0.588,0.201,-0.004,0.764,0.452,-0.037,0.333,-0.087,01/04@10/01/05/01@10/03/01@11/02/03/04@14/07/11@14/13/01/01@16/01@16/19/03@18/01/07@18/02/01@18/02/09@32/01
0.855,1.203,0.739,1.318,0.636,0.695,-0.024,-0.261,1.383,1.082,0.627,-0.142,-0.074,12/04@14/07/11@14/13/01/01@16/01@16/07@18/01/07@18/02/01@32/01
1.16,1.45,0.942,1.6,0.771,0.915,-0.041,-0.396,0.73,0.74,0.36,0.138,0.178,01/04@10/03/01@11/02/03/04@14/07/11@14/13/01/01@16/01@16/19/03@18/01/07@18/02/01@18/02/09@32/01
0.633,0.961,0.598,1.208,0.685,0.443,-0.115,-0.242,0.957,0.454,0.5,-0.524,-0.316,14/07/11@14/10@14/13/01/01@16/01@18/01/07@18/02/01@32/01
1.143,1.121,0.479,1.323,0.406,0.322,0.13,0.11,0.056,0.424,0.352,-0.051,-0.147,01/04@10/03/01@11/02/03/04@14/07/11@14/13/01/01@16/01@16/19/03@18/01/07@18/02/01@18/02/09@32/01
0.569,0.663,-0.086,0.457,0.826,0.679,0.136,0.539,0.938,1.552,0.619,0.209,-0.213,11/02/03/04@14/07/11@14/13/01@16/19@32/05/01/01@32/07@34/11/03
0.408,0.361,-0.06,0.187,0.397,0.264,0.292,0.212,0.537,0.793,0.061,-0.098,-0.134,14/07@14/13/01
-0.08,-0.289,0.08,-0.027,-0.047,-0.216,0.108,0.324,-0.22,-0.128,-0.68,0.668,-0.018,01/01@01/05/25@02/19@14/07/11@14/13/01@16/17/09
0.607,0.649,0.41,0.288,0.782,0.35,0.285,0.372,1.203,1.142,0.131,0.031,-0.499,14/07/11@14/13/04/02
0.166,0.166,0.208,0.121,0.506,0.361,0.5,0.055,0.426,0.167,-0.155,?,-0.366,14/07/05@14/10@14/13/01/01@16/01@16/19/03
0.621,0.665,-0.022,0.69,?,0.299,0.011,-0.038,0.969,0.868,0.806,-0.255,-0.046,14/07/11@14/13/01/01@16/01@32/01
0.222,0.234,0.409,0.423,0.221,0.238,0.02,-0.558,0.501,0.191,-0.134,-0.736,-0.283,10/01/05@14/07/05@14/07/07@14/10@16/01@20/09/01
0.304,0.372,0.09,0.256,0.291,?,0.78,0.188,1.638,1.726,1.051,0.423,-0.245,14/07/05@14/10@14/13/01/01@16/01@16/19/03
0.28,0.51,-0.12,0.12,0.65,0.38,0.39,-0.05,0.01,1.02,0.22,0.15,-0.22,14/07/11@14/13/04/02
1.5,1.607,-0.094,0.865,1.443,1.572,0.645,-0.133,1.958,1.835,1.389,-0.444,-0.774,14/07/11@14/13/01@14/13/04/01@14/13/04/02@16/01@30/01/09/08@32/01/11@34/11/12@34/11/13/07@38/05@40/10/02/03@43/01/03/09@43/03
0.166,-0.141,-0.24,-0.084,0.227,0.75,0.156,0.045,0.465,0.818,0.347,0.126,-0.52,01/02@14/13/01@14/13/04
0.522,0.773,0.079,-0.005,0.873,0.756,0.66,-0.075,1.5,0.863,-0.228,-0.117,-0.393,14/07/07@18/02/01
0.156,0.207,0.282,0.686,0.334,0.089,0.245,-0.24,0.547,0.236,0.117,?,0.009,14/07/05@14/07/07@14/13/01@16/01@18/02/01/01
0.95,0.924,0.533,1.219,0.566,0.549,-0.219,-0.115,0.994,0.976,0.493,-0.534,-0.288,11/06/02@14/07/05@14/13/01/01
-0.082,-0.037,0.341,0.269,-0.098,-0.314,-0.388,0.357,0.127,-0.139,-0.587,-0.058,-0.177,11/04/03@14/07/05@14/07/07@14/13/01@16/01@16/19/03@18/02/01/01
0.772,1.059,0.154,0.754,0.654,0.945,0.336,0.714,0.837,0.703,0.573,0.198,-0.506,10/01/03@14/07/05@14/10@14/13/01/01@16/01@16/19/03@18/01/01@18/02/01/01@32/01
0.36,0.16,0.417,0.98,-0.53,-0.46,0.281,-0.168,1.183,0.884,1.19,0.136,0.39,10/01/03@10/01/05/01@10/03/01/01/09@10/03/01/01/11@11/02/03/04@14/07/05@14/07/07@14/10@14/13/01/01@16/01@16/19/03@20/09/13@20/09/18/09/01@30/01/05/01/04@32/01/07@32/01/09@34/11/03/07@40/01/05@42/04/05@43/01/03/09
