@RELATION 'spo0.names'

@ATTRIBUTE t0_green                                numeric
@ATTRIBUTE t0_red                                  numeric
@ATTRIBUTE t2_green                                numeric
@ATTRIBUTE t9_green                                numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t11Point5_green                         numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE t11Point5_regression                    numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
17720,13660,11326,17563,1402,4660,11523,0.862,0.917,1.088,1.348,2.298,2.932,2.705,1.533,1.28,2.53,3.2,3.1,1.81,01/03/04@01/05/02/07@01/05/03/01/04@01/05/25@02/19@16/01
2309,1818,1582,1542,1053,1403,1344,0.841,0.773,0.904,0.443,0.354,0.437,0.51,0.248,0.249,0.51,0.53,0.79,0.27,01/01
2726,1990,3681,2709,831,3963,2273,0.919,0.949,1.129,1.138,1.009,1.275,1.298,1.03,0.935,1.05,1.18,1.33,1.23,01/04@01/06@14/04@20/09/13@32/01@42/25
2383,1702,2376,1855,1029,3700,2120,0.836,0.894,0.815,0.7,1.484,1.057,1.609,1.389,0.809,1.71,2.14,1.61,1.43,32/07
2455,1775,2223,2627,996,3355,1518,0.864,0.908,0.978,1.134,0.487,1.665,2.067,0.638,0.993,0.63,1.23,1.71,0.84,01/01/09/07/01@01/04
1773,1139,1937,1929,1044,1979,657,0.787,0.659,0.843,0.671,0.349,0.679,0.682,-0.003,0.453,0.47,0.69,0.85,0.15,10/01/03@10/01/05/01@10/03/01/01/09@10/03/04/03
2401,1614,2560,2736,1162,3259,1162,0.85,0.842,1.046,0.45,0.46,0.932,0.822,0.486,0.882,0.56,0.88,1.04,0.77,11/02/03/04@16/11@18/02/09@34/11/03@34/11/12
4961,3424,3923,4933,1920,3269,5220,0.88,0.956,1.148,1.624,1.16,0.823,0.964,1.862,2.198,1.23,1.17,0.88,2.01,01/04/04@11/02/03/04@16/03/01@32/01/11
4799,4007,2282,2290,1143,1575,1456,0.843,0.935,0.811,1.097,0.867,1.189,1.068,0.558,0.748,1,1.02,1.67,0.62,10/01/09/05@10/03/01@11/02/03/04
1298,781,1381,1450,1016,1239,731,0.387,0.493,0.385,0.45,0.271,0.264,0.177,0.766,0.115,1.3,1.31,0.77,1.09,14/01
2163,1393,2141,2128,1016,4037,2294,0.851,0.914,1.101,1.079,0.822,1.307,1.142,0.985,0.543,0.97,1.06,1.25,1.04,20/01/01/07@20/01/03@20/03@20/09/04@42/16
2723,2296,2700,2788,1206,5855,5089,0.879,0.933,0.786,0.721,0.593,0.438,0.494,1.112,1.071,0.64,0.97,0.49,1.12,01/07/01
5402,4627,5139,3880,887,10477,7413,0.951,0.956,1.041,0.854,0.716,0.788,0.97,0.438,0.273,0.74,0.65,0.85,0.45,14/07/11@14/13/01/01@16/01@32/01
2729,2121,2696,2414,1102,4849,2716,0.821,0.917,0.789,0.822,1.22,1.164,1.504,1.055,1.302,1.39,1.62,1.22,1.07,14/10@16/01@20/01/10@20/09/07/03@20/09/07/25@42/09
4163,3481,3721,3229,963,6961,2871,0.91,0.938,0.934,0.685,0.609,0.918,1.095,0.389,0.267,0.62,0.65,0.97,0.42,10/03/01@14/07/11@14/13/01/01@32/01
5664,5200,13288,22362,1322,14436,12129,0.839,0.949,0.774,6.325,2.937,4.8,4.609,2.039,2.549,3.13,2.28,5.13,2.1,01/04@01/05/02/04@01/05/02/07@01/05/25@02/01/03@16/01@16/19/03@20/01/03@20/09/18@43/01/03/09
2746,2336,2739,2342,1081,6228,4207,0.92,0.945,0.914,0.803,0.936,0.787,0.681,0.932,0.835,1,1.09,0.89,0.99,01/03/16/01@11/04@14/04@16/03/03@20/01/10@40/20
2009,1384,1922,1808,1120,3416,1738,0.906,0.922,0.997,0.818,0.816,0.364,0.691,0.69,0.657,0.94,0.86,0.46,0.73,14/04@20/01/10@20/09/01@32/05/01/03@42/10
3680,3044,3504,2886,943,5810,4970,0.95,0.957,1.009,1.322,1.269,1.415,1.386,2.035,1.97,1.3,2.07,1.61,2.08,01/04@10/03/01/01/03@10/03/01/01/09@11/02/01@11/02/02@11/02/03/04@14/07/03@16/01@30/01/05/01@30/05/02/20@32/01/09@34/01@34/07/01@34/11/11@40/01@42/04@43/01/03/05
4154,3025,2724,3034,1153,2251,3202,0.849,0.907,1.054,1.651,0.676,0.824,0.789,0.459,0.495,0.74,0.78,0.85,0.47,10/01/05@11/02/03/01@11/02/03/04
3945,2784,2654,2875,1193,2257,1883,0.835,0.913,1.014,4.748,1.766,0.682,1.114,3.278,3.302,1.97,1.75,1.34,3.49,11/04/01@12/01
3263,2128,3693,3930,1192,3068,1802,0.742,0.95,1.077,3.151,2.448,2.017,1.451,3.266,3.341,2.73,3.57,2.19,4.32,11/04/01@11/04/03/01/10@12/01/01@12/04@12/07@16/01
3735,3470,3519,2771,934,5522,3268,0.927,0.899,0.823,1.725,1.129,1.899,2.082,2.993,3.913,1.18,1.52,2.01,3.04,01/05/25@11/02/03/01@11/02/03/04
3659,3126,3400,2550,952,9459,3878,0.895,0.907,0.88,0.873,1.371,1.882,1.177,0.86,0.879,1.5,2.52,2.24,0.87,01/05@14/07/02/02
2776,2277,2484,2060,1024,5528,4878,0.905,0.917,0.882,2.179,1.019,1.556,1.237,1.803,1.374,1.06,1.23,1.75,1.86,01/07/01@01/20/19/01@16/17/09
2833,2192,2534,2304,864,3712,3378,0.94,0.943,1.01,2.222,1.314,1.387,1.042,1.523,1.193,1.34,1.48,1.45,1.67,10/01/05/03/01@11/02/03/01/04@16/01@16/03/01
7336,5598,4701,4910,1193,3181,4189,0.903,0.945,1.138,2.144,2.473,3.45,2.425,1.961,2.201,2.56,3.04,3.66,2,12/04/01
2510,1724,2173,2576,1155,2179,1127,0.691,0.637,0.751,0.886,0.723,0.135,0.136,0.916,1.039,0.81,0.75,0.41,1.02,20/09/07/03@20/09/16/02@30/01@43/01/03/05@43/01/03/09
1922,1435,1845,1700,903,1740,679,0.878,0.854,0.637,1.022,0.988,1.029,1.288,0.713,0.898,1.15,1.23,1.1,0.89,01/03/04@01/03/10@11/06/02
2390,1884,2252,1915,960,2702,862,0.936,0.946,0.948,0.832,0.498,0.705,0.735,0.394,0.288,0.56,0.58,0.78,0.42,01/05/02/04@01/05/03@01/06/02/02@14/07/02/02
5492,4880,5946,4076,1088,4011,2798,0.759,0.904,0.67,3.119,3.955,2.877,1.57,4.308,0.411,4.41,5.77,3.32,6.68,11/02/03/04@12/01/01@12/04@16/01@16/03/03
6201,4222,3615,4346,1259,2098,6060,0.934,0.955,1.256,1.239,2.642,3.042,2.631,2,3.825,2.7,2.36,3.55,2.05,01/07/01@20/01/07@20/01/11@20/01/13@20/01/25@20/01/26@20/03@20/09/18
4431,3414,3624,2873,1244,2803,5651,0.761,0.944,0.861,6.733,3.266,0.536,0.499,6.136,6.478,3.97,1.38,0.56,7.03,01/03/16/01@11/04/01@11/04/02@11/04/03@12/01/01@16/19/03
3923,3273,4033,3140,1121,7316,5646,0.885,0.956,0.866,1.132,0.745,0.871,0.866,0.786,0.495,0.84,0.75,0.93,0.8,10/03/01/03@20/09/01
1815,1185,2060,1846,976,1871,970,0.785,0.918,0.963,0.756,0.296,0.896,0.721,0.563,0.501,0.66,0.88,0.98,0.61,30/05@34/11/03/07
2764,2197,2510,1906,950,5700,3597,0.874,0.912,0.903,1.126,0.656,1.236,1.355,0.343,0.72,0.78,1.01,1.42,0.66,10/01/05/01@10/03/02@16/07@43/01/03/09
1844,1120,1686,1815,981,1462,1892,0.531,0.866,0.614,1.428,1.316,0.59,0.853,1.176,1.001,1.53,1.41,1.31,1.36,11/04/02@14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05
2518,1513,2189,2135,1045,1797,1926,0.654,0.947,0.937,0.801,0.516,0.818,0.645,0.409,0.479,0.64,0.63,0.95,0.44,10/01/05/01@11/04/03@12/04
4162,3157,2654,3324,1410,1803,4152,0.883,0.926,1.026,1.144,0.908,0.784,0.895,1.14,1.091,0.97,1.2,0.79,1.19,14/04@14/10@16/01@20/01/10@20/09/07/26@20/09/13@20/09/16/09/03@32/01/07@34/11/03/13@40/01/03@42/25@43/01/03/05
3602,2331,2853,2368,1164,2260,3083,0.696,0.953,0.962,1.113,1.113,0.715,0.66,2.611,1.622,1.27,1.1,0.81,2.75,11/02/03/04@34/01/01/01
4591,3262,2805,3561,1196,2021,4686,0.868,0.922,1.055,1.115,0.762,1.379,1.698,0.718,1.064,0.83,1.04,1.46,0.72,10/03/01@11/04/01@11/04/02@11/04/03@12/01@20/01/21@20/09/01@30/01@34/11/03/07
6041,6103,5430,5177,992,7742,1918,0.924,0.953,0.817,1.389,1.036,1.651,1.779,1.109,1.319,1.07,1.31,1.72,1.18,11/06/02@12/10@14/10@16/03/03@20/01/21
3087,2813,3223,2513,1052,5054,4296,0.839,0.951,0.675,1.044,0.791,0.647,0.434,0.723,0.731,0.83,1,0.72,0.75,11/02/03/04
3034,2572,2972,2939,1228,4519,1152,0.904,0.913,0.88,1.443,1.075,1.545,1.549,1.198,1.131,1.12,1.33,1.58,1.28,01/04@01/05/25@01/06/05@11/02/03/04@14/07/03@18/01/01@18/02/01/01/05@30/01/09/07@32/01/11@42/19
2475,1532,1833,2467,1230,1247,2879,0.854,0.756,1.121,1.793,0.93,0.417,-0.112,1.547,1.148,1.08,1.47,1.95,1.6,01/04@01/20/15/03@02/13@14/10
9876,8975,6780,6471,1383,5152,7731,0.692,0.952,0.759,1.161,1.249,1.007,1.055,1.032,0.949,1.39,1.15,1.13,1.09,11/04/03/05@16/03/03@20/01/21
2745,1793,2124,2729,1112,1404,2143,0.8,0.928,0.857,0.666,0.699,0.893,1.001,0.68,0.803,0.78,0.94,1.06,0.71,01/01/06/05/01@01/02@01/05/13/03@01/07/01@12/01/01@16/01@16/21/07@34/11/13/07
5542,4273,4314,4789,1256,4101,4296,0.784,0.916,0.86,1.049,1.244,0.881,0.813,1.038,0.867,1.34,1.14,0.93,1.12,01/06
4602,3182,2487,4134,1195,1490,4070,0.795,0.744,0.921,1.014,1.141,1.34,0.785,1.391,1.218,1.44,1.64,1.57,1.64,10/01/05/01@11/02/03/01
2269,1470,2237,1871,968,3540,1979,0.84,0.909,1.123,1.542,1.628,1.635,1.85,1.13,1.209,1.76,2.01,1.96,1.15,11/04/03/01@32/01
2498,1842,2509,1857,996,4177,4808,0.884,0.908,0.97,2.306,0.769,1.236,0.855,0.859,0.664,0.85,1.15,1.48,0.9,01/05/25@02/19@18/02/01
3046,2074,1913,1949,1107,1480,2136,0.675,0.948,0.776,0.725,1.032,0.384,0.486,0.872,0.468,1.38,0.68,0.51,0.96,01/06
4640,3912,3749,6203,1723,1809,3456,0.904,0.953,0.907,3.86,2.125,0.434,1.299,6.026,2.729,2.16,2.89,1.25,5.75,12/01/01@12/04@16/01@16/03/03
4135,3215,2236,2250,1117,1645,2134,0.827,0.944,0.815,0.678,0.556,0.595,0.679,0.916,1.233,0.65,1.16,0.68,0.97,01/01/09/04/01@01/01/09/05/01@01/01/09/06/01@01/07@01/20/15@20/01/15
8250,6659,4609,4006,1126,3305,5907,0.718,0.957,0.855,1.306,1.223,1.55,0.909,1.161,0.857,1.42,1.52,1.81,1.25,01/04@10/01/05/01@10/01/09/05@11/02/03/01@11/02/03/04@16/19/03
1870,1249,1763,1687,1196,2498,2144,0.904,0.796,0.978,1.157,1.214,0.161,0.315,3.357,1.158,1.42,0.69,0.25,3.35,01/04@02/13@10/03/01@10/03/02@14/07/03
2143,1539,2155,1953,956,2537,2480,0.923,0.928,0.955,0.398,0.371,0.357,0.429,0.306,0.22,0.41,0.29,0.44,0.31,10/01/02@10/01/05/01@10/01/05/03/03@10/01/09/05@10/03/02@16/03/01@16/19/03@32/01/09@34/11/03/07@41/01/01@42/10/03
1949,1231,2695,4019,1147,1888,2540,0.739,0.939,0.889,1.916,1.479,1.492,1.324,1.402,1.646,1.51,1.72,1.67,1.46,11/02/03/01/01@11/02/03/04@32/05/01/03/03@34/01/01/01
4183,2980,2710,2656,1088,2098,4325,0.887,0.964,1.116,0.874,1.253,1.487,1.205,1.754,4.324,1.26,2.72,1.54,1.78,16/01@16/17/01@16/17/03@16/17/05@16/17/07@16/19/03@20/01/01/01/01@20/01/15@20/01/26@20/03/22@20/09/07@20/09/16@30/01/05/01/04@32/01@34/01/01/01@34/05@34/07/01@34/11/13/07@42/04/03
3710,2666,2315,2386,1231,1685,3970,0.88,0.947,1.144,13.076,1.916,0.392,0.697,5.681,2.766,3.57,1.34,0.64,6.24,01/04@11/04/01@16/03/03@16/19/03
3186,4031,2559,3488,1054,1918,1799,0.733,0.954,0.434,0.532,0.912,0.674,0.514,0.7,0.515,1.05,0.78,0.7,0.71,11/04/02@12/01@14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05
4892,3497,2936,3064,1129,2380,3805,0.893,0.941,1.113,0.937,0.601,0.882,0.658,0.525,0.432,0.63,0.59,0.92,0.52,01/03/16/01@01/03/16/03@10/01/05@10/03/01@11/04/01@11/04/03@43/01/03/05
2381,1954,2346,2062,1241,2858,1948,0.898,0.945,0.825,0.276,0.396,0.111,0.098,0.22,0.087,0.43,0.27,0.13,0.23,01/04@14/07/03@14/07/11/01@14/13/04@20/09/13@30/01/05/01@32/01/11@43/01/03/09
2193,2103,2178,1836,965,1923,1099,0.945,0.93,0.695,0.66,1.287,0.455,0.593,0.554,0.762,1.43,1.19,0.56,0.61,10/03/01@11/02/03/04/01@20/01/27@32/01@34/11/11@40/01@40/20@43/01/03/05@43/01/03/09
9170,8643,6895,5971,1111,4573,4468,0.922,0.958,0.913,3.512,3.395,2.242,1.379,6.805,7.384,3.43,4.68,2.27,6.83,12/01/01@12/04@16/01
13870,13126,9329,9944,1142,7573,6891,0.918,0.88,0.911,2.856,1.342,2.454,2.568,2.49,2.442,1.39,1.74,2.43,2.45,02/11@02/13/03@18/02/01@20/01/15
1882,1095,1994,2207,1128,1786,1119,0.528,0.955,0.678,0.491,0.525,0.371,0.406,0.258,0.105,0.6,0.35,0.4,0.28,10/03/02@11/02/03/04@11/06/03@43/01/03/09
6414,5614,4406,4301,1041,3353,7075,0.925,0.963,0.962,1.365,1.117,2.076,1.431,1.007,1.251,1.19,1.46,2.01,1.02,43/01/03/09
2592,2416,2306,3789,1115,5543,3038,0.922,0.936,0.746,1.451,0.448,0.731,0.985,0.482,1.215,0.47,0.8,0.7,0.51,16/01@20/01/10@20/09/07/03@20/09/07/25@42/09
1829,1223,2094,1768,870,2035,1686,0.87,0.918,1.017,0.366,0.247,0.614,0.578,0.214,0.312,0.3,0.37,0.72,0.22,10/01/02@10/01/03/03@10/03/01/01@11/02/03/04@16/01@16/03/01@16/19/03
3490,2819,3203,2585,1066,7928,5295,0.893,0.89,0.865,1.587,1.152,1.255,1.136,1.143,0.92,1.24,1.2,1.38,1.17,14/04@16/01@16/07@20/09/07/25@20/09/13@20/09/18/09/01/01@42/09
4825,4565,4724,3857,1066,7850,4123,0.954,0.964,0.921,1.177,0.964,1.6,0.835,0.883,1.046,1.01,1.39,1.62,0.91,10/01/03@10/01/05/01@10/01/09/05@10/03/01@11/02/03/01/04@11/02/03/04@14/13@16/17@32/01/09@42/10/03
5335,3883,3179,3306,1166,2241,4991,0.911,0.913,1.131,1.805,1.382,0.749,0.691,1.527,0.945,1.43,1,0.76,1.6,10/03/01@18/02/01
1917,1149,1970,2013,1229,1611,1877,0.683,0.922,0.816,0.5,0.418,0.233,0.299,0.226,0.181,0.48,0.38,0.31,0.25,99
2576,2006,2409,2271,1054,3692,1782,0.825,0.939,0.753,1.074,0.979,0.976,0.985,1.011,0.999,1.11,1.15,0.97,1.05,99
3475,2885,3469,2948,1033,4269,1880,0.947,0.954,0.961,0.854,1.076,1.044,0.839,1.146,1.353,1.1,1.39,1.19,1.14,10/03/03@16/01@20/09/07/27@20/09/16/09/03@40/01@42/04@43/01/03/05
4299,3425,3161,3821,1060,2520,2310,0.958,0.953,1.04,1.102,1.16,1.311,1.133,0.732,0.785,1.2,1.2,1.3,0.75,01/05/25@11/02/03/04/01
3333,2171,3171,2667,1297,2501,2125,0.814,0.942,0.96,0.549,0.859,0.515,0.598,0.466,0.254,0.94,0.42,0.59,0.52,14/04@20/01/10@20/09/01@40/10/02@42/10
2812,1801,1811,2202,1078,1343,2648,0.897,0.936,1.164,1.473,0.757,1.036,0.909,0.932,1.158,0.87,1.42,1.06,1.09,11/06/02
3848,2653,3419,3453,1102,2468,1672,0.73,0.956,0.931,0.842,1.106,0.626,0.734,1.395,1.624,1.25,1.61,0.8,1.67,11/02/03/01/04
11010,8780,6906,8272,1301,3807,6907,0.935,0.959,1.08,1.477,1.42,4.176,2.269,2.06,5.031,1.51,4.3,4.21,2.13,11/02/02@12/10
1632,1025,1701,1605,1079,1555,812,0.817,0.695,0.95,0.676,0.291,0.131,0.295,0.087,0.038,0.4,0.18,0.28,0.09,10/01/05@10/03/02
1767,1055,1781,1571,1010,3760,865,0.829,0.794,1.18,0.143,0.066,0.054,0.693,0.042,0.028,0.11,0.08,0.09,0.04,10/01/02@10/01/05/03/01@10/03/02
1812,1209,1872,1606,1065,2714,1783,0.785,0.835,0.776,1.288,0.899,0.477,0.61,0.888,0.716,0.96,1.24,1.14,0.94,01/02/07@11/02/03/04@20/01/01/07@32/07
4507,3957,3998,3925,955,7590,3136,0.932,0.947,1.005,2.172,0.92,2.435,5.218,2.686,13.162,0.93,1.93,2.45,2.64,20/01/01/01/01@20/09/18/07@34/01/01/01
2294,1776,2395,2015,944,2824,2135,0.911,0.844,0.904,1.606,1.159,1.349,2.085,1.841,2.063,1.2,1.88,2.33,1.93,01/05@14/07/02/01
5406,4373,3630,2818,1160,2541,2358,0.826,0.977,0.935,1.012,0.748,1.128,1.129,0.634,0.634,0.8,0.89,1.31,0.67,11/02/03/01/01@11/02/03/04
2927,1743,1900,2513,1257,1461,1739,0.885,0.87,1.395,1.305,1.493,1.863,1.424,1.174,1.483,1.6,1.8,1.9,1.2,11/04/03/01@16/01
3919,2638,2913,2566,1076,2218,2633,0.768,0.97,1.011,1.099,1.237,1.135,1.39,1.068,1.184,1.47,1.61,1.41,1.17,01/04@01/06/02/01
2016,1574,2103,1927,1102,2579,1537,0.835,0.879,0.806,0.97,0.403,0.416,0.427,0.277,0.239,0.52,0.53,0.52,0.28,01/01/09/03/01@01/02
4344,3951,4384,2892,995,8696,5125,0.958,0.956,0.939,0.287,0.824,2.188,1.01,0.671,1.334,0.86,1.49,2.26,0.72,01/01@01/02/07@01/05@01/20/17@16/21/17
3458,3092,3140,3400,1205,4915,1631,0.947,0.948,0.892,0.798,0.512,1.216,1.079,0.781,1.209,0.55,0.92,1.3,0.8,02/45/15@16/17@20/01/01/01@20/01/15@20/03/22@20/09/13@34/01/01/03
4972,3629,3401,4966,1212,1762,4775,0.909,0.928,1.117,1.855,1.43,2.443,1.572,1.763,2.056,1.51,2.03,2.47,1.84,01/04@14/04@16/19/03@20/09/04
3624,2327,2322,3511,1363,1502,1458,0.89,0.891,1.313,1.532,1.166,1.399,1.118,1.495,1.677,1.24,1.43,1.44,1.54,11/04/01@11/04/02
