@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___5_min                                numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___15_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___30_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___60_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___90_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___120_min                              numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___5_min                          numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___15_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___30_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___60_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___90_min                         numeric
@ATTRIBUTE dun1__Plus_0point02%_MMs___30_min                                numeric
@ATTRIBUTE dun1__Plus_0point02%_MMS___90_min                                numeric
@ATTRIBUTE dun1__Plus_0point02%_MMS___120_min                               numeric
@ATTRIBUTE wt_plus_gamma_10_min                                             numeric
@ATTRIBUTE wt_plus_gamma_20_min                                             numeric
@ATTRIBUTE wt_plus_gamma_45_min                                             numeric
@ATTRIBUTE wt_plus_gamma_90_min                                             numeric
@ATTRIBUTE wt_plus_gamma_120_min                                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___5_min                             numeric
@ATTRIBUTE DES460_wt___mock_irradiation___30_min                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___90_min                            numeric
@ATTRIBUTE mec1_plus_gamma_5_min                                            numeric
@ATTRIBUTE mec1_plus_gamma_10_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_20_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_45_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_60_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_90_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_120_min                                          numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___5_min                           numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___30_min                          numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1_Plus_heat_20_min                                     numeric
@ATTRIBUTE MHY1_dun1_Plus_heat_20_min                                       numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison                    numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison_#2                 numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type                                      numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type___log_phase                          numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
0.022,0.262,0.082,0.463,?,0.533,0.093,0.011,-0.233,0.138,0.239,0.078,0.214,0.239,0.156,-0.157,-0.542,-0.044,-0.046,0.011,-0.088,0.532,0.123,0.174,0.411,0.263,0.111,-0.136,0.072,0.459,0.026,-0.112,0.269,0.234,-0.022,-0.132,0.265,-0.099,0.003,10/03/04/05@10/03/05/01@42/04/05
0.51,0.07,-0.2,-0.09,-0.03,0.239,-0.282,-0.18,-0.11,-0.48,-0.15,-0.19,-0.17,0.033,-0.21,0.28,0.06,-0.73,0.14,0.06,0.02,0.65,0.38,0.02,0.17,0.159,-0.645,0.09,0.08,-0.05,0.43,-0.2,-0.38,0.19,-0.7,-0.1,0.01,-0.191,0,10/03/01@14/13/01
0.016,-0.121,0.11,-0.015,0.148,0,-0.089,0.189,0.409,0.428,0.416,0.503,0.028,0.197,0.058,0.168,-0.076,0.196,-0.588,-0.614,0.102,0.304,0.432,0.329,0.072,-0.14,0.071,0.079,-0.114,-0.254,-0.581,0.169,0.499,0.51,0.153,0.576,-0.579,0.07,-0.209,10/03/05/03@16/01@20/09/07@42/04/03
0.018,0.064,0.26,0.266,0.597,0.642,0.033,0.24,0.337,0.38,0.469,0.392,0.219,0.571,0.36,0.212,0.024,0.136,0.117,-0.309,-0.076,0.482,0.374,0.209,0.408,0.217,0.274,0.324,0.176,-0.073,-0.403,0.256,0.847,0.659,0.712,-0.127,?,-0.116,-0.04,10/03/01@42/01
?,0.014,-0.356,-0.308,-0.287,-0.248,?,0.054,-0.309,0.156,-0.062,-0.227,?,?,?,-0.027,-0.429,-0.104,-0.156,-0.027,0.261,0.426,-0.05,-0.019,0.093,0.131,-0.601,-0.454,-0.444,-0.311,0.682,-0.159,-1.296,-1.058,-0.37,-0.026,0.128,0.352,-0.261,10/03/01/01/11@10/03/04/09@20/09/14@42/04/05
0.239,-0.9,-1.01,-0.98,-0.63,-1.3,-0.351,-0.45,0.87,-0.36,-0.24,-0.24,0.284,-0.261,-0.115,-2.329,-2.325,-1.728,-1.565,-1.203,-1.633,-2.115,-0.674,?,-1.939,-2.387,?,?,-1.892,-1.021,-1.321,-1.627,1.66,2.89,0.93,0.031,0.126,-1.109,-0.969,32/01@34/01/01/03
-0.07,-0.06,-0.029,-0.134,-0.044,0.031,0.211,0.26,-0.1,0.072,-0.185,0.259,-0.056,0.347,0.187,-0.986,-0.652,-0.202,0.151,0.407,-0.165,0.727,0.269,-0.439,-0.39,-0.058,0.44,0.246,0.124,0.094,0.335,0.047,-1.225,-1.078,-1.033,-0.069,0.071,0.566,0.285,01/01@01/05/13@01/20/31@14/07/09
0.15,-0.02,0.415,0.111,0.144,0.353,0.185,0.633,0.734,0.905,0.943,0.936,0.319,0.599,0.44,0.335,0.318,0.473,-0.051,0.19,-0.153,-0.106,-0.47,0.225,0.543,0.533,0.336,0.301,0.193,0.055,-0.506,0.167,0.1,0.009,-0.411,-0.072,0.117,-0.313,0.105,10/01/05/01@16/17/09
-0.26,-0.04,0.02,-0.15,-0.31,-0.12,0.44,-0.24,-0.23,-0.5,-0.16,-0.37,0.12,-0.087,0.02,0.53,1.11,-0.21,0.5,0.294,0.17,0.467,0.4,0.25,-0.1,-0.185,0.04,0.23,-0.19,0.6,0.56,0.23,-0.48,-0.76,-0.43,-0.16,-0.12,0.42,0.2,10/01/03/05@10/01/05/01@16/03/01
0.03,-0.056,0.212,0.063,0.06,0.042,0.167,0.02,0.113,0.415,0.342,0.123,0.03,0,0.081,0.481,0.455,0.488,-0.001,0.062,-0.041,0.256,-0.01,-0.282,-0.077,-0.171,-0.05,0.354,0.022,0.085,0.073,0.127,0.317,0.126,-0.124,-0.114,0.083,-0.013,-0.136,01/04@10/01/05/01@10/01/05/03/01@10/01/05/03/03@10/03/02/01@16/01@16/03/01@16/19/03@32/01/09@42/10/03
0.048,0.24,0.35,0.21,0.119,0.34,0.21,0.18,-0.14,0.25,0.13,0.04,0.29,0.11,0.36,0.29,0.25,0.41,0.04,-0.1,0.43,0.01,-0.12,0.73,0.36,0.12,0.24,0.25,0.049,0.17,-0.99,0.29,1.07,1.41,0.58,-0.24,0.05,?,-0.08,10/01/03@10/01/05/01@10/01/09/05@10/03/01/03@16/03/03@32/01/09@42/10/03
0.138,0.05,0.33,0.18,0.12,0.17,0.103,0.05,0.05,0.27,0.29,0.1,-0.068,-0.143,-0.029,0.36,0.41,0.44,0.01,0.23,-0.035,0.474,-0.313,0.15,-0.05,0.05,-0.16,-0.25,-0.15,-0.12,1.47,0.166,-0.04,-0.24,-0.29,0.12,-0.024,-0.282,-0.18,10/01/05/01@32/01
-0.054,0.279,0.258,0.177,0.2,-0.079,0.083,-0.337,0.093,-0.316,-0.096,-0.287,-0.041,-0.133,0.057,0.277,0.372,0.352,0.215,-0.115,-0.062,0.239,-0.01,0.133,0.305,0.221,0.086,0.199,0.094,0.15,-0.074,0.472,0.322,-0.277,-0.209,-0.209,0.175,0.27,0,01/04@10/01/05/01@16/19/03
0.115,0.115,0.09,0.359,0.457,0.422,0.159,-0.078,0.076,0.036,0.164,0.188,0.165,0.102,0.041,-0.138,0.429,-0.118,0.413,0.378,-0.194,0.074,-0.296,-0.071,-0.361,-0.76,-0.612,-0.164,-0.212,-0.167,0.124,-0.048,1.072,0.923,0.37,-0.098,0.008,-0.312,-0.222,99
-0.262,-0.42,-0.43,-0.28,-0.57,-0.67,-0.046,-0.08,0.04,-0.05,-0.1,-0.05,-0.157,-0.233,-0.186,-0.019,-0.134,0.033,-0.668,-0.388,0.013,0.26,-0.098,-0.396,?,-0.568,?,-0.337,-0.214,-0.401,-0.757,0.043,0.2,0.19,0.11,0.046,?,-0.465,-0.578,10/01/03/05@10/01/05/01
0.01,-0.376,-0.205,-0.32,-0.512,-0.745,0.08,0.048,0.18,0.08,0.086,0.162,-0.01,-0.03,-0.02,-0.086,0.012,0.137,-0.832,-0.63,-0.073,-0.48,-0.852,-0.339,-0.093,-0.259,0.032,-0.204,-0.012,-0.025,-0.881,-0.481,0.334,-0.048,0.206,-0.036,0.124,-0.473,-0.08,10/01/03/05@10/01/05/01
-0.189,0.237,0.536,0.558,0.682,0.521,-0.02,-0.131,0.261,?,0.577,0.565,0.401,0.29,0.45,1.132,1.076,0.969,0.398,0.271,-0.017,0.356,-0.279,0.102,-0.086,-0.134,-0.086,-0.339,0.147,0.461,-0.741,0.024,0.067,0.482,-0.047,-0.115,0.194,0.046,-0.194,10/01/02@10/01/05/01@10/01/05/03/03@10/01/09/05@10/03/02@16/03/01@16/19/03@32/01/09@34/11/03/07@41/01/01@42/10/03
?,-0.522,-0.005,-0.406,-0.324,-0.369,0.17,0.172,0.196,0.388,0.318,0.45,-0.184,0,0.057,-0.081,0.017,0.101,-0.555,-0.401,0.132,-0.031,-0.342,0.533,0.274,0.122,0.094,-0.293,0.009,-0.089,-0.144,0.083,0.206,-0.062,-0.129,-0.098,0.084,-0.118,-0.132,10/01/05/01@32/01
-0.256,-0.385,-0.202,0.064,-0.031,0.037,-0.369,0.122,0.205,0.091,0.139,0.445,-0.345,-0.046,-0.202,0.155,0.035,0.515,0.499,0.04,0.412,0.587,0.303,0.008,-0.038,0.149,0.288,0.168,0.258,0.199,-0.273,0.424,-0.092,-0.008,0.196,0.67,-0.724,0.581,-0.081,10/01/05/03/01@10/03/02
?,?,?,?,?,?,?,?,?,?,?,?,?,0.585,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.193,1.138,?,?,01/03/07@10/01/03@10/01/05/01@16/01@16/19/03
-0.16,0.076,-0.108,-0.068,?,-0.117,0.224,-0.006,0.167,-0.071,0.097,-0.233,0.121,0.133,-0.085,-0.363,-0.322,-0.77,-0.449,-0.566,-0.129,0.184,0.227,-0.35,-0.06,-0.024,-0.165,0.24,0.075,-0.051,-3.256,-0.044,0.129,-0.224,-0.819,-0.224,0.15,0.398,0.085,10/01/05/01@10/01/05/03/03@32/01/09
-0.085,-0.079,-0.067,-0.17,-0.345,-0.213,-0.327,-0.218,-0.204,?,0.042,-0.239,-0.561,-0.579,-0.354,0.05,-0.242,-0.328,-0.566,?,0.195,0.283,-0.065,-0.209,-0.037,-0.288,-0.399,-0.315,-0.227,-0.314,0.606,0.007,0.531,0.177,0.094,-0.108,0.056,0,0.248,10/01/05/01
-0.18,1.13,1.3,1.55,1.68,1.49,-0.03,0.15,0.45,0.56,0.58,0.56,0.53,0.59,0.42,0.86,0.82,0.68,0.94,1.42,-0.03,0.59,0.64,-0.16,-0.81,-0.81,-0.32,-0.09,0.33,0.22,-0.19,0.15,0.6,0.66,-0.28,0.67,-0.57,-0.06,-0.4,01/03/16@10/01/05/01@32/01
-0.11,0.05,-0.17,-0.17,-0.356,-0.06,0.083,-0.05,-0.02,-0.37,-0.27,-0.16,0.18,-0.04,-0.36,0.44,1.07,0,0.44,0.69,0.25,0.32,0.21,0.3,0.39,0.3,0,-0.03,-0.024,0.366,0.51,0.2,-0.73,-0.75,-0.39,-0.35,-0.38,0.49,0.32,10/01/05/01@14/04@20/09/01
-0.368,-0.591,-0.118,0.037,0.021,-0.031,-0.017,0.395,0.367,0.644,0.575,0.713,-0.049,0.33,0.065,0.515,0.2,0.484,-0.274,0.102,0.494,0.19,0.424,0.419,0.681,0.345,0.165,0.237,0.262,0.24,-0.543,0.172,0.441,0.42,0.158,0.645,-0.658,0.262,-0.069,10/01/05/01@10/01/05/03/01@10/01/09/03
-0.13,0.14,0.12,0.09,-0.2,-0.08,-0.04,-0.19,-0.06,-0.32,-0.05,-0.36,0,-0.18,-0.07,0.21,0.71,0.12,-0.12,0.04,0.44,0.15,0.26,0.07,0.49,0.15,0.1,0.03,0.11,0.72,0.17,0.17,-0.819,-0.36,-0.94,-0.47,-0.18,0.272,0.15,01/03@01/04@10/01/03@10/01/05/03/01@10/03/01/02@10/03/01/03@10/03/02@14/07/03@32/01/09
0.06,?,?,?,?,?,0.338,0.352,0.156,0.34,0.412,0.253,0.259,-0.168,-0.237,0.688,0.58,0.346,0.22,0.148,0.182,0.62,0.643,0.187,?,0.28,-0.161,0.279,0.246,-0.21,0.243,-0.144,0.034,-0.064,-0.143,-0.276,0.004,0.132,-0.03,10/01/05/01@10/01/05/03/01@10/01/05/03/03@32/01/09@34/11/03/07@42/10/03
-0.411,-0.623,-0.327,-0.356,-0.256,-0.44,0.018,0.096,0.028,0.04,-0.14,-0.073,-0.371,-0.489,-0.348,0.023,0,-0.006,-0.455,-0.414,0.363,-0.046,0.699,0.267,0.333,0.075,0.151,0.064,0.026,-0.254,0.118,0.739,0.415,0.251,0.159,0.798,-0.743,0.243,?,10/01/05/01@10/01/05/03/01@10/01/05/03/03@10/03/02@16/01@32/01/09@34/11/03/07@42/10/03
-0.1,-0.127,-0.022,0.096,?,?,0.112,?,0.019,-0.177,-0.029,-0.1,-0.126,0.074,0.07,0.198,0.515,-0.565,0.307,-0.223,-0.141,0.341,-0.229,-0.085,?,-0.186,-0.046,0.757,-0.081,0.431,0.076,?,?,-0.689,-0.716,0.159,-0.041,0.464,0.245,99
0.02,0.01,0.25,0.134,0.241,0.254,0.355,0.169,0.145,0.541,0.511,0.364,0.11,0.13,0.06,0.292,0.41,0.501,-0.007,0.166,-0.236,-0.171,-0.696,0.184,0.099,-0.006,-0.181,-0.12,-0.24,-0.407,-0.143,-0.041,1.331,0.771,0.706,-0.016,0.27,0.034,-0.079,10/01/05/01@16/03/01@32/01/09
-0.18,0.146,0.184,-0.016,?,-0.018,0.048,-0.007,0.263,0.125,0.086,0.144,0.152,-0.046,-0.096,0.503,0.499,-0.151,-0.313,-0.287,0.181,0.108,0.835,0.213,-0.072,-0.584,-0.65,-0.44,-0.048,-0.129,0.504,0.006,0.816,0.184,0.055,-0.01,0.119,0.006,-0.588,10/01/05/01@10/03/01/03@32/01/09
0.166,?,0.223,-0.285,-0.022,-0.067,0.164,0.044,-0.101,0.007,-0.15,-0.241,-0.02,-0.304,0.332,0.479,0.906,0.24,0.305,0.826,0.207,0.379,0.35,0.076,0.525,0.628,0.398,0.358,0.463,0.132,?,0.517,0.502,0.443,-0.105,-0.192,0.006,0.567,0.272,10/01/05/01@10/03/01/03@32/01/09
-0.171,-0.34,-0.05,0.02,-0.21,-0.12,-0.305,-0.03,0.4,0.14,0.23,0.41,-0.26,-0.028,-0.218,-0.143,0.008,0.12,-0.249,-0.244,-0.092,-0.022,0.063,0.018,0.194,-0.024,-0.108,-0.068,-0.179,-0.293,0.318,0.142,0.18,0.32,0.24,-0.08,0.034,0.191,0,10/01/05/01@14/07/05@14/10@14/13/01/01@16/01@16/03/01
-0.242,0.026,0.157,0.087,0.251,0.081,0.166,-0.117,-0.168,0.031,0.142,-0.009,0,0.276,0.372,0.445,0.203,0.56,0.55,0.582,0.401,0.335,0.179,0.026,-0.123,-0.456,-0.516,0.096,0.309,0.319,0.173,0.322,-0.313,-1.36,-1.113,-0.038,0.079,-0.184,-0.353,10/01/05/01@10/03/03
-0.151,-0.446,-0.129,-0.24,-0.19,-0.479,-0.047,0.115,0.568,-0.008,0.005,-0.038,-0.168,-0.016,-0.037,-0.416,-0.158,0.293,-0.455,-0.151,-0.089,-0.04,-0.134,0.08,0.127,0.227,0.122,0.332,0.251,-0.212,-0.056,0.054,-0.559,-0.008,-0.072,-0.106,0.171,-0.298,-0.297,10/01/05/01@10/01/05/03/01@10/03/01/02@10/03/01/03@16/03/01@18/02/01@32/01/09
-0.064,-0.495,-0.157,-0.209,0.159,0.14,0.293,0.321,0.285,0.254,0.498,0.493,-0.04,0.152,0,0.131,0.23,0.102,-0.04,0.237,0.049,0.503,0.284,0.269,0.409,0.448,0.322,-0.849,0.264,0.263,0.191,0.118,-0.778,-0.475,-0.038,-0.187,0.035,0.346,0.006,01/03/16/03@10/01/05/01@10/01/09/05@10/03/01/02@10/03/01/03@16/03/01@32/01/09@42/01
-0.177,-0.238,-0.333,-0.232,-0.353,-0.454,0.229,-0.197,-0.182,-0.299,-0.17,-0.17,-0.127,-0.242,-0.031,0.009,?,0.282,-0.338,0.33,-0.705,?,1.201,-0.584,-0.592,-0.266,-0.235,-0.049,-0.138,-0.119,-0.545,?,0.006,-0.39,0.031,0.517,-0.379,?,-0.349,10/01/05/01@10/03/01/02@10/03/01/03@11/02/03/04@16/01@32/01/09
0.1,-0.175,-0.034,-0.051,0.027,-0.037,-0.13,0.013,0.265,0.277,0.483,0.332,-0.29,0.22,0.23,0.059,-0.212,-0.071,-0.301,-0.355,-0.004,0.398,0.758,0.132,0.291,0.019,0.103,0.017,-0.103,-0.276,-0.353,0.484,-0.069,-0.213,-0.281,-0.204,0.114,0.02,-0.283,10/01/02@10/01/03/05@10/03/01@10/03/02@16/03/01@16/19/03
-0.025,0.05,0.24,0.39,0.43,0.15,-0.419,-0.14,-0.184,-0.12,-0.2,0.01,0,0.149,0.044,0.14,-0.16,0.1,0.27,-0.24,0.42,0.865,0.319,-0.18,0.41,0.211,0.07,0.21,0.42,0.45,-0.272,?,-0.67,-0.76,-0.49,-0.15,0.161,0.027,-0.32,10/01/03/03@10/01/03/05
0.016,-0.585,0.764,-0.348,-0.202,-0.213,0.213,0.027,-0.277,0.197,0.399,-0.078,0.158,0.363,0.36,0.746,-0.274,-0.798,0.578,0.94,0.232,0.522,-0.011,0.011,-0.075,0.62,?,1.217,?,?,0.419,0.684,-0.472,-0.529,?,0.222,-0.538,?,-0.087,10/01/03/05@10/01/05/01@16/01@16/03/01@32/01/09
0.052,-0.098,-0.187,0.105,0.212,0.206,0.571,0.316,0.189,0.242,0.304,0.518,0.159,0.279,0.033,-0.594,-0.519,0.125,-0.149,-0.163,-0.646,0.141,-0.267,-1.1,-0.976,-0.49,-0.152,0.128,-0.481,0.178,?,-0.174,-0.688,-1.064,-0.408,0.791,-0.623,0.081,-0.09,10/01/03/05@10/01/09/05@11/02/03/01
0.079,0.63,1.22,1.11,1.31,1.31,0.567,0.72,0.76,1.4,1.15,1.43,?,1.292,1.341,-0.58,-0.8,-0.95,-0.47,-0.41,-0.283,0.445,0.004,-0.55,-0.65,-0.93,-1.01,-0.36,0.01,0.35,-1.182,0.181,-1.16,-0.89,-1.67,0.02,0.173,-0.255,0.13,10/01/03/05@10/01/05/01@16/01@16/03/01@18/02/01
?,0.09,0.341,0.02,-0.11,0.14,0.181,-0.06,-0.24,-0.18,0.08,0.143,0.18,0.14,0.232,0.26,0.42,-0.14,0.2,0.29,0.38,0.331,0.27,-0.05,-0.12,0.06,-0.12,0.527,-0.02,0.33,0.54,0.22,-0.773,-0.39,-1.17,-0.02,0.03,0.66,-0.15,10/01/02@10/01/03/05@10/01/05/01@10/01/05/03/01@10/01/05/03/03@10/01/09/05@10/01/11@10/03/01/01@10/03/04@16/01@16/03/01@16/19/03@34/05/01
