@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___30_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___60_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___120_min                              numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___5_min                          numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___60_min                         numeric
@ATTRIBUTE wt_plus_gamma_10_min                                             numeric
@ATTRIBUTE wt_plus_gamma_90_min                                             numeric
@ATTRIBUTE DES460_wt___mock_irradiation___5_min                             numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1_Plus_heat_20_min                                     numeric
@ATTRIBUTE MHY1_dun1_Plus_heat_20_min                                       numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type                                      numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
0.208,0.302,0.698,-0.079,-0.03,0.132,0.274,0.469,-0.197,0.387,0.081,0.136,?,11/04/03/01@12/04@14/01@14/04@14/07@16/01@16/02@16/03/03@16/19@30/05@32/01/11@36/20/18@40/01/03@40/10/02
0.076,0.033,-0.185,?,-0.366,-0.764,0.092,0.072,0.17,-0.215,-0.397,-0.517,?,10/03@12/01@14/01@14/04@14/07/09@16/01@30/01/09/03@30/05@32/01/03@34/01/01/01
-0.136,-0.14,-0.092,0.394,0.074,0.09,-0.461,-0.318,-0.848,-0.403,-0.912,-0.719,-0.286,10/01/09/05@11/02/03/04/03@14/01@14/04@16/01@18/02/09@42/04@42/10/03
1.01,0.56,0.12,0.556,1.33,1.23,0.01,-0.7,-0.33,2.13,2.43,2.31,-0.63,14/01@14/07@20/01/15
0.433,0.793,1.019,-0.064,0.149,0.195,0.078,-0.253,0.002,1.001,0.739,0.676,0.561,14/01@14/07@20/01/13
-0.473,-0.506,-0.322,-0.41,-0.405,-0.276,0.034,-0.161,0.133,0.152,0.16,-0.112,0.312,01/04@01/05@01/06/10@11/04/03@14/07/03@30/01@32/01/07
-0.401,-0.474,-0.159,0.149,0.231,0.094,-0.931,0.423,-0.761,-0.857,-1.932,-1.31,0.709,14/01
-0.117,-0.23,0.192,0.096,-0.077,-0.135,0.339,-0.053,0.207,0.564,0.015,-0.063,0.151,01/03/01@01/04@02/45
0.17,0.26,0.33,-0.054,0.19,0.09,0,0.14,-0.279,0.15,0.23,-0.02,-0.373,01/05/02@01/05/03@14/07/02/02
0.012,0.038,-0.08,-0.676,-0.196,-0.281,0.243,0.122,-0.43,-0.094,-0.36,-0.252,-0.331,01/03/01@01/05/02/01@01/05/03@01/06/02/01@14/07/01@14/07/02/01@14/07/02/02@16/01
0.314,0.066,?,0.235,-0.283,0.094,-0.207,-0.291,0.172,?,-0.575,-0.749,0.652,01/05@14/07/02/01
-0.089,0.013,0.056,0.03,0.008,-0.146,0.208,0.207,-0.419,-0.607,-1.262,-1.047,0.405,01/05@14/07/02/01
0.612,0.815,1.069,0.273,0.263,0.486,0.794,0.141,0.171,0.872,0.994,0,?,01/05@14/07/02/01
-0.092,0.287,0.203,0.108,0.34,0.454,0.527,0.182,-0.184,0.749,0.606,0.347,-0.092,01/05@14/07/02/02
-0.041,0.396,0.512,0.093,0.07,0.329,-0.245,-0.04,-0.064,0.264,-0.089,-0.386,0.058,01/05/02/04@01/05/03@01/06/02/02@14/07/02/02
0.101,-0.038,0.132,0.566,-0.092,-0.044,0.206,-0.028,-0.096,0.678,0.064,0.107,0.055,01/05@14/07/02/01@14/07/02/02@42/01
-0.23,-0.219,-0.42,0.27,-0.161,-0.212,0.13,-0.23,-0.14,-0.35,-0.47,-0.44,-0.02,01/05@14/07/02/01
-0.27,-0.229,-0.045,0.13,-0.042,0.009,0.168,-0.166,-0.373,0.396,0.406,-0.232,0.131,01/05@14/07/02/01
-0.063,0.07,0.044,-0.03,-0.003,0.046,0.137,0.031,-0.362,0.361,0.102,0.185,-0.339,01/05@14/07/02/01@14/07/02/02@42/01
-0.197,-0.061,-0.265,0.096,-0.108,-0.133,?,-0.29,0.032,-0.108,0.231,-0.284,-0.217,01/05@14/07/02/01
-0.032,0.339,0.243,-0.016,-0.095,-0.046,0.23,0.134,0.017,0.034,-0.281,-0.022,0.055,01/05@14/07/02/01@14/07/02/02@42/01
0.591,0.544,0.763,0.092,0.276,0.392,0.117,-0.151,0.127,-0.192,-0.165,-0.27,-0.026,01/05@14/07/02/02
0.078,0.343,0.417,0.069,0.26,0.211,?,0.168,-0.32,0.166,-0.025,-0.422,-0.068,10/03@14/07/02/02
-0.02,-0.36,-0.06,-0.01,-0.32,-0.35,-0.17,0.08,-0.11,-0.01,-0.19,-0.53,-0.159,14/07/02/02
0.228,0.083,0.477,-0.04,0.161,0.055,0.31,0.036,-0.106,-0.14,-0.193,-0.573,-0.015,14/07/02/02
0.42,0.59,0.48,0.09,0.32,0.26,0.39,-0.01,0.14,0.46,0.55,0.19,-0.21,01/05@14/07/02/01@14/07/02/02@42/01
-0.09,-0.312,-0.233,0.576,0.035,-0.068,0.022,0.011,0.306,0.218,-0.352,-0.678,?,01/05@14/07/02/02@42/01
0.164,0.36,0.369,-0.202,0.425,0.244,-0.042,0.293,-0.381,0.673,-0.112,0.574,-0.451,01/05@14/07/02/01@14/07/02/02@42/01
-0.046,-0.123,-0.059,0.034,0.132,-0.011,0.097,0.111,-0.35,-0.143,-0.534,-0.221,-0.187,14/07/02@14/10
0.068,0.222,0.474,0.4,-0.299,-0.132,0.072,-0.025,0.089,-0.242,-0.029,0.313,0.168,01/05@14/07/02/02
-0.108,0.015,-0.089,0.246,0.408,0.171,-0.082,-0.417,0.036,-0.33,-0.444,-0.27,-0.122,01/05@10/03/01@14/07/02/02@20/09/16/02@42/01@43/01/03/09
0.468,0.895,0.855,0.194,0.25,0.384,0.53,0.196,0.131,0.807,0.366,0.415,-0.364,14/07/09
-0.946,-0.581,-0.616,-0.018,-0.337,-0.254,-0.44,-0.319,-0.835,-0.949,-1.369,-0.267,0.414,14/07
0.181,-0.135,-0.089,-0.411,-0.156,-0.257,0.029,0.063,0.121,-0.298,-0.198,-0.195,0.15,01/07/04@14/07/09
0.098,-0.165,0.089,0.14,-0.018,0.049,0.06,-0.357,0.093,0.538,-0.03,-0.1,-0.165,01/06/06/11
0.788,0.622,0.804,0.59,1.09,0.837,0.729,-0.457,-0.326,0.366,0.543,0.284,-0.682,01/06@14/07/01
-0.03,0.08,0.71,-0.31,-0.24,-0.31,0.02,0.3,-0.26,-0.12,-0.31,-0.42,-0.03,14/07/11@14/13/01
0.875,0.928,1.22,0.279,0.581,0.712,0.592,0.005,0.217,1.544,1.667,1.392,?,14/07
0.46,0.09,0.18,0.21,-0.07,0.18,0.14,-0.07,0.3,-0.44,-1.23,-0.2,0.384,14/07/11@16/17/09
-0.019,0.26,0.645,0.23,0.362,0.215,0.12,0.09,-0.312,0.036,-0.388,-0.352,-0.42,14/07/04
0.171,0.37,0.442,0.447,0.662,0.557,-0.067,-0.241,-0.587,0.033,-0.474,-0.025,-0.278,01/06@14/07/01
-0.368,-0.063,0.03,-0.102,-0.116,-0.061,0.013,0.374,-0.418,-0.24,-0.351,-0.119,-0.386,14/07/11@14/13
-0.251,0.153,-0.12,-0.48,-0.244,-0.131,-0.184,-0.463,0.011,-0.994,-0.579,0.064,0.11,01/06@14/07/01@14/07/11
0.051,-0.035,-0.07,?,0.352,0.41,-0.307,-0.276,-0.087,0.288,0.071,-0.205,?,01/05@01/06@14/07/04
0.404,0.143,-0.283,-0.224,0.34,0.01,0.001,-0.021,0.026,0.656,0.284,0.28,-0.334,01/06/02/01@01/06/02/02@14/07/01
-0.244,-0.489,-0.309,0.33,?,0.033,0.298,-0.338,-0.129,0.501,0.012,-0.286,-0.319,12/04/03
0.087,0.088,0.226,0.556,0.475,0.471,-0.29,-0.355,-0.246,0.26,-0.2,-0.473,0.535,01/04@16/19/03@18/02/01/01@20/03/25@32/01/11
-0.163,-0.052,0.263,?,-0.145,?,-0.712,-0.393,0.204,0.12,0.099,-0.541,0.156,01/01@01/04@12/07@14/07/03
-0.395,-0.357,-0.583,0.376,0.045,0.114,-0.343,-0.278,-0.756,-1.104,-1.605,-1.392,-0.098,12/04@12/07
-0.006,-0.199,-0.173,0.152,-0.054,-0.025,0.247,-0.025,-0.009,0.188,0.131,-0.32,0.335,12/04/01
-0.299,-0.25,-0.208,-0.589,-0.516,-0.818,-0.367,0.688,?,-1.531,-1.992,-1.728,?,12/01/01@12/04/02@16/01@16/07
-0.001,-0.511,-0.634,0.839,0.127,-0.003,-0.851,-0.348,-0.173,-1.576,-2.569,-2.087,0.586,12/01/01@12/04@16/01@16/03/03
-0.071,-0.4,-0.324,0.54,0.186,-0.009,-0.821,0.027,-0.501,-1.129,-2.018,-1.646,0.39,12/01/01@16/03/03
-0.231,-0.266,-0.296,0.932,0.256,0.085,-0.366,0.353,0.084,-1.953,-1.826,-1.74,0.575,12/01/01@12/04@16/01@16/03/03
-0.333,-0.857,-0.697,0.35,0.226,0.021,-0.863,-0.16,-0.485,-1.391,-2.661,-2.068,0.127,12/01/01@12/04@16/01@16/03/03
0.16,-0.42,-0.342,0.589,0.391,0.041,-0.793,0.03,-0.544,-1.825,-2.553,-1.948,0.272,12/01/01@12/04@16/01@16/03/03
-0.106,-0.379,-0.417,0.58,0.067,-0.019,-0.801,-0.267,-0.537,-1.329,-2.665,-1.964,0.374,12/01/01@12/04@16/01@16/03/03
-0.261,-0.39,-0.58,0.535,0.113,-0.385,-0.626,0.282,-0.17,-1.419,-1.726,-1.441,0.348,12/01/01@12/04@16/01
-0.501,-0.554,-0.852,0.284,-0.216,-0.112,-0.652,0.059,-0.307,-1.272,-1.652,-1.273,0.231,12/01/01@12/04@16/01
-0.21,-0.45,-0.52,0.554,0.54,0.38,-0.53,-0.12,0.06,-1.36,-2.05,-1.39,0.201,12/01/01@12/04@16/01
-0.188,-0.442,-0.585,0.783,0.276,0.103,-0.552,0.043,-0.592,-1.106,-2.417,-1.633,?,12/01/01@16/01
-0.22,-0.77,-0.69,0.467,0.15,-0.02,-0.967,-0.16,-0.576,-1.431,-2.611,-1.972,-0.024,12/01/01@12/04@16/01
-0.171,-0.408,-0.507,0.492,0.156,0.033,-0.749,-0.114,-0.438,-0.993,-1.995,-1.3,0.241,12/01/01@12/04@16/01@16/03/03@16/05
-0.631,-1.099,-1.429,0.252,-0.106,-0.152,-0.899,-0.579,-0.675,0.523,-0.332,0.086,-0.284,12/01/01@12/04@16/01@16/03/03@16/05
-0.4,-0.47,-0.53,0.089,-0.21,-0.25,-0.44,-0.16,-0.37,-1.46,-2.67,-1.82,-0.099,12/01/01@12/04@16/01
-0.33,-0.4,-0.54,0.183,0.02,-0.32,-0.5,-0.07,-0.267,-1.28,-1.81,-1.18,0.225,12/01/01@12/04@16/01
-0.348,-0.287,-0.313,0.304,0.068,-0.213,-0.507,0.105,-0.327,-1.23,-2.019,-1.321,0.097,12/01/01@12/04@16/01
-0.276,-0.532,-0.54,0.81,0.459,0.285,-0.375,-0.246,-0.24,-1.851,-3.095,-2.716,0.154,12/01/01@12/04@16/01@16/03/03
-0.938,-1.101,-1.071,0.747,0.143,0.159,-0.764,-0.141,-1.235,-0.8,-2.235,-1.527,?,12/01/01@12/04
-0.576,-0.715,-0.492,?,-0.212,-0.279,-0.774,-0.126,-0.607,-1.279,-2.125,-1.752,0.086,12/01/01@12/04@16/01@16/03/03
-0.427,-0.651,-0.772,0.71,0.208,0.14,-0.502,-0.358,-0.535,-1.243,-2.214,-1.581,-0.17,12/01/01@12/04@16/01
-0.349,-0.399,-0.438,0.127,0.094,0.051,-0.926,-0.059,-0.951,-1.839,-2.852,-2.699,0.059,12/01/01@12/04@16/01
-0.299,-0.417,-0.454,0.14,0.069,-0.051,-0.658,-0.084,-0.823,-1.888,-2.824,-2.493,-0.326,12/01/01@12/04@16/01
-0.654,-0.688,-0.99,0.06,-0.392,-0.6,-0.579,-0.265,-0.467,-1.118,-2.277,-1.631,-0.168,11/04/01@11/04/03/01/10@12/01/01@12/04@12/07@16/01
-0.344,-0.356,-0.757,0.7,0.092,-0.026,-0.935,-0.286,-0.434,-1.224,-2.53,-1.375,1.021,12/01/01@12/04@16/01
-0.102,-0.33,-0.52,0.48,-0.27,-0.15,-0.49,-0.09,0.21,-1.27,-1.95,-0.28,0.36,12/01/01@12/04@16/01
-0.583,-0.752,-0.829,0.347,-0.135,-0.153,-0.591,-0.165,-0.606,-0.607,-1.644,-0.983,?,12/01/01@12/04@16/01
-0.255,-0.528,-0.572,0.51,0.147,-0.137,-0.25,-0.252,-0.464,-1.252,-2.137,-1.698,0.062,12/01/01@12/04@16/01
-0.27,-0.413,-0.506,0.62,0.051,-0.012,-0.719,-0.4,-0.392,-1.558,-2.49,-2.029,-0.077,12/01/01@12/04@16/01
-0.475,-0.798,-0.894,0.624,0.076,0.036,-0.487,-0.313,-0.38,-0.957,-2.056,-1.739,-0.122,12/01/01@12/04@16/01
-0.36,-0.713,-0.761,0.49,-0.136,-0.33,-0.705,-0.004,-0.461,-0.874,-1.229,-0.983,0.048,12/01/01@12/04@16/01@16/03/03@16/17/09
-0.581,-0.524,-0.385,0.02,-0.028,-0.252,-0.335,-0.078,-0.359,-0.817,-1.398,-1.345,-0.203,12/01/01@12/04@14/07/05@14/07/07@14/13/01/01@16/01@16/17/09@32/01
-0.339,-0.878,-0.674,0.25,0.122,0.035,-0.273,0.079,-0.282,-1.637,-1.998,-0.783,-0.076,12/01/01@16/01
-0.43,-0.51,-0.57,0.229,0.08,-0.07,-0.58,0.27,-0.149,-1.35,-2.01,-1.61,-0.333,12/01/01@12/04@16/01
0.201,0.099,0.24,0.442,-0.007,-0.26,-0.992,-0.086,?,-1.352,-2.648,-2.041,?,12/01/01@12/04@16/01@16/03/03
-0.044,-0.576,-0.387,0.344,-0.059,-0.056,-0.827,0.092,-0.706,-1.486,-2.804,-1.88,0.412,12/01/01@16/03/03
-0.472,-0.515,-0.423,0.418,-0.19,-0.219,-1.109,-0.366,-0.515,-1.418,-2.349,-1.633,0.322,11/02/03/04@12/01/01@12/04@16/01@16/03/03
-0.407,-0.492,-0.708,0.811,-0.118,-0.051,-1.031,-0.343,-0.625,-1.466,-2.743,-1.941,0.008,12/01/01@12/04@16/01@16/03/03
-0.242,-0.41,-0.479,0.594,0.32,0.174,-0.855,-0.149,-0.384,-1.162,-2.271,-1.499,0.089,12/01/01@12/04@16/01@16/03/03
-0.269,-0.522,-0.475,0.32,0.105,-0.051,-0.793,-0.328,-0.469,-1.829,-2.515,-2.064,0.286,12/01/01@12/04@14/10@16/01@43/01/03/05
-0.363,-0.574,-0.395,0.38,-0.103,-0.143,-0.399,0.586,-0.712,-1.634,-2.441,-1.93,0.455,12/01/01@12/04@14/10@16/01@43/01/03/05
-0.637,-0.696,-0.791,0.534,-0.264,-0.137,-0.686,-0.301,-0.507,-1.238,-2.307,-1.6,-0.099,12/01/01@12/04@16/01
-0.387,-0.285,-0.426,0.419,-0.652,-0.366,-0.817,-0.391,-0.638,-1.11,-2.011,-1.284,-0.168,12/01/01@12/04@12/07@16/01@16/03
-0.386,-0.502,-0.671,0.483,-0.121,-0.257,-0.438,-0.425,-0.648,-1.267,-2.175,-2.11,-0.377,12/01/01@12/04@16/01
-0.524,-0.757,-0.585,0.438,-0.326,-0.235,-0.361,-0.037,-0.734,-0.722,-1.486,-1.51,-0.333,12/01/01@12/04@16/01@16/03/03
-0.415,-0.502,-0.571,0.588,0.207,0.057,-0.59,-0.332,-0.582,-1.574,-2.917,-2.275,0.257,12/01/01@12/04@16/01
-0.384,-0.422,-0.601,0.767,0.451,0.244,-0.853,-0.502,-0.352,-1.306,-2.423,-1.837,-0.074,12/01/01@12/04@16/01
-0.421,-0.699,-0.991,0.429,-0.242,-0.048,-0.371,-0.468,-0.507,-1.361,-2.467,-1.536,-0.377,12/01/01@12/04@16/01
-0.003,-0.352,-0.433,0.728,0.381,0.44,-0.43,-0.167,-0.24,-1.494,-2.638,-1.902,0.172,12/01/01@12/04@16/01
-0.51,-0.623,-0.508,0.615,0.265,-0.276,-0.479,-0.041,-0.301,-1.353,-2.236,-1.558,0.003,12/01/01@12/04@16/01
-0.095,-0.3,-0.433,0.663,0.359,0.17,-0.482,-0.421,-0.328,-1.022,-2.014,-1.741,0.289,12/01/01@12/04@12/07@16/01
?,?,1,0.806,?,?,-0.418,0.341,-0.267,?,?,?,0.28,12/01/01@12/04@16/01
0.017,-0.424,-0.547,0.801,0.605,0.579,-0.658,0.248,-0.232,-1.307,-2.511,-1.797,0.368,12/01/01@12/04@16/01
-0.593,-0.773,-0.818,0.07,-0.353,-0.301,-0.619,-0.197,-0.599,-0.704,-1.563,-1.17,-0.476,12/01/01@12/04@16/01@16/17/09
-0.057,-0.205,-0.081,0.436,-0.213,-0.192,?,0.045,-0.405,-1.457,-2.891,-1.824,-0.07,12/01/01@12/04@16/01
-0.484,-0.62,-0.836,0.697,0.121,-0.04,-0.722,-0.333,-0.546,-1.664,-2.761,-2.578,0.139,10/01/05/01@12/01/01@12/04@16/01@32/01/09
-0.558,-0.97,-1.13,0.4,-0.126,-0.01,0.059,0.004,-0.14,-0.742,-1.37,-1.176,-0.07,12/01/01
-0.06,-0.041,-0.109,0.664,0.582,0.406,-0.142,0.189,-0.154,-0.978,-1.294,-1.851,-0.046,12/01/01@12/04@14/07/05@14/13/01/01@16/01@16/17/09
-0.28,-0.474,-0.362,0.63,0.01,-0.174,-0.64,-0.213,-0.221,-1.269,-2.317,-1.807,0.454,12/01/01@12/04@16/01
-0.29,-0.38,-0.46,0.8,0.62,0.44,-0.477,-0.12,-0.298,-2.11,-2.89,-2.6,0.062,12/01/01@12/04@16/01
-0.2,-0.65,-0.63,0.347,0.18,0.03,-0.813,-0.257,-0.437,-1.039,-1.93,-1.66,0.187,12/01/01@12/04@12/07@16/01@16/03/03
0.489,0.006,0.327,0.481,0.405,0.376,0.436,-0.199,0.306,0.533,0.069,-0.485,-0.331,12/01/01@42/16
0.173,-0.459,-0.268,0.468,0.606,0.532,0.131,-0.061,-0.275,-0.213,-0.494,-0.668,-0.684,12/01/01@42/16
-0.11,-0.91,-0.62,0.4,0.32,0.08,0.44,-0.56,-0.49,0.15,-0.21,-0.61,-1.124,12/01/01@42/16
0.129,-0.284,-0.006,0.354,0.29,-0.054,0.385,0.016,0.04,-1.262,-1.302,-1.032,-0.408,12/01/01@42/16
-0.137,-0.006,-0.06,-0.478,-0.282,-0.196,0.543,0.001,-0.065,-0.821,-0.353,0.065,-0.179,12/01/01@42/16
0.082,-0.346,0.011,0.456,1.043,0.593,0.789,-0.373,?,0.313,0.114,-0.546,-1.175,12/01/01@42/16
0.24,-0.33,-0.11,0.168,0.56,0.13,0.382,-0.453,-0.149,0.473,0.111,-0.168,-0.599,12/01/01@42/16
0.21,-0.23,0,0.273,0.4,0.2,0.112,-0.208,-0.446,-0.02,-0.18,-0.49,-1.068,12/01/01@42/16
-0.03,-0.32,-0.14,0.048,0.2,-0.03,0.036,-0.115,0.012,-0.68,-0.79,-0.42,-0.454,12/01/01@42/16
0.422,-0.139,-0.031,0.148,0.357,0.173,0.36,0.084,-0.267,0.415,0.133,-0.1,-0.664,12/01/01@42/16
0.14,-0.35,-0.24,0.143,0.05,-0.16,0.39,-0.31,0.07,0.49,0.03,-0.13,-0.78,12/01/01@42/16
0.317,-0.424,-0.098,0.294,0.21,0.272,0.352,-0.342,0.352,0.146,0.17,-0.599,-0.156,12/01/01@42/16
0.133,-0.038,0.356,0.04,0.259,0.247,?,-0.292,-0.558,0.373,0.121,-0.166,-0.967,12/01/01@42/16
