@RELATION 'eisen0.names'

@ATTRIBUTE alpha_0                                 numeric
@ATTRIBUTE alpha_7                                 numeric
@ATTRIBUTE alpha_14                                numeric
@ATTRIBUTE alpha_21                                numeric
@ATTRIBUTE alpha_28                                numeric
@ATTRIBUTE alpha_35                                numeric
@ATTRIBUTE alpha_42                                numeric
@ATTRIBUTE alpha_49                                numeric
@ATTRIBUTE alpha_56                                numeric
@ATTRIBUTE alpha_63                                numeric
@ATTRIBUTE alpha_70                                numeric
@ATTRIBUTE alpha_77                                numeric
@ATTRIBUTE alpha_84                                numeric
@ATTRIBUTE alpha_91                                numeric
@ATTRIBUTE alpha_98                                numeric
@ATTRIBUTE alpha_105                               numeric
@ATTRIBUTE alpha_112                               numeric
@ATTRIBUTE alpha_119                               numeric
@ATTRIBUTE elu_0                                   numeric
@ATTRIBUTE elu_30                                  numeric
@ATTRIBUTE elu_60                                  numeric
@ATTRIBUTE elu_90                                  numeric
@ATTRIBUTE elu_120                                 numeric
@ATTRIBUTE elu_150                                 numeric
@ATTRIBUTE elu_180                                 numeric
@ATTRIBUTE elu_210                                 numeric
@ATTRIBUTE elu_240                                 numeric
@ATTRIBUTE elu_270                                 numeric
@ATTRIBUTE elu_300                                 numeric
@ATTRIBUTE elu_330                                 numeric
@ATTRIBUTE elu_360                                 numeric
@ATTRIBUTE elu_390                                 numeric
@ATTRIBUTE cdc15_10                                numeric
@ATTRIBUTE cdc15_30                                numeric
@ATTRIBUTE cdc15_50                                numeric
@ATTRIBUTE cdc15_70                                numeric
@ATTRIBUTE cdc15_90                                numeric
@ATTRIBUTE cdc15_110                               numeric
@ATTRIBUTE cdc15_130                               numeric
@ATTRIBUTE cdc15_150                               numeric
@ATTRIBUTE cdc15_170                               numeric
@ATTRIBUTE cdc15_190                               numeric
@ATTRIBUTE cdc15_210                               numeric
@ATTRIBUTE cdc15_230                               numeric
@ATTRIBUTE cdc15_250                               numeric
@ATTRIBUTE cdc15_270                               numeric
@ATTRIBUTE cdc15_290                               numeric
@ATTRIBUTE spo_0                                   numeric
@ATTRIBUTE spo_2                                   numeric
@ATTRIBUTE spo_5                                   numeric
@ATTRIBUTE spo_7                                   numeric
@ATTRIBUTE spo_9                                   numeric
@ATTRIBUTE spo_11                                  numeric
@ATTRIBUTE spo5_2                                  numeric
@ATTRIBUTE spo5_7                                  numeric
@ATTRIBUTE spo5_11                                 numeric
@ATTRIBUTE spo__early                              numeric
@ATTRIBUTE spo__mid                                numeric
@ATTRIBUTE heat_0                                  numeric
@ATTRIBUTE heat_10                                 numeric
@ATTRIBUTE heat_20                                 numeric
@ATTRIBUTE heat_40                                 numeric
@ATTRIBUTE heat_80                                 numeric
@ATTRIBUTE heat_160                                numeric
@ATTRIBUTE dtt_15                                  numeric
@ATTRIBUTE dtt_30                                  numeric
@ATTRIBUTE dtt_60                                  numeric
@ATTRIBUTE dtt_120                                 numeric
@ATTRIBUTE cold_0                                  numeric
@ATTRIBUTE cold_20                                 numeric
@ATTRIBUTE cold_40                                 numeric
@ATTRIBUTE cold_160                                numeric
@ATTRIBUTE diau_540                                numeric
@ATTRIBUTE diau_660                                numeric
@ATTRIBUTE diau_780                                numeric
@ATTRIBUTE diau_900                                numeric
@ATTRIBUTE diau_1020                               numeric
@ATTRIBUTE diau_1140                               numeric
@ATTRIBUTE diau_1260                               numeric
@ATTRIBUTE class string

@DATA
0.11,-0.2,-0.01,-0.09,-0.27,0.34,0.06,-0.03,-0.1,-0.22,-0.15,-0.4,-0.27,-0.29,0.08,-0.23,0.16,0.01,1.21,-0.04,-0.32,-0.2,0.04,-0.34,-0.18,-0.03,-0.04,-0.4,-0.2,-0.06,0.07,-0.15,0.46,0.3,0.34,0.36,0.25,0.2,0.43,0.23,0.4,0.51,0.36,0.15,0.95,0.69,1.01,-0.32,-0.81,-0.76,0.85,0.94,0.9,0.25,1.4,1.61,-0.58,-0.04,-0.22,-0.15,-0.27,-0.38,-0.49,-0.58,0.1,0.28,-0.25,0.21,-0.06,-0.15,-0.79,-0.12,0.06,0.07,0.07,-0.34,0.25,1.73,0.72,GO0000011@GO0003924@GO0005525@GO0005769@GO0005770@GO0005829@GO0005886@GO0006623@GO0006895@GO0006897@GO0010008@GO0030139@GO0031966@GO0032511@GO0036010@GO0036258@GO0061709
-0.69,-0.29,-0.2,-0.04,-0.36,0.21,0.65,?,-0.51,0.08,-0.06,0.36,-0.32,-0.4,-0.43,-0.06,-0.36,-0.34,-0.1,-0.36,0.33,0.04,-0.06,-0.12,-0.23,0.19,-0.14,0.1,0.01,-0.01,-0.03,0.04,0.21,0.25,0.06,-0.27,-0.54,-0.38,-0.18,0.01,0.39,-0.67,-0.18,-0.22,-0.94,-0.04,-0.32,0.01,0.06,0.4,?,0.19,0.85,-0.15,0.45,0.52,0.73,0.56,-0.47,-0.23,-0.38,-0.01,-0.03,0.43,-0.09,0.1,-0.17,-0.1,-0.4,0.43,-0.14,0.18,0.11,-0.25,-0.27,-0.38,-0.42,-0.25,-0.38,GO0000126@GO0001112@GO0001156@GO0003677@GO0005654@GO0006355@GO0070896@GO0070898
-0.29,1.1,-0.2,-0.06,-0.42,0.44,0.32,0.7,0.42,0.06,0.03,-0.14,-0.18,-0.3,-0.29,0.1,0.18,0.29,-0.25,0.61,0.1,-0.43,0.23,0.14,0.32,-0.34,-0.34,-0.12,0.31,-0.25,-0.58,-0.3,-0.49,-0.12,0.4,0.81,0.51,-0.17,-0.1,0.3,0.71,0.19,0.12,0.11,0.19,0.07,0.23,0.29,0.69,0.11,0.9,0.88,1.07,0.45,0.49,0.58,0.75,0.54,-0.58,-0.69,-0.34,-0.56,-0.36,-0.12,-0.62,-0.56,-0.89,-0.54,-0.38,0.15,-0.03,-0.23,-0.04,-0.03,0.18,-0.42,-0.51,0.1,-0.74,GO0005737@GO0008113@GO0034599
-0.14,0.25,?,0.2,-0.01,0.23,-0.23,0.19,0.19,-0.18,0.19,0.25,0.26,-0.07,0.01,0.19,0.12,0.04,0.5,0.08,0.16,0.24,0.4,0.32,0.18,-0.17,-0.38,-0.3,0.3,-0.32,-0.23,-0.09,0.16,0.28,0.15,-0.1,-0.22,-0.09,0.16,0.25,0.4,-0.17,-0.14,0.63,0.33,-0.03,0.44,0.15,0.67,0.82,0.58,0.89,1,-0.01,0.04,0.1,1.05,0.76,-0.27,-0.62,-0.38,-0.3,-1.22,-0.12,-0.23,0.63,-0.89,-0.56,0.48,0.58,0.72,0.61,0.3,0.11,0.15,-0.23,-0.47,0.03,-0.51,GO0000245@GO0000387@GO0000398@GO0000932@GO0000956@GO0005681@GO0005688@GO0005730@GO0005732@GO0006364@GO0008033@GO0017070@GO0033962@GO0046540@GO1990726
-0.32,-1.18,-0.67,-0.4,-0.49,0.07,-0.25,-0.49,-0.17,-0.15,-0.58,-0.22,-0.36,-0.71,-0.86,-0.49,-0.42,-0.14,-0.29,-0.04,-0.22,0.06,0.16,-0.12,-0.58,-0.14,-0.3,-0.32,-0.03,-0.12,-0.67,?,-0.17,-0.47,-0.03,-0.03,-0.54,-0.03,-1.25,-0.09,-0.04,-0.15,-0.43,0.75,-0.3,-0.12,-0.22,-0.09,-0.03,0.11,0.98,0.68,0.9,-0.23,0.56,-0.34,0.41,0.62,-0.01,-0.22,0.29,0.08,-0.23,0.34,-0.71,0.08,-0.6,0.04,-0.32,0.53,0.2,0.06,-0.09,-0.22,-0.04,0.06,0.18,0.26,-0.38,GO0005739@GO0006364@GO0006397@GO0017004@GO0048255
-0.45,0.07,-0.03,0.26,-0.32,0.54,-0.36,0.01,?,0.37,0.16,0.12,-0.06,0.01,-0.1,0.32,0.08,0.14,0.28,0.11,-0.22,0.46,0.14,0.33,0.15,0.1,0.11,0.32,0.25,-0.12,-0.04,0.23,-1.18,-0.38,0.04,0.03,-0.92,0.12,-0.32,1.43,-0.4,-0.89,-0.64,0.36,-0.56,-0.43,-1.43,0.21,0.78,0.96,1.06,0.78,1.16,-0.09,0.32,0.04,1.17,1.48,-0.25,-0.17,-0.23,-0.07,-0.27,0.44,-0.04,-0.12,0.16,0.26,-0.27,?,0.21,0.91,-0.14,0.24,0.06,-0.38,-0.67,0.06,-0.45,GO0000209@GO0000288@GO0003723@GO0004842@GO0005634@GO0005737@GO0006351@GO0010498@GO0016567@GO0030015@GO0031087@GO0032968@GO0046872
0.1,-0.25,0.01,-0.09,0.03,0.01,-0.17,0.18,0.41,-0.03,0.45,0.4,-0.6,-0.1,0.07,0.4,-0.14,-0.15,-0.79,-0.29,-0.23,0.34,-0.04,0.1,0.07,?,-0.25,-0.14,-0.06,-0.43,-0.4,-0.1,0.14,0.19,-0.25,-0.18,-0.84,-0.54,-0.29,0.36,0.36,-1.03,-0.81,0.46,-0.86,0.06,-0.92,0.14,-0.43,0.2,0.88,0.75,0.73,-0.84,0.63,0.3,-0.23,-0.01,-0.09,-0.32,-0.04,0.21,-0.12,0.06,-0.43,-0.3,-0.27,-0.36,-0.09,-0.01,-0.07,0.62,0.32,0.16,0.24,-0.49,-0.42,-0.22,-0.34,GO0001680@GO0003723@GO0004810@GO0005524@GO0005634@GO0005737@GO0005759@GO0052927@GO0052928@GO0052929
-0.23,-0.92,-0.56,-0.67,-0.47,-0.22,0.07,0.31,-0.27,-0.17,-0.45,-0.1,-0.3,0.15,-0.32,-0.12,0.26,0.16,-0.79,-0.47,-0.54,-0.06,-0.06,0.08,-0.4,-0.42,-0.29,-0.14,-0.45,-0.4,-0.27,-0.42,-0.67,0.51,-0.34,-0.22,-0.36,-0.01,-0.27,-0.03,-0.22,-0.22,-0.71,0.32,-0.64,-0.4,-0.64,-0.07,?,?,?,0.01,-0.09,-0.42,-0.4,-0.3,1.05,1.41,-0.12,-0.29,-0.14,1.03,-0.1,0.11,-0.43,-0.58,-0.54,-0.56,0.14,0.38,0.48,1.53,0.14,0.06,0.01,-0.62,-0.51,0.04,-0.34,GO0001013@GO0001164@GO0001179@GO0005737@GO0006355@GO0006361@GO0042790@GO0070860
-0.58,-0.23,-0.84,-0.27,-0.09,0.11,-0.17,0.08,0.37,-0.12,0.11,-0.07,-0.04,0.18,0.32,0.54,-0.15,0.11,-0.04,0.18,0.2,0.36,0.11,0.29,0.23,0.2,0.33,0.2,0.01,0.24,0.32,0.11,-0.2,-0.07,-0.22,0.01,-0.6,-0.43,-0.34,0.55,0.41,-0.56,-0.4,0.25,-0.79,-0.79,-0.79,-0.03,0.34,0.77,0.5,0.34,0.62,-0.62,-0.36,-0.38,1.2,1.12,0.34,-0.34,-0.34,0.49,-0.12,0.4,-0.62,-0.69,-0.69,-0.64,0.12,0.16,0.57,0.92,0.08,-0.04,-0.18,-0.38,-0.4,-0.67,-0.74,GO0000920@GO0005543@GO0005737@GO0005856@GO0005933@GO0005935@GO0007118@GO0007266@GO0030010@GO0030427
-0.2,-0.17,-0.15,-0.34,-0.29,-0.36,0.07,-0.25,0.04,-0.1,0.03,-0.62,-0.15,-0.36,-0.03,-0.07,-0.36,-0.25,0.07,-0.03,-0.17,0.44,0.12,-0.04,0.3,-0.09,0.11,-0.22,-0.42,0.21,-0.3,0.38,-0.43,0.11,-0.04,0.12,-0.76,0.38,0.15,-0.06,-0.04,0.14,-0.07,0.15,-0.43,-0.34,-0.38,-0.06,0.03,-0.03,0.71,0.8,0.58,-0.29,0.98,0.29,0.08,0.24,0.39,0.14,0.42,0.89,-0.09,0.74,-1,-0.86,-0.49,-0.43,0.38,0.69,1.36,0.74,0.03,-0.1,-0.62,-1.15,-0.62,-1.12,-0.4,GO0005847@GO0005849@GO0006378@GO0008033@GO0030846@GO0030847@GO0098789
-0.18,-0.12,-0.22,0.03,-0.09,0.16,-0.03,0.15,0.29,-0.29,0.48,-0.12,-0.15,-0.25,0.33,0.6,-0.29,-0.23,0.04,-0.07,-0.06,0.29,-0.12,0.07,0.24,-0.03,-0.06,0.14,-0.15,-0.07,-0.18,0.06,-0.04,-0.15,0.46,-0.47,-0.71,-0.32,-0.25,0.14,0.3,-0.94,-0.56,-0.1,-1.29,-0.27,-0.89,-0.1,0.48,0.33,1.16,0.99,0.83,0.04,0.52,0.36,0.25,-0.04,0.24,-0.27,-0.32,0.73,-0.07,0.93,-0.49,-0.36,-0.64,-0.76,0.4,0.28,0.82,0.98,-0.03,-0.07,-0.2,-0.51,-0.62,-0.56,-0.42,GO0000124@GO0000182@GO0000790@GO0001178@GO0003677@GO0004386@GO0005524@GO0006363@GO0006368@GO0006369@GO0008094@GO0016584@GO0030874@GO0031490@GO0034728@GO0035064@GO0042766@GO0043044@GO0044212@GO0046695@GO0060303@GO0070615@GO0071441@GO0071894@GO1900050@GO1902275@GO2000104@GO2000616
-0.38,-0.36,-0.56,-0.43,-0.29,-0.29,-0.12,-0.4,-0.09,0.28,-0.25,-0.32,-0.18,-0.45,-0.42,-0.09,-0.38,-0.17,-0.45,-0.06,0.06,0.31,-0.03,-0.18,-0.14,0.43,-0.09,0.15,-0.12,0.04,0.23,0.03,-0.04,-0.22,-0.25,-0.15,-0.06,0.08,-0.12,-0.38,-0.17,-0.12,-0.27,0.1,-0.25,-0.45,-0.58,-0.36,0.06,0.56,0.98,0.61,0.81,-0.54,0.26,-0.25,-0.12,0.53,-0.04,0.12,0.26,0.32,-0.27,0.59,-0.6,-0.4,-1.15,-0.86,0.31,0.58,0.85,0.71,-0.25,-0.04,-0.01,-0.36,-0.36,-0.76,-0.69,GO0005524@GO0005634@GO0005657@GO0005737@GO0006283@GO0006353@GO0006364@GO0006369@GO0006378@GO0008033@GO0008094@GO0008186@GO0016180@GO0019904@GO0031124@GO0031126@GO0032575@GO0033682@GO0035649@GO0043141@GO0045005@GO0045454@GO1990248
0.21,0.12,0.32,0.82,-0.04,-0.27,?,-0.06,-0.1,0.08,?,?,0.04,-0.09,-0.1,-0.18,-0.09,0.04,-0.22,-0.25,-0.3,-0.38,-0.04,-0.17,-0.36,-0.04,0.01,-0.4,-0.2,-0.38,-0.84,-0.09,0.31,-0.22,0.11,-0.03,-0.22,-0.32,-0.07,-0.06,-0.04,-0.34,-0.54,-0.18,-0.32,-0.4,-0.38,0.07,?,0.54,1.04,0.58,0.86,-0.81,0.41,0.1,0.81,0.63,0.19,-0.17,0.25,0.4,-0.42,1.74,-0.56,-0.4,-1.4,-1.06,-0.18,0.78,0.99,0.64,-0.3,-0.29,-0.12,-0.38,-0.69,-0.54,-0.84,GO0000723@GO0000729@GO0000784@GO0006270@GO0007049@GO0016233@GO0030466@GO0042162@GO0070187
-0.06,0.14,0.37,0.6,0.01,-0.2,0.06,0.04,0.14,0.01,0.48,-0.03,-0.04,-0.38,0.74,0.03,-0.36,0.26,0.01,-0.51,-0.27,0.07,-0.17,-0.67,-1.22,-0.64,-0.49,-0.01,-0.74,-0.69,-0.69,-0.43,0.11,-0.12,-0.42,-0.71,-0.43,-0.17,?,0.58,-0.6,-1.22,-0.76,0.14,-1.09,-0.64,-1.09,-0.29,0.38,0.83,1.71,1.61,1.42,-0.71,0.57,0.08,0.86,1.16,0.63,-0.06,0.45,0.71,-0.89,0.34,-1.12,-0.36,-2.06,-0.43,0.51,0.89,1.28,0.59,-0.06,0.1,-0.18,-0.27,-0.36,-0.42,-0.25,GO0000755@GO0004222@GO0005935@GO0007120@GO0043332@GO0046872@GO0071432
0.19,0.58,0.48,0.53,0.19,-0.23,-0.04,0.44,0.15,-0.09,1,-0.36,0.19,0.5,0.93,0.23,-0.17,0.44,0.16,-0.64,0.38,?,-0.38,-0.58,-0.6,-0.6,-0.17,-0.23,-0.51,-0.84,-1.03,-0.36,-0.47,-0.49,0.23,-0.12,-0.22,-0.01,-0.29,-0.07,-0.01,-0.01,-0.47,-0.03,-0.27,-0.2,-0.56,-0.12,0.7,0.69,0.99,0.89,0.49,-0.01,0.3,-0.07,0.78,0.82,-0.01,?,0.32,0.39,-0.3,0.83,-0.74,-0.74,-0.69,-1.12,0.28,0.52,0.69,0.31,0.07,0.1,0.33,-0.25,-0.07,0.26,-0.27,GO0000122@GO0000978@GO0000989@GO0001078@GO0001081@GO0006338@GO0006351@GO0007124@GO0008270@GO0009847@GO0010673@GO0010674@GO0033698@GO0034389@GO0070491@GO1900471@GO1900472@GO1900525
-0.43,-0.74,-0.32,-0.34,-0.1,0.18,-0.22,-0.17,-0.07,-0.29,0.08,-0.18,-0.3,-0.25,0.38,0.08,?,-0.25,-0.62,-0.58,-0.6,-0.07,-0.49,-0.71,-0.6,-0.56,-0.12,-0.14,-0.49,-0.03,-0.34,-0.25,0.08,?,-0.18,-0.09,0.07,0.23,0.01,-0.22,-0.07,-0.22,-0.25,-0.71,-0.27,-0.38,-0.36,-0.4,-0.15,0.48,1.12,0.88,0.85,-0.67,0.2,?,0.26,0.59,0.07,-0.18,-0.12,0.32,0.34,0.34,-0.79,-0.81,-0.81,-0.38,0.26,0.23,-0.14,0.44,-0.01,0.07,-0.06,-0.18,-0.03,-0.54,-0.69,GO0000972@GO0000973@GO0003677@GO0003723@GO0005643@GO0006405@GO0006606@GO0006913@GO0017056@GO0031965@GO0036228@GO0044611@GO0051028@GO0051292
-0.15,0.11,-0.22,-0.54,-0.64,-0.1,-0.4,-0.14,-0.38,0.1,-0.54,-0.4,-0.3,-0.2,-0.97,-0.34,-0.25,-0.09,0.9,-0.12,-0.3,0.06,-0.04,-0.27,0.12,-0.29,-0.56,-0.42,0.04,-0.06,-0.56,0.01,0.26,0.25,-0.32,-0.14,0.03,0.04,0.1,0.07,?,-0.4,-0.27,0.01,-0.27,-0.04,-0.38,-0.14,0.03,0.39,1.29,1.25,1.19,-0.79,0.53,0.28,0.12,0.18,-0.25,0.5,0.26,0.57,0.4,0.44,-0.43,-0.36,-0.54,-0.04,-0.27,0.59,-0.25,-0.4,-0.38,-0.38,-0.14,-0.51,-0.58,0.32,-0.12,GO0001302@GO0051444
-0.23,-0.27,-0.06,-0.38,-0.3,-0.23,?,-0.23,-0.07,-0.12,-0.49,-0.03,-0.2,0.26,-0.74,-0.06,-0.42,-0.23,-0.79,-0.51,-0.09,-0.15,-0.29,-0.38,-0.45,-0.3,-0.3,-0.38,-0.14,-0.4,-1.22,-0.22,-0.32,0.08,?,-0.42,-0.69,-0.32,-0.64,0.61,-0.27,-1.32,-0.67,0.19,-1.15,-0.76,-1.36,-0.45,-0.56,0.15,1.04,0.29,0.81,-1.25,0.15,1.2,0.45,1.32,0.19,0.41,0.06,0.36,0.31,0.77,-0.62,-0.22,-0.64,-0.6,-0.23,0.58,0.11,0.72,-0.42,-0.69,-0.56,-0.43,-0.94,?,-0.58,GO0004015@GO0005737@GO0009102@GO0030170
-0.36,-0.79,-0.29,-0.42,-0.22,-0.69,-0.34,-0.42,-0.23,-0.15,-0.25,-0.09,-0.09,-0.56,-0.07,-0.27,-0.22,-0.42,-0.15,-0.01,-0.14,0.24,-0.2,-0.3,-0.07,0.3,0.06,0.23,-0.25,0.08,-0.67,0.23,-0.32,-0.07,0.36,-0.32,-0.69,-0.43,-0.56,0.07,0.57,-0.23,-0.38,0.61,-0.34,-0.51,-0.54,-0.01,0.2,0.48,1.31,1.16,0.97,-0.71,0.54,0.41,0.7,0.86,-0.2,-0.17,0.15,0.45,0.31,0.44,-0.12,-0.42,-0.18,-0.15,0.5,0.71,-0.09,0.5,-0.32,-0.25,0.39,-0.03,-0.22,0.43,0.25,GO0000127@GO0003677@GO0006359@GO0006383@GO0042791
-1.09,?,-0.56,-0.25,-0.47,-0.49,-0.49,-0.74,-0.47,-0.06,-0.6,-0.42,-0.06,-0.2,-1.09,-0.49,-0.69,-0.15,-0.43,-0.1,-0.18,-0.4,-0.25,-0.51,-0.64,-0.6,-0.64,-0.56,-0.49,-0.6,-1.22,-0.51,-0.69,0.03,-0.49,-0.38,-1,-0.43,-0.64,0.21,-0.25,-0.76,-0.43,0.52,-0.94,-0.43,-0.69,?,0.48,0.87,1.8,1.04,1.7,-0.04,0.52,0.34,1.33,1.63,-0.1,-0.06,0.24,0.48,0.28,0.16,-0.22,0.29,-0.58,0.15,-0.47,0.24,-0.23,-0.51,-0.25,-0.42,0.16,0.08,-0.34,1.03,0.39,GO0000775@GO0003682@GO0005677@GO0006343@GO0006351@GO0030466@GO0043565
-0.64,-0.58,-0.36,-0.89,-0.79,-0.01,-0.15,0.15,-0.34,0.04,-0.76,-0.06,-0.17,-0.36,-0.97,0.16,-0.43,0.03,-0.58,-0.18,-0.18,-0.01,0.03,-0.06,0.16,0.18,?,0.03,-0.01,0.07,-0.42,0.32,-0.03,0.36,-0.14,-0.09,0.04,-0.43,-0.25,0.7,1.25,?,-0.49,-0.12,-1,-0.51,-1.32,0.37,0.58,0.37,1.5,1.54,1.43,-0.49,0.82,0.33,0.65,1.29,0.31,-0.15,0.21,0.44,0.01,0.36,0.3,0.24,-0.01,-0.29,-0.36,0.01,-0.18,0.31,-0.29,0.24,0.12,-0.14,-0.36,-0.15,-0.09,GO0000436@GO0006366@GO0016602@GO0043457@GO0043565@GO0046982
-0.17,-0.58,-0.94,-1.15,-0.67,-0.84,-0.47,-0.62,-0.3,-0.01,-0.47,-0.45,-0.25,-0.79,-1.12,-0.6,-0.76,-0.49,-0.64,-0.6,-0.34,0.07,-0.03,-0.69,-0.45,-0.17,-0.36,-0.47,-0.38,-0.23,-0.27,-0.34,0.37,-0.12,-0.34,0.28,-0.34,-0.17,-0.45,0.25,0.41,0.57,0.33,0.85,-0.2,0.08,0.45,0.16,0.78,1.37,1.74,1.97,1.7,-0.58,0.3,-0.09,1.24,2.33,-0.32,-1.43,0.1,0.07,-1.06,0.58,-0.42,0.28,-0.62,-0.81,?,0.58,0.37,-0.56,-0.29,-0.1,0.39,-0.3,-0.54,0.44,-0.1,GO0000172@GO0000294@GO0003723@GO0004540@GO0005655@GO0006364@GO0008033@GO0030677@GO0033204@GO0034965@GO0042134@GO0090502
-0.17,-0.29,-0.04,-0.1,0.18,0.11,0.14,-0.14,-0.03,0.08,-0.23,0.01,-0.04,-0.15,-0.09,-0.09,0.16,0.37,-0.62,-0.42,-0.47,-0.38,-0.3,-0.56,-0.15,0.07,0.1,0.06,-0.43,0.08,0.08,0.06,0.28,0.08,0.39,-0.17,0.12,-0.15,-0.27,-0.25,-0.09,-0.22,-0.25,-0.69,-0.4,-0.51,-0.58,-0.43,0.42,0.72,1.37,0.72,0.67,-0.51,0.21,-0.09,0.67,0.99,-0.14,-0.1,-0.49,0.19,0.25,0.82,0.1,-0.67,-0.36,-0.58,-0.56,-0.18,-0.76,-0.22,-0.15,0.04,0.18,-0.18,-0.23,0.3,-0.07,GO0005794@GO0016021@GO0016409@GO0018345@GO0019706
-0.01,1.6,0.2,-0.38,-0.07,0.11,0.67,0.25,0.36,-0.15,-0.51,-0.17,-0.01,-0.51,0.32,-0.43,0.08,0.06,-0.64,-0.4,-0.42,-0.15,-0.12,-0.36,-0.3,-0.49,-0.3,-0.6,-0.32,-0.54,-0.74,-0.84,-0.74,-0.01,0.83,0.75,-0.92,-1.36,-0.84,0.25,-0.74,-1.12,-1.43,-0.15,-1.51,-1.15,-0.89,-0.17,0.58,1.55,3.26,1.61,2.8,-1.03,1.53,0.86,0.03,0.7,0.1,-0.79,0.28,0.37,-0.04,0.71,-0.56,-0.15,-0.86,-0.49,0.18,0.51,0.32,0.24,-1.12,-1,-0.42,-1.03,-0.89,0.44,0.24,GO0005215@GO0006810@GO0016020@GO0016021@GO0055085
-0.23,-0.04,-0.25,-0.18,-0.12,-0.43,-0.06,-0.56,-0.18,-0.45,-0.36,-0.25,0.07,-0.45,-0.25,-0.25,-0.71,-0.36,-0.56,-0.58,-0.45,0.01,-0.2,-0.32,-0.38,-0.3,-0.09,0.1,-0.2,?,-0.04,-0.23,-0.74,-0.1,-0.03,-0.1,-0.2,-0.36,-0.34,-0.49,-0.18,-0.09,-0.25,-0.2,-0.17,-0.45,-0.25,-0.12,0.14,0.95,1.4,1.32,1.17,-1.15,0.49,0.14,-0.22,0.31,-0.15,-0.29,-0.4,-0.47,-0.47,-0.22,-0.1,0.19,-0.1,-0.4,-0.54,0.5,-0.04,-0.04,0.15,0.23,0.33,-0.17,-0.2,0.19,-0.22,GO0000011@GO0005085@GO0005829@GO0006623@GO0006895@GO0032511@GO0036010@GO0043130
-0.04,-0.34,?,0.03,-0.18,-0.09,0.26,-0.06,0.04,-0.15,0.11,-0.18,?,-0.2,0.01,-0.12,-0.17,-0.17,-0.4,-0.14,-0.56,-0.47,-0.29,-0.45,-0.42,-0.29,0.07,?,-0.3,-0.09,-0.18,-0.36,-0.71,-0.34,?,0.03,-0.06,0.28,0.15,-0.04,-0.06,-0.07,-0.1,-0.1,0.04,?,0.14,-0.25,0.31,0.82,1.45,1.2,0.99,-0.25,0.82,0.53,0.44,0.63,-0.67,-0.42,-0.07,-0.56,-0.3,0.01,0.11,-0.04,-0.15,-0.42,-0.2,0.45,-0.54,-0.56,-0.12,-0.22,-0.09,-0.17,0.31,-0.03,?,GO0005778@GO0005783@GO0005789@GO0005829@GO0032527@GO0032581@GO0033328@GO0045033@GO0045046@GO0050821@GO1990415
0.01,-0.32,-0.03,-0.03,-0.17,-0.03,0.31,0.31,0.31,-0.06,-0.06,-0.22,0.16,-0.49,0.15,-0.3,-0.54,-0.12,0.39,0.16,-0.27,0.12,0.1,-0.14,0.08,-0.81,0.08,-0.04,0.21,0.14,?,0.08,0.06,0.08,0.12,0.25,0.12,-0.09,-0.09,-0.01,0.08,0.14,0.28,-0.18,?,0.29,0.48,-0.3,0.25,0.71,1.48,1.03,0.98,-0.12,0.48,0.12,0.74,1.37,-0.32,-0.67,-0.49,-0.92,-0.51,-0.45,0.08,0.2,0.19,0.25,-0.62,-0.29,-0.54,-0.38,0.07,0.23,0.14,0.12,?,0.24,-0.62,GO0000149@GO0000324@GO0005484@GO0005768@GO0005794@GO0005886@GO0006887@GO0006888@GO0006891@GO0006906@GO0016020@GO0016021@GO0016409@GO0031201@GO0042144
-0.38,-0.07,-0.38,-0.06,-0.34,0.1,-0.1,-0.3,-0.2,0.16,-0.47,0.16,-0.22,-0.27,-0.3,-0.14,0.08,-0.22,-0.03,0.15,0.11,0.1,0.07,0.12,0.28,0.21,0.01,0.14,0.32,-0.03,-0.04,0.19,0.08,0.24,0.38,0.29,0.18,0.03,-0.03,0.06,0.42,0.37,0.21,0.79,0.26,0.26,0.53,-0.18,0.77,0.85,1.26,0.48,1.1,-0.18,0.01,-0.14,1.23,0.93,-0.23,-0.3,-0.17,-0.51,-0.18,-0.38,-0.09,-0.36,-0.15,-0.04,-0.51,0.16,-0.56,-0.58,0.04,-0.22,-0.17,-0.07,-0.22,0.4,-0.42,GO0003677@GO0003712@GO0005669@GO0006357@GO0006366@GO0046982@GO0051123
-0.29,-0.81,-0.43,-0.3,-0.03,-0.04,0.25,-0.27,-0.04,-0.01,-0.4,-0.25,-0.22,-0.43,-0.09,-0.27,-0.03,-0.25,-0.32,-0.32,-0.03,-0.45,0.11,0.24,0.06,0.19,0.04,0.21,0.11,-0.22,-0.3,-0.04,0.1,0.23,0.39,0.48,0.29,-0.1,-0.2,-0.03,-0.09,0.38,0.19,-0.64,-0.1,-0.25,0.15,-0.3,0.83,0.97,1.65,1.38,1.08,0.01,0.34,-0.3,1.64,1.34,-0.18,-0.92,-0.89,-0.76,-0.38,-0.12,-0.29,-0.36,-0.34,-0.62,-0.6,0.06,-0.25,-0.38,-0.06,-0.29,-0.34,-0.62,-0.58,-0.79,-1.6,GO0000022@GO0000794@GO0005524@GO0005634@GO0005737@GO0016925@GO0019789@GO0051301
