@RELATION 'gasch10.names'

@ATTRIBUTE Heat_Shock_000_minutes__hs_2                                     numeric
@ATTRIBUTE Heat_Shock_000_minutes__hs_2                                     numeric
@ATTRIBUTE Heat_Shock_030inutes__hs_2                                       numeric
@ATTRIBUTE heat_shock_17_to_37_20_minutes                                   numeric
@ATTRIBUTE heat_shock_21_to_37_20_minutes                                   numeric
@ATTRIBUTE heat_shock_29_to_37_20_minutes                                   numeric
@ATTRIBUTE 33C_vs_30C___90_minutes                                          numeric
@ATTRIBUTE 29C_Plus1M_sorbitol_to_33C_Plus_NO_sorbitol___15_minutes         numeric
@ATTRIBUTE dtt_120_min_dtt_2                                                numeric
@ATTRIBUTE dtt_240_min_dtt_2                                                numeric
@ATTRIBUTE 1point5_mM_diamide_5_min                                         numeric
@ATTRIBUTE 1point5_mM_diamide_10_min                                        numeric
@ATTRIBUTE 1point5_mM_diamide_30_min                                        numeric
@ATTRIBUTE 1point5_mM_diamide_40_min                                        numeric
@ATTRIBUTE 1point5_mM_diamide_90_min                                        numeric
@ATTRIBUTE steady_state_1M_sorbitol                                         numeric
@ATTRIBUTE aa_starv_0point5_h                                               numeric
@ATTRIBUTE aa_starv_2_h                                                     numeric
@ATTRIBUTE Nitrogen_Depletion_2_h                                           numeric
@ATTRIBUTE Nitrogen_Depletion_4_h                                           numeric
@ATTRIBUTE Nitrogen_Depletion_8_h                                           numeric
@ATTRIBUTE Nitrogen_Depletion_1_d                                           numeric
@ATTRIBUTE diauxic_shift_timecourse_15point5_h                              numeric
@ATTRIBUTE diauxic_shift_timecourse_18point5_h                              numeric
@ATTRIBUTE diauxic_shift_timecourse_20point5_h                              numeric
@ATTRIBUTE YPD_6_h_ypd_2                                                    numeric
@ATTRIBUTE YPD_8_h_ypd_2                                                    numeric
@ATTRIBUTE YPD_10_h__ypd_2                                                  numeric
@ATTRIBUTE YPD_2_d_ypd_2                                                    numeric
@ATTRIBUTE YPD_stationary_phase_2_h_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_4_h_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_8_h_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_12_h_ypd_1                                  numeric
@ATTRIBUTE YPD_stationary_phase_1_d_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_2_d_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_5_d_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_22_d_ypd_1                                  numeric
@ATTRIBUTE YPD_stationary_phase_28_d_ypd_1                                  numeric
@ATTRIBUTE DBYmsn2/4_real_strain_Plus_37degrees_20_min                      numeric
@ATTRIBUTE DBYyap1_Plus_37degree_heat_repeat                                numeric
@ATTRIBUTE YP_ethanol_vs_reference_pool_car_2                               numeric
@ATTRIBUTE YP_raffinose_vs_reference_pool_car_2                             numeric
@ATTRIBUTE YP_sucrose_vs_reference_pool_car_2                               numeric
@ATTRIBUTE steady_state_15_dec_C_ct_2                                       numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
0.08,0.08,0.53,0.64,0.51,0.43,0.18,0.03,0.18,0.49,0.14,-0.22,-0.14,-0.09,0.16,0.01,-0.09,-0.1,-0.22,-0.03,-0.15,0.07,-0.42,0.18,-0.34,0.63,0.9,0.5,0.51,0.38,0.58,0.33,0.29,0.71,0.4,0.15,0.77,0.7,0.24,0.34,0.38,-0.09,0.01,-0.25,14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05
-0.49,-0.49,0.9,2.98,2.6,1.92,0.11,0.78,0.88,0.86,0.56,1.01,1.51,1.21,0.7,-0.2,1.42,-0.09,0.36,-0.15,1.57,1.88,-0.1,0.8,0.3,3.1,2.55,2.34,2.25,0.48,0.4,-0.38,?,-0.06,?,1.05,0.98,1.06,0.08,0.77,0.66,0.16,-0.56,-0.27,01/07/01@01/20
-0.39,-0.39,-0.14,0.32,-0.2,-0.37,0.09,-0.29,0.23,-0.2,-0.07,0.02,-0.06,0.04,-0.15,0.09,-0.04,-0.15,0.08,0.16,0.14,0.65,-0.07,0.26,-0.27,0.07,-0.43,-0.32,-0.17,0.07,-0.42,-0.04,0,-0.05,0.19,-0.22,-0.11,0.12,0.34,0.01,0.06,0.06,-0.07,-0.1,01/01/13@01/02/07@01/06/10@10/03/01@10/03/02/01@11/02/03/04@16/03/01
-0.27,-0.27,-0.18,0.52,0.81,0.32,0.29,0.08,0.08,0.1,-0.01,-0.2,0,?,-0.06,0.41,0.3,0.43,0.37,0.19,0.16,0,-0.6,-0.27,-0.84,0.58,0.01,0.54,0.81,0.01,0.01,0.08,0.63,0.37,0.14,0.26,-0.64,-0.42,0.24,0.3,0.25,-0.4,-0.29,0.36,01/04@01/06/02/01@30/01/09/11@42/04/03@43/01/03/05@43/01/03/09
0.62,0.62,-0.71,-1.4,-1.36,-0.86,-0.14,0.15,-0.22,-0.27,-0.45,-0.67,-1.06,-0.67,-0.17,0.18,-1.06,-0.12,0.16,-0.03,-1,-1.18,-0.67,-0.58,-0.86,-2.25,-1.69,-1.25,-1.56,0.25,-0.1,-0.22,-2.06,-1.25,-1.32,-2.18,-2.18,-2.06,0.39,0.01,-0.23,0.2,0.21,-0.32,12/04/01@12/07
-0.18,-0.18,0.18,1.7,1.24,-0.14,-0.69,-0.28,-0.05,-0.42,0.26,1.58,1.49,0.41,?,0.15,0.01,-0.1,-0.56,-0.92,-0.25,-0.26,-0.07,1.12,1.44,-0.02,0.39,0.17,0.1,-0.06,0.3,0.29,1.28,1.41,1.6,1.84,1.18,1.69,0.49,-0.05,0.04,-0.54,-0.06,0.11,01/05/25@11/02/03/04@42/19
-0.23,-0.23,0.26,-0.18,-1,-1,-0.03,-1.29,0.07,-0.64,?,?,-0.3,?,-0.6,0.08,-0.09,0.53,?,?,?,?,-0.62,-0.67,-0.18,0.83,-0.84,-0.29,-0.32,-0.1,-0.49,-0.45,-0.29,-0.49,-0.03,-0.42,-0.15,-0.1,0.42,0.03,0,-1.22,-0.4,-1.15,10/01/05/01@10/03/01/02@10/03/01/03@11/02/03/04@16/01@32/01/09
0.91,0.91,-1.06,-0.6,-0.62,-0.64,0.14,-0.62,-0.62,-0.84,0.59,0.65,-0.27,-0.42,0.4,0.11,-1.03,0.39,0.53,0.84,0.79,0.12,0.03,-0.2,-1,-0.62,-1.4,0.14,-0.86,0.6,0.52,0.7,-1.25,-0.29,-0.84,-0.43,-0.62,-0.17,-0.84,-1.03,0.12,0.72,0.04,0.42,10/01/09/05@10/03/04/03@11/02/03/04@16/01@16/03/01@42/10/03
-0.56,-0.56,0.16,1.2,1.32,1.1,-0.74,0.01,0.31,0.42,1.18,1.94,1.92,1.33,1.11,-0.71,0.89,-0.17,0.56,0,1.38,1.43,0.46,1.6,1.52,2.68,2.66,1.1,0.08,0,-0.38,-0.18,0.96,0.42,0.86,1.37,1,1.16,-0.18,-0.06,0.7,0.46,-0.62,0.15,02/11@02/13/03@14/07/11@14/10@16/01@32/01/07@42/16
0.73,0.73,0.03,-0.75,-0.74,-0.79,0.32,-0.43,-0.04,-0.09,0.17,-0.26,-0.12,-0.25,-0.02,-1.73,-0.42,-0.43,-0.16,-0.08,-0.17,-0.18,-0.19,-0.11,0.5,0.48,1.23,0.76,0.05,-0.14,-0.3,-0.28,0.92,0.6,0.58,1.89,1.38,1.53,-0.71,-0.32,-0.03,0.85,0.11,0.57,01/07/01@01/20/19/01@01/20/19/03@16/21/17
1.12,1.12,0.37,-2.94,-1.94,-2.74,0.23,-1.06,-0.67,-0.74,-0.03,-1.18,-1.79,-1.84,-0.4,-1,-1.12,1.07,2.08,1.51,-0.42,0.58,-1.12,0.33,0.28,-1.29,-0.29,-0.54,0.14,-0.27,-0.04,-0.6,-0.64,-0.1,-0.45,0.12,-0.1,-0.69,-0.51,-0.97,-0.1,-0.17,0.37,0.36,01/01/06/06/01/03
0.07,0.07,0.32,0.04,0.11,0.06,-0.18,0.39,0.1,-0.28,0.14,0.73,0.64,0.47,-0.06,-0.03,-0.29,-0.38,-0.18,-0.16,-0.45,-0.41,?,?,?,1.53,0.82,0.08,-0.7,0.13,0.33,0.71,0.92,-0.43,-0.83,-0.79,-1.2,-1.94,0.02,-0.07,-0.03,0.12,-0.03,-0.02,12/01/01@42/16
0.33,0.33,-0.29,-0.36,-0.04,-0.6,-0.15,-0.19,-0.04,-0.14,-0.49,-0.57,-0.58,-0.38,-0.1,-0.12,-0.8,-0.28,0.21,0.07,0.17,0.2,?,?,?,-0.69,-0.94,-1.06,-0.66,-0.08,-0.37,-0.39,-0.67,-0.71,-0.34,-0.68,-0.72,-0.54,0.14,0.04,-0.79,0.15,-0.01,-0.09,11/04/03/01@16/03/03
-0.09,-0.09,0.35,0.19,0.21,0.02,0.1,-0.13,0.34,1.13,-0.21,-0.16,0.16,0.3,0.48,0.02,0.15,0.02,0.75,0.43,2.17,3.04,?,?,?,0.41,0.39,0.75,1.48,-0.07,0.01,0.11,0.53,0.46,0.86,0.5,0.24,0.23,-0.33,0.3,0.11,-0.19,0.24,0.31,01/02
-0.5,-0.5,0.12,0.92,1.07,0.8,-0.4,0.22,0.17,0.21,-0.16,-0.08,0.24,0.18,-0.11,0.31,0.41,0.15,0.54,0.34,0.88,1.06,?,?,?,1.23,1.28,1.34,1.17,-0.13,-0.17,0.07,1.15,0.48,0.58,1.17,0.51,0.73,0.16,0.38,0.34,0.15,-0.14,-0.01,14/04@16/01@16/02@20/09/03
-0.01,-0.01,0.28,0.69,0.71,0.56,-0.32,0.39,0.45,0.21,0.37,0.65,0.8,0.33,0.08,0.03,0.61,-0.1,-0.06,-0.04,0.3,0.97,?,?,?,?,0.74,0.74,0.82,-0.03,-0.09,-0.34,0.55,0,0.21,0.5,0.44,0.26,-0.34,0.39,0.28,0.39,-0.89,0.18,16/01@20/09/07/03
-0.25,-0.25,-0.07,0.93,0.88,0.9,-0.12,-0.42,0.5,0.25,0.08,0.31,0.45,0.53,0.04,0.24,1.08,-0.29,-0.36,-0.34,-0.1,-0.79,-0.17,0.72,0.38,1.35,0.56,0.58,0.34,0.39,0.49,1.1,1.2,0.1,-0.2,-0.89,-1,-1.29,0.37,0.14,0.2,0.32,0.42,0.4,20/09/18/09/01@32/01@40/01@42/04@43/01/03/05
0.04,0.04,0.42,0.21,-0.06,0.07,-0.09,-0.3,-0.34,-0.32,0.3,0.06,-0.14,-0.09,0.03,-1.84,?,-0.32,-0.06,-0.22,-0.04,-0.1,-0.56,0.26,-0.18,0.01,-0.01,0.28,0.1,0.15,0.3,0.51,0.46,0.32,-0.22,0.25,-0.22,0.63,0.2,-0.23,0.38,-0.79,0.11,-0.36,01/05/25@11/02/03/04@12/04/03@14/04@16/01@32/01/07
-0.18,-0.18,-0.03,0.28,-0.09,-0.14,-0.06,-0.4,-0.17,-0.07,0.01,0.41,0.23,0.54,0.06,-0.43,3.29,1.29,1.84,1.33,0.57,1.54,-0.74,0.18,-0.34,0.12,-0.51,0.06,1.08,-0.03,0.01,-0.36,0.52,0.28,0.61,0.71,0.72,0.54,0.15,-0.1,0.54,-0.49,0.11,-0.51,01/01/06/05@01/01/09/03@01/01/13@01/02/07@11/02/03/01@11/02/03/04@16/03/01
-0.22,-0.22,0.14,1.41,1.16,1.22,-0.14,-0.36,0.23,0.77,0.44,0.56,0.48,0.33,0.16,-0.3,1.52,0.23,0.75,0.49,1.46,1.53,-0.25,0.75,0.5,2.22,1.74,1.59,2.19,0.29,0.37,1.14,2.4,1.81,1.62,1.58,1.73,1.7,0.57,0.23,0.88,-0.49,-0.09,0.1,10/03/04/05@16/03/01
0.4,0.4,0.1,0.66,0.55,0.33,0.01,-0.54,-0.29,0.14,0.07,0.01,0.33,-0.2,-0.14,-0.62,-0.14,-0.3,-0.1,-0.03,0.45,2.19,-1.03,0.67,0.94,1.24,3.52,4.6,2.9,-0.01,0.24,-0.22,1.46,3.06,2.36,4.75,5.53,4.89,-0.12,-0.42,0.75,-0.54,0.08,0.57,16/17/09@16/21/01@16/21/07@20/01/15@32/01/01@32/07/03@32/07/07/01
-3.32,-3.32,0.6,5.38,5.3,3.92,-0.07,1.63,0.06,1,1.33,2.06,1.5,1.33,1.26,0.34,1.19,-0.06,-0.04,-0.57,1.06,1.72,0.78,2.37,2.43,3.22,2.88,2.92,3.71,0.21,0.51,1.51,2.57,2.65,2.7,1.21,0.91,0.89,1.32,2.25,1.12,-0.94,-1.03,-0.92,01/04@14/01@14/04@14/13@16/01@16/19/03@20/01/10@20/09/04@32/01/05@32/01/07
-0.14,-0.14,0.2,0.76,0.16,0.63,0.42,0.2,0.59,0.66,0.06,-0.09,0.11,0.25,0.31,-0.15,-0.07,-0.22,-0.17,-0.34,-0.43,-2.56,-0.14,-0.92,-0.3,-1.56,-1.79,-1.09,-2.56,0.42,0.31,0.95,-0.71,-0.92,-1.56,-1.12,-1.69,-1.74,0.58,0.15,-0.25,-0.07,0.39,-0.49,01/05@34/11/03/07@40/01@42/01@43/01/03/09
0.35,0.35,-0.32,0.62,-0.34,-0.45,-0.03,-0.99,-0.05,0.26,-0.25,-0.22,-0.48,-0.27,0.1,-0.04,0.24,-0.04,0.33,0.36,1.01,1.11,-0.57,0.21,0.06,-0.25,-0.08,0.46,0.47,0.26,0.09,0.28,0.83,0.59,0.49,1.79,1.59,1.82,-0.03,-0.79,0.38,-0.33,-0.01,-0.72,01/03/16@10/01/05/01@32/01
-1.06,-1.06,-0.18,1.49,1.8,1.27,-0.51,-1.15,-0.43,1.08,1.53,1.73,1.09,0.48,-1,-0.71,0.29,0.5,0.04,-0.34,1.64,1.43,0.8,1.86,1.42,2.35,2.28,2.17,2.45,0.19,0.23,?,2.26,2.3,2.08,2.74,4.21,4.51,-0.38,-1.94,-0.09,-0.36,-0.25,1.08,01/05/25@11/02/03/04@18/02/01/01/05@20/01/03/01@32/01/03@34/11/03/13
1.12,1.12,-0.23,-1.69,-1.25,-0.92,-0.12,0.23,0.69,-0.58,-0.29,-0.38,-0.67,-0.6,-0.18,-0.74,-0.74,-0.17,0.2,0.41,0.06,-0.38,-0.51,-0.22,-1.15,-0.89,-1.56,-0.97,-1.56,-0.03,-0.17,?,-1.18,-0.89,-1.06,?,-2.4,-2.32,-0.23,-0.25,-0.22,0.25,0.26,0.38,11/04/01
-0.3,-0.3,-0.56,-0.74,0,0.81,-0.09,-0.71,0.2,0.11,?,-0.17,-0.38,-0.36,0.14,0.36,0.65,0.19,0.06,0.26,-0.27,-0.12,-0.17,0.08,0.31,0.23,0.3,0.08,-0.14,-0.22,-0.42,0.15,-0.14,-0.17,-0.01,?,-0.76,-0.06,0.43,-0.43,0.19,0.34,0.16,0.07,01/01@01/04@12/07@14/07/03
0.39,0.39,0.69,0.71,0.71,0.6,0.03,-0.42,0.7,0.85,0.25,0.54,0.61,0.38,0.28,-0.29,0.89,0.11,0.24,0.31,0.89,0.9,-0.03,0.61,-0.29,1.97,1.39,0.71,0.42,0.29,0.78,1.2,1.47,0.93,0.33,-0.74,-0.84,-0.94,0.11,-0.49,-0.69,0.14,0.44,0.67,01/04@01/06/10@10/03/03@40/01
-0.28,-0.28,0.51,0.7,0.17,0.42,-0.55,-0.69,-0.25,0.22,-0.6,-0.46,-0.15,-0.21,-0.3,-0.17,0.85,0.11,0.2,0.31,0.07,0.43,0.3,0.84,0.45,1.41,0.09,0.83,1.01,-0.06,-0.41,-0.27,-0.01,0.54,0.87,0.11,0.67,1,0.62,0.79,0.06,-0.56,-0.24,-0.53,10/03/01@10/03/02
0.11,0.11,0.1,0.67,0.49,0.53,-0.51,0.08,0.11,-0.69,-0.42,-0.04,-0.22,-0.03,-0.09,0.11,0.76,0.33,0.82,0.45,0.48,0.28,-0.34,0.84,0.51,0.8,0.67,0.64,-0.17,0.15,-0.25,-0.4,0.11,0.42,0.36,0.43,0.48,0.75,0.93,0.26,0.49,0.21,0.25,-0.49,10/01/05/03@38/07
0.6,0.6,0.25,-0.49,-0.3,-0.36,-0.32,0.15,0.15,-0.27,-0.1,-0.23,-0.56,-0.43,-0.15,0.11,0.48,0.21,0.25,0.16,-0.43,-0.97,-0.64,0.1,-0.4,0.28,-0.12,-0.09,-0.29,0.07,0.1,-0.15,-1.6,-1.15,-1.64,-2.25,-2.56,-2.47,0.21,-0.45,-0.14,0.07,0.12,-0.03,14/04@16/01@16/19/05@20/01/10@20/09/05
-0.47,-0.47,0.21,0.96,1.26,1.2,0.28,-0.06,0.45,0.51,0.07,0.16,0.4,0.64,0.21,0.25,1.13,0.15,-0.43,-0.4,0.41,0.37,-0.27,0.24,0.87,1.21,0.87,0.58,0.82,0.23,0.28,0.56,1.37,0.94,1.51,2.25,0.94,1.45,0.45,0.69,-0.32,-0.25,0.14,0.53,10/03/01@16/03/03@32/01@40/01@42/01@43/01/03/05
1.08,1.08,-0.74,-2.74,-2.25,-1.89,-0.12,-0.18,-0.22,-0.69,-0.12,-0.84,-1.51,-1.36,-0.29,0,-1.89,0.3,0.38,0.32,-1.03,-1.84,-0.58,0,-0.47,-2.18,-1.15,-1,-1.22,0.25,0.19,-0.38,-2.06,-0.84,-1.51,-2.32,?,?,-0.15,-0.58,-0.03,-0.07,0.04,-0.03,01/01/03/03/01@01/04
-0.07,-0.07,-0.22,-0.41,-0.41,-0.54,0.95,-0.35,-0.15,-0.56,-0.11,-0.27,-0.25,-0.26,-0.23,0.37,0.24,-0.04,-0.2,-0.37,-0.56,-1.2,-0.38,0.41,-0.3,-0.59,-0.41,-0.65,-0.44,-0.2,-0.26,0.15,-0.79,-0.65,-0.43,-1.2,-2,-1.52,0.49,-0.01,0.37,-0.29,0.12,0,11/02/03/01/07@11/04/03/01@11/04/03/05@16/03/03
0.45,0.45,0.07,-0.2,-0.09,-0.22,0.34,-0.4,0.14,0.08,0.19,0.12,0,-0.01,-0.07,-0.38,-0.42,-0.06,-0.43,-0.34,-0.71,-1.03,-0.32,0.3,-0.56,-0.34,-0.62,-0.3,-0.45,0.1,0.55,0.78,-0.38,-0.74,-1.03,-0.54,-0.38,-0.36,-0.34,-0.71,-0.2,0.16,0.37,0.25,01/05/13/01@01/06/02/01@14/07/01
-0.22,-0.22,-0.09,0.37,0.24,0.1,0.01,-0.43,0.14,-0.54,-0.38,-0.43,-0.49,-0.01,-0.06,0.25,0.12,0.26,-0.29,-0.07,-0.51,-2.06,-0.58,-0.81,-0.92,-1.29,-1,-0.76,-0.89,0.07,0.01,0.04,-1.51,-0.81,-0.81,-2.64,-1.69,-1.51,0.45,0.3,-0.43,-0.22,0.26,-0.04,10/03/01@11/02/03/04@16/03/01
0.23,0.23,0.21,0.73,0.1,0.37,-0.43,-0.03,0.41,0.19,0.03,0.39,0.21,0.33,0.26,-0.15,0.15,0.39,0.42,0.43,1.09,1.03,0,0.04,0.2,0.7,-0.07,-0.2,-0.29,0.01,-0.12,0.07,0.69,0.29,0.43,0.01,-0.17,0.52,0.63,-0.29,0.29,-0.29,0.08,-0.15,01/03/01@01/03/04@01/04
0.26,0.26,0.53,0.14,-0.09,-0.18,-0.3,0.11,-0.12,-0.42,0.11,0.39,0,-0.32,-0.2,-0.04,0.06,0.06,0.04,0.49,0.41,0.96,-0.18,0.08,-0.42,0.6,0.26,-0.47,-0.58,0,0.25,0.18,-0.12,-0.3,-0.58,-0.01,-0.86,-0.89,0.04,-0.34,0.3,-0.43,-0.03,-0.14,11/02/03/01@11/02/03/04
