@RELATION 'spo0.names'

@ATTRIBUTE t0_green                                numeric
@ATTRIBUTE t0_red                                  numeric
@ATTRIBUTE t0_red_bkg                              numeric
@ATTRIBUTE t0_flag                                 numeric
@ATTRIBUTE t0Point5_green                          numeric
@ATTRIBUTE t0Point5_green_bkg                      numeric
@ATTRIBUTE t0Point5_red                            numeric
@ATTRIBUTE t0Point5_flag                           numeric
@ATTRIBUTE t2_green                                numeric
@ATTRIBUTE t2_red                                  numeric
@ATTRIBUTE t2_flag                                 numeric
@ATTRIBUTE t5_green                                numeric
@ATTRIBUTE t5_green_bkg                            numeric
@ATTRIBUTE t5_red                                  numeric
@ATTRIBUTE t5_red_bkg                              numeric
@ATTRIBUTE t5_flag                                 numeric
@ATTRIBUTE t7_green_bkg                            numeric
@ATTRIBUTE t7_red                                  numeric
@ATTRIBUTE t7_red_bkg                              numeric
@ATTRIBUTE t9_green                                numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t9_flag                                 numeric
@ATTRIBUTE t11Point5_green                         numeric
@ATTRIBUTE t11Point5_red                           numeric
@ATTRIBUTE t11Point5_red_bkg                       numeric
@ATTRIBUTE gal_ndt80_green_bkg                     numeric
@ATTRIBUTE gal_ndt80_flag                          numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE ndt80_delete_early_red                  numeric
@ATTRIBUTE ndt80_delete_early_red_bkg              numeric
@ATTRIBUTE ndt80_delete_early_flag                 numeric
@ATTRIBUTE ndt80_delete_mid_green                  numeric
@ATTRIBUTE ndt80_delete_mid_green_red              numeric
@ATTRIBUTE ndt80_delete_mid_green_flag             numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t0Point5_correlation                    numeric
@ATTRIBUTE t2_correlation                          numeric
@ATTRIBUTE t5_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t11Point5_correlation                   numeric
@ATTRIBUTE ndt80_delete_mid_correlation            numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t5_regression                           numeric
@ATTRIBUTE t7_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE t11Point5_regression                    numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t0_g/r_ratio                            numeric
@ATTRIBUTE t0Point5_g/r_ratio                      numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t7_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE t11Point5_g/r_ratio                     numeric
@ATTRIBUTE ndt80_delete_early_g/r_ratio            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE blast_homology_within_genome            {no,yes}
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
2099,1303,779,0,2588,1640,1202,0,1634,991,0,2245,1681,1425,955,0,1744,1658,1089,2127,1116,0,1293,929,669,1104,0,1815,1510,495,0,2949,2051,0,0.706,0.775,0.866,0.784,0.858,0.668,0.959,0.854,1.512,0.94,0.953,0.977,0.842,0.182,1.05,1.158,1.22,2.03,1.22,1.2,1.23,1.23,0.9,1.36,1.11,?,10/01/05/01
5247,4224,987,0,7720,1367,4493,0,3425,1635,0,4321,1616,1468,748,0,1858,2841,1102,2683,1068,0,2519,1075,668,1292,0,4159,1907,456,0,3090,1093,0,0.884,0.927,0.915,0.842,0.964,0.911,0.944,0.957,1.475,2.071,2.86,4.787,2.094,2.937,2.272,3.576,1.07,1.61,2.19,3.75,5.09,3.39,3.26,0.96,2.41,?,01/05@01/06@02/45@16/21/11
4844,3626,979,0,3748,1642,2403,0,2489,1750,0,3926,1764,2305,992,0,1751,3514,1187,4344,1384,0,1827,1211,784,1196,0,1971,1533,431,0,3258,2112,0,0.933,0.944,0.955,0.921,0.952,0.768,0.97,1.131,1.201,1.052,1.534,1.098,1.042,0.793,1.188,1.324,1.21,1.32,1.15,1.64,1.15,1.05,1.73,0.52,1.17,?,01/03/04/03
3080,2750,702,0,4911,1338,3549,0,2891,3724,0,3059,1704,3248,1005,0,2068,5820,1680,2535,1078,0,5617,6614,904,1484,0,3985,3646,549,0,3832,2822,0,0.871,0.937,0.936,0.911,0.948,0.929,0.971,0.773,1.152,0.456,0.559,0.685,1.048,0.725,1.021,1.161,0.88,1.21,0.51,0.6,0.72,1.03,0.77,1.31,1.04,?,02/11/05@02/13/03@16/21/08@20/01/15
3713,3117,662,0,3967,1210,2872,0,3505,3751,0,4359,1615,3422,926,0,1713,5383,1261,3857,963,0,4981,8115,922,1157,0,3619,2331,311,0,8533,4512,0,0.915,0.952,0.943,0.919,0.977,0.967,0.979,0.948,1.143,0.652,1.022,0.724,0.61,0.501,1.562,1.792,1.01,1.15,0.69,1.09,0.74,0.63,0.52,0.54,1.59,?,14/04@14/10@16/01@18/01@18/02/01/01/03@20/01/01/01@20/01/15@20/03/22@20/09/13@20/09/18/09/01@32/07@34/01/01/01@34/01/01/03@42/25
10075,10698,921,1,10910,1345,4992,0,6946,8727,0,8875,1565,6327,901,0,2321,8023,1235,6695,945,0,15257,9040,1428,1306,0,7476,5786,450,0,10676,5633,0,0.796,0.922,0.93,0.901,0.91,0.905,0.964,0.529,2.022,0.644,1.236,1.789,2.093,1.612,1.312,1.804,0.89,2.13,0.71,1.34,1.95,2.15,1.69,1.87,1.29,yes,01/03/16@12/04/01@16/01@40/10/02
3385,2474,888,0,4784,1364,3514,0,2265,2041,0,2945,1679,2921,1110,1,1764,6486,1301,2208,1421,0,1872,2052,917,1231,0,2475,3091,498,0,2366,1697,0,0.861,0.922,0.923,0.86,0.969,0.901,0.952,1.034,1.021,0.671,0.594,0.465,0.423,0.492,0.656,1.039,1.18,1.15,0.75,0.69,0.48,0.54,0.52,1.43,0.69,?,01/03/04@01/04@14/07/02
4840,3823,1019,0,6864,1447,2702,0,2792,1827,0,3525,1878,2280,1041,1,3253,8420,3224,2597,1183,0,2066,2049,701,1693,0,5849,2286,555,0,3820,1234,0,0.899,0.936,0.897,0.916,0.959,0.879,0.942,0.982,2.165,1.167,1.279,0.837,0.558,0.648,2.544,4.165,1.13,2.5,1.31,1.32,0.88,0.65,0.78,1.6,2.76,?,01/01/06/04/02@01/01/09/01/01@01/01/09/01/02@01/20/19
4134,3086,916,0,5304,1624,3460,0,3420,2819,0,5131,1988,3398,1160,0,2166,3606,1418,5377,1524,0,2079,1195,892,1192,0,5680,7681,507,0,14801,5617,0,0.921,0.952,0.969,0.957,0.943,0.663,0.969,1.029,1.358,0.814,1.383,1.613,2.337,1.716,0.674,2.582,1.13,1.36,0.88,1.4,1.73,2.23,2.39,2.02,0.69,?,01/05@02/10@02/11@02/13@16/21/05@16/21/07@20/01/15@32/01
1633,1038,526,0,2144,1202,1190,0,1724,1203,0,2007,1468,1167,820,0,1443,1404,962,1517,798,0,2089,1436,655,1085,0,1667,1447,398,0,1558,902,0,0.774,0.909,0.787,0.738,0.863,0.915,0.897,0.793,1.107,0.68,1.238,2.021,0.727,1.307,0.992,1.218,1.06,1.25,0.86,1.55,2.01,1.2,1.36,1.25,1.05,?,01/01/03/05/01@01/20/17@02/13@14/07/04
4032,3918,769,0,4643,1177,3117,0,3028,2138,0,3742,1871,2987,1227,0,1660,9320,1272,3282,1308,0,4055,9199,1555,1275,0,5445,3627,474,0,3999,4682,0,0.883,0.92,0.894,0.885,0.933,0.924,0.957,0.783,1.21,1.169,0.917,0.321,0.278,0.346,1.458,0.684,0.91,1.3,1.27,1.06,0.33,0.29,0.35,0.81,1.52,?,01/04@01/05/02@01/05/09/04@01/05/09/07@16/17/07
1573,832,504,0,2657,1344,2376,0,2042,1513,0,2092,1485,1272,726,0,1817,2847,1142,2501,976,0,1771,1182,623,1488,0,1638,1698,486,0,1547,1310,0,0.587,0.839,0.781,0.853,0.943,0.915,0.855,0.658,0.579,0.683,0.852,1.648,1.735,0.914,0.677,0.559,1.14,0.76,0.87,1.11,1.73,2.08,1.27,0.74,0.74,?,01/02/07@20/01/07@20/01/11
3050,2380,840,0,3055,1353,7717,0,1962,2980,0,2731,1428,2476,804,0,1901,3469,1110,2069,1065,0,1624,1242,664,1328,0,1890,3949,433,0,1884,1299,0,0.91,0.905,0.902,0.921,0.946,0.925,0.949,0.914,0.203,0.284,0.707,1.156,0.951,0.879,0.357,1.093,1.03,0.24,0.33,0.77,1.16,1.19,0.98,2.29,0.37,?,20/01/07@20/03@20/09/18/07
1426,774,533,0,2046,1331,2205,0,1842,2017,0,2061,1390,1512,748,0,1824,6432,1397,2188,1192,0,1457,1734,633,1516,0,1506,2766,512,0,1603,1674,0,0.188,0.809,0.778,0.322,0.932,0.874,0.894,0.189,0.327,0.303,0.837,0.358,0.288,0.341,0.354,0.435,1.08,0.46,0.39,0.87,0.4,0.33,0.39,1.19,0.36,?,20/03
12906,11517,832,0,15668,1369,6880,0,8129,4794,0,14427,1738,4361,918,0,2259,6609,1164,7987,1106,0,7736,2638,664,1095,0,8377,3007,438,0,7849,993,0,0.934,0.921,0.937,0.949,0.938,0.93,0.958,1.045,2.128,1.547,3.501,4.605,3.762,2.965,3.01,13.321,1.06,2.25,1.65,3.68,4.77,3.64,3.34,2.4,3.02,?,01/07@20/01/01/01/01/01@20/01/27@20/03@20/09/18@32/07@34/01/01/01
2057,1348,718,0,3931,1331,3575,0,2557,3164,0,2581,1604,1659,786,0,2693,4407,1396,3467,1174,0,2054,1173,622,1627,0,3246,3985,656,0,2697,1333,0,0.694,0.864,0.722,0.816,0.944,0.868,0.93,0.76,0.725,0.386,0.817,1.7,1.982,1.716,0.701,2.087,1.31,0.9,0.49,1.11,1.71,2.09,1.93,2.49,0.73,?,10/01/09/05@14/07/04@42/10/03
1849,1035,656,0,2771,1240,1474,0,2000,1250,0,2019,1341,1227,704,0,2175,4160,1433,2447,1052,0,1790,1019,660,1678,0,3362,3320,546,1,1951,1988,0,0.579,0.819,0.807,0.836,0.931,0.878,0.925,0.755,1.221,1.012,1.066,1.184,1.333,1.625,0.945,0.596,1.53,1.68,1.19,1.29,1.26,1.51,1.87,1.87,0.95,?,10/03/01@14/01@16/01
2889,2161,828,0,5951,1391,3242,0,3118,2829,0,3084,1318,2963,726,1,2302,16296,2032,4178,1312,0,3047,3605,880,1680,0,3248,3330,574,0,2341,2324,0,0.751,0.664,0.86,0.91,0.94,0.946,0.912,0.694,2.023,0.746,0.753,0.392,0.52,0.627,0.819,0.692,1.01,1.71,0.85,0.78,0.41,0.54,0.66,0.89,0.9,?,14/04@16/01@20/03/01/05@20/09/01
5817,4372,586,0,5456,1263,5519,0,3378,3957,0,4587,1542,6055,1056,0,1628,10582,1205,3570,1144,0,2904,2063,742,1244,0,2127,4114,432,0,2088,5213,0,0.925,0.901,0.911,0.938,0.916,0.947,0.968,1.111,0.749,0.604,0.594,0.554,0.915,1.32,0.395,0.221,1.21,0.83,0.66,0.6,0.61,0.94,1.36,0.91,0.41,?,14/07/11@14/13/01/01@16/01@32/01@43/01/03/09
3120,2536,668,0,3221,1144,2624,0,1869,1189,0,2208,1466,1414,866,0,1526,2088,948,2231,1035,0,1681,1238,636,1199,0,986,875,434,0,1298,758,0,0.946,0.902,0.905,0.862,0.879,0.848,0.85,0.897,0.872,1.111,1.164,0.808,0.975,0.863,0.753,0.918,0.96,0.93,1.21,1.35,0.84,1.12,1.02,1.11,0.83,?,10/03/01@10/03/04/01@10/03/04/05@42/04/05@42/05
4351,4541,604,0,4626,1240,5538,0,3766,5182,0,4010,1604,6420,1012,0,1491,8242,1070,3413,978,0,7325,5872,793,999,0,2496,6550,424,0,2087,8145,0,0.95,0.973,0.916,0.96,0.943,0.955,0.977,0.805,0.663,0.491,0.425,0.557,0.934,1.175,0.307,0.137,0.82,0.68,0.53,0.44,0.58,0.95,1.21,1.08,0.31,?,14/13/01/01
2367,2108,765,0,2993,1587,2972,0,2266,1760,0,2518,1610,1752,1019,0,1927,2661,1378,2133,1112,0,4750,2732,862,951,0,3231,3699,437,0,2710,3054,0,0.873,0.283,0.802,0.873,0.872,0.946,0.957,0.682,0.214,0.84,1.085,1.58,1.086,1.75,0.714,0.683,0.8,0.82,0.94,1.23,1.68,1.94,1.9,2.01,0.79,?,11/02/03/01@11/02/03/04
3887,4292,672,0,5797,1164,2433,0,3276,2211,0,3561,1556,3331,940,0,1635,6040,1111,2801,1063,0,5608,6892,770,934,0,3981,2633,385,0,5275,3567,0,0.957,0.973,0.919,0.948,0.963,0.957,0.966,0.716,2.426,1.166,0.781,0.657,0.704,0.721,1.52,1.356,0.75,2.39,1.25,0.83,0.69,0.69,0.73,1.02,1.53,?,12/04/01@16/19/05
2512,1845,906,0,3865,1357,3839,0,2495,2207,0,2750,1458,2146,792,0,2342,5873,1715,2744,1272,0,2249,1830,723,1467,0,1954,2941,540,0,1935,2057,0,0.781,0.846,0.877,0.897,0.913,0.912,0.877,0.824,0.659,0.711,0.869,0.718,0.901,0.914,0.49,0.537,1.14,0.78,0.81,0.95,0.82,1.02,1,2.34,0.51,?,11/04/03/05
5965,5647,1286,0,11392,1889,4310,0,6326,3585,0,5807,1947,3997,1160,0,4518,10471,2062,5372,1444,0,5683,3087,852,1360,0,7875,2700,485,0,5754,1977,0,0.89,0.912,0.91,0.934,0.962,0.952,0.951,0.879,2.371,1.558,1.285,2.186,2.161,1.887,3.085,3.194,0.95,2.61,1.75,1.36,2.36,2.4,1.98,2.08,3.25,?,01/04@16/19/03@18/02/01/01@20/03/25@20/09/16/01@32/01/11
2384,2152,667,0,2640,1236,3820,0,2091,2115,0,2487,1647,1935,1038,0,1831,7282,1484,1981,1131,0,4849,9194,880,1344,0,2701,3842,442,0,2189,2289,0,0.805,0.946,0.886,0.843,0.929,0.931,0.936,0.605,0.421,0.542,0.745,0.463,0.436,0.434,0.609,0.608,0.79,0.43,0.61,0.93,0.49,0.49,0.43,0.88,0.61,?,18/01/01@18/02/01@20/01/15@32/01/01@32/07/07
3941,3348,640,0,3315,1072,2508,0,2850,2819,0,3888,1593,2266,900,0,1494,2656,1027,3009,1088,0,5315,3030,727,805,0,2436,1673,358,0,3818,2715,0,0.934,0.955,0.915,0.942,0.945,0.953,0.978,0.966,1.013,0.647,1.61,1.788,1.479,1.741,1.476,1.25,1.03,1.06,0.73,1.68,1.89,1.47,1.83,0.28,1.48,?,01/06/06/11
3296,3396,811,0,3841,1206,3071,0,2932,1846,0,3143,1739,2054,1075,0,1901,5952,1465,2323,956,0,6660,6491,866,1278,0,4979,4822,451,0,3709,3881,0,0.812,0.938,0.943,0.924,0.933,0.927,0.94,0.661,0.966,1.339,1.315,0.881,0.911,0.897,0.955,0.764,0.81,1.01,1.36,1.43,0.89,0.96,0.96,1.09,0.99,?,99
4751,4139,598,0,4782,1092,3455,0,3707,3789,0,4591,1470,3665,883,0,1500,5206,999,3432,1013,0,6482,5967,788,1440,0,1913,1951,379,0,2959,3529,0,0.923,0.975,0.878,0.939,0.941,0.939,0.971,0.942,1.208,0.708,1.087,0.915,0.89,0.992,0.917,0.613,1.01,1.21,0.79,1.12,0.97,0.93,1.03,1.2,0.92,?,14/01@16/01@20/01/10@20/09/03
2447,2268,656,0,2426,1140,1342,0,2297,1609,0,2614,1510,1865,837,0,1502,2459,977,2072,945,0,2724,2906,685,1353,0,1212,908,353,0,1705,1334,0,0.893,0.947,0.876,0.929,0.915,0.949,0.962,0.708,1.357,1.007,0.944,0.76,0.711,0.722,1.253,0.836,0.78,1.39,1.11,1.07,0.85,0.78,0.75,0.9,1.33,?,12/01/01@42/16
1922,1148,620,0,2131,1172,994,0,1681,1113,0,2097,1468,1287,828,0,1448,1513,878,1972,1053,0,1554,1167,592,1218,0,1381,1149,442,0,2086,1428,0,0.811,0.82,0.904,0.882,0.913,0.945,0.932,0.99,1.467,0.949,1.065,1.042,0.893,1.027,0.985,1.011,1.1,1.7,1.13,1.37,1.06,0.87,1.04,1.33,1.09,?,01/04/04@01/05/25@02/19@14/07/03@18/02/01
5624,5491,714,0,8311,1314,1637,0,3910,1535,0,6230,1759,1856,908,0,1661,2586,1006,4410,1201,0,2594,1958,695,1170,0,2547,710,468,0,3359,718,0,0.919,0.895,0.926,0.95,0.913,0.937,0.66,0.819,5.851,2.858,4.525,3.82,2.16,1.168,7.736,9.61,0.88,6.15,2.87,4.71,4.13,2.05,1.23,1.8,7.95,?,12/01/01@12/04@16/01
3215,2606,905,0,4525,1429,3073,0,2707,2486,0,2904,1523,2642,889,0,2253,6472,1652,2279,1117,0,2367,2416,764,1908,0,4257,1347,456,0,3493,696,0,0.864,0.884,0.898,0.916,0.947,0.942,0.749,0.797,1.109,0.737,0.733,0.862,0.722,0.707,3.836,6.973,1,1.23,0.82,0.78,0.95,0.82,0.73,2.49,4.04,yes,01/03/13@20/01/17@20/09/18
4266,3451,665,0,4475,1240,3318,0,2621,2289,0,4592,1718,2268,908,0,1556,2561,935,3579,1324,0,2124,1231,644,1117,0,2406,1434,458,0,3397,1028,0,0.908,0.908,0.932,0.936,0.931,0.943,0.949,0.983,1.027,0.812,2.003,2.326,2.583,1.838,1.768,4.61,1.06,1.13,0.85,2.11,2.4,2.52,1.87,1.17,1.79,?,01/01/11/02/01@01/03/01@11/02/03/04@32/01/05@34/11/03/07@42/16
13946,17391,753,0,5388,1224,16470,0,10358,15559,0,19592,1722,6291,924,0,1665,16548,1201,12844,1151,0,17796,25088,1050,1339,0,5193,3691,379,0,13113,1303,0,0.951,0.98,0.915,0.955,0.964,0.945,0.95,0.741,0.255,0.565,3.268,1.302,0.981,0.667,1.349,14.213,0.76,0.26,0.61,3.32,1.3,1.02,0.69,0.03,1.42,?,01/01/06/04/02@01/05/06/07@02/01@02/16/11
2224,1784,753,0,2417,1206,2795,0,1972,1678,0,2187,1539,1476,962,0,1767,3027,1234,1689,1071,0,3658,3874,974,1353,0,1916,2113,430,0,1538,1117,0,0.828,0.939,0.866,0.805,0.93,0.933,0.927,0.721,0.483,0.627,0.966,0.829,0.748,0.765,0.747,0.786,0.99,0.55,0.72,1.26,0.89,0.95,0.77,1.14,0.76,yes,10/03/01
2445,2172,876,0,3362,1209,2626,0,2123,2285,0,2372,1521,2546,901,0,1804,5800,1416,1797,1047,0,3779,7063,928,1426,0,3406,6577,454,0,2610,4929,0,0.88,0.946,0.883,0.918,0.938,0.939,0.939,0.75,0.978,0.49,0.455,0.413,0.401,0.412,0.428,0.344,0.84,1.04,0.57,0.51,0.44,0.53,0.41,1.39,0.45,?,01/03/16/01@11/02/03/04/03@11/04@34/11/03/07@41/01/01
2947,2290,640,0,2709,1289,7059,0,2438,3426,0,3073,1582,2913,932,0,1431,4255,990,2348,1134,0,3358,6142,718,1300,0,2113,3402,355,0,4256,2443,0,0.906,0.96,0.914,0.939,0.903,0.961,0.967,1.063,0.184,0.37,0.686,0.512,0.326,0.414,0.51,1.601,1.09,0.21,0.45,0.75,0.57,0.38,0.42,2.4,0.54,?,01/01/03/05/01@01/04@01/20/17/01
2290,1886,901,0,3431,1297,2257,0,2194,4165,0,2367,1499,3326,891,0,1898,5658,1569,1787,1021,0,3572,3517,1092,1554,0,1886,15482,502,0,2400,5018,0,0.863,0.932,0.918,0.881,0.924,0.928,0.95,0.716,1.165,0.222,0.303,0.432,0.702,0.845,0.077,0.271,0.9,1.27,0.25,0.35,0.46,0.87,0.86,3.39,0.08,yes,01/03/07@10/01/03@10/01/05/01@16/01@16/19/03
